stochk_14_current,macd_12_26_current,class
55.55555555555623,-0.10579493543761488,1
75.04713423831045,0.12682504136861894,1
80.02450980392116,0.1905253506889153,0
82.10784313725487,0.2345323651046556,1
85.60924369747927,0.2591456587062737,1
86.30952380952391,0.2908785881535607,0
88.09523809523813,0.3080925934912955,0
87.91208791208794,0.3199307683841539,0
89.92673992674055,0.3183861695091537,0
84.61538461538484,0.2775441674219508,1
74.35897435897455,0.2411417992104248,1
58.13908313908306,0.22087050537811592,1
68.18181818181891,0.18179074091452208,0
47.222222222223365,0.05884000098657794,1
37.50000000000088,0.0038309321667497898,1
37.50000000000088,-0.03149576330866921,1
33.333333333334515,-0.019570723288950376,1
45.83333333333361,-0.0021188470064146263,1
62.500000000000284,0.008904161459867055,0
75.00000000000058,0.010205171747799113,1
75.00000000000058,0.018729063130194845,0
70.83333333333421,0.028469605969064563,1
70.83333333333421,0.034647093511495086,0
16.6666666666659,-0.006461932966459472,0
31.48148148148163,-0.07566565891602295,1
29.62962962962989,-0.06050809276126756,0
49.735449735449656,-0.05105932405547264,1
85.71428571428288,-0.007833523616511684,1
33.333333333334735,-0.03882043863879403,0
34.92063492063627,-0.022322784941934515,1
42.06349206349282,-0.02013872107414727,1
44.44444444444502,0.0015673193133807215,1
61.111111111110056,0.016516134571872954,0
47.91666666666654,0.7297572968053885,1
44.27083333333314,0.7196259668604057,0
43.74999999999983,0.6831804288678427,0
32.555018786902735,0.17764630974522788,0
45.005611672278064,0.13550047501192353,1
59.44055944055873,0.05700402546034411,1
62.820512820511986,0.03904333561837348,1
81.1463046757168,0.05823667083575401,0
26.666666666666387,0.02902046610179809,0
8.88888888888836,-0.047556664614631934,0
54.761904761904546,-0.13178172017259726,0
70.89947089947083,-0.108985576023656,0
61.904761904761756,-0.06542863854653548,1
73.01587301587256,0.09849970845419877,1
79.36507936507894,0.15662089614417596,0
85.71428571428531,0.1805880157879756,1
82.664995822891,0.23289430089923255,1
58.333333333333705,0.1938630133359993,0
49.99999999999997,0.160980668429346,1
42.42424242424193,0.12336692143031767,0
66.66666666666761,0.12625613980199546,0
62.247474747475366,0.09067777347249263,1
51.13636363636466,0.07783405358983941,0
45.83333333333361,0.06203469308994159,0
45.83333333333361,0.08024242127106618,0
54.166666666666366,0.06881273874401472,0
50.0,0.07276303079814284,1
54.166666666666366,0.0605666422619322,0
46.6666666666659,-0.03411377132721327,1
56.66666666666533,-0.003013091751000729,0
66.66666666666477,0.007005956479360975,1
79.99999999999828,0.029581846751199237,0
83.33333333333142,0.04921625113934169,0
86.66666666666458,0.03825492998095115,1
83.33333333333144,0.05172719668613013,0
86.66666666666553,0.0484992841704468,1
79.74358974358908,0.0846987068671865,0
84.61538461538456,0.07733058353642264,0
36.3636363636362,-0.037168028456505915,0
54.54545454545517,-0.004310280983958137,0
66.66666666666752,0.007219187602032663,0
75.757575757577,0.002255794306421421,0
63.63636363636465,0.006299028708184551,1
54.54545454545517,0.010017843220509805,0
51.51515151515144,0.02404070627056853,1
48.48484848484856,0.04285771744895328,1
48.48484848484856,0.06943013003984788,0
56.666666666667226,0.07394393191543712,0
61.515151515151814,0.07814985831404897,1
57.61904761904742,0.07266457982714769,0
43.80952380952266,0.06406546134567748,0
38.095238095236546,0.05271949072155735,0
36.507936507934886,0.041259209393615486,1
66.66666666666802,-0.05937556254858122,1
76.19047619047716,-0.041197294957640906,0
42.31884057970973,0.06274715405439224,1
51.7632850241545,0.15582042757469594,0
71.20772946859908,0.24538621995904464,0
68.88888888888879,0.2935329607160213,1
72.22222222222223,0.4436799919469081,1
77.7777777777778,0.4375541252802577,0
79.99999999999993,0.4230473103599763,0
75.55555555555544,0.4161843280544133,0
71.75925925925921,-0.1874557933959977,0
68.68945868945805,0.06635131947479067,1
66.83760683760579,0.07674353461939631,1
54.456654456653865,0.10421059682659006,1
54.68975468975446,0.17124704945547364,0
62.77056277056304,0.1948408172316931,1
69.1142191142188,0.252936323649692,1
77.1929824561402,0.3793532015095025,0
78.94736842105239,0.3671659246579111,0
75.43859649122804,0.3402430245924961,0
68.73065015479894,0.3106636093045836,0
62.919246646027176,0.2654168359564437,1
50.26260504201707,0.2165103130335524,1
34.98168498168489,0.16493463663729813,1
35.89743589743573,0.13543830961705794,1
32.30769230769172,0.11386364032782124,0
32.82051282051253,0.09449580349021858,0
36.66666666666652,0.060957060129226186,1
38.33333333333298,0.031672475444622705,0
29.166666666665826,0.00155164240521799,0
20.00000000000044,-0.23861531662586802,1
47.22222222222239,-0.13532989786270375,0
62.777777777778084,-0.09331999406211366,0
76.1111111111116,-0.04870552330271494,0
83.33333333333431,-0.010536825017112506,1
83.93939393939486,0.02780711649523937,0
87.272727272728,0.0540932392585205,0
62.35294117647146,-0.04817639738146795,0
69.49494949494998,0.038522479356231536,0
69.49494949494998,0.038522479356231536,1
80.21978021978012,0.1896293242305376,0
85.71428571428595,0.20410365901540214,0
85.71428571428595,0.20584891528389448,1
76.19047619047636,0.21152674575094466,1
71.42857142857117,0.2269988632152149,0
76.6233766233772,0.23257107149584044,1
80.08658008658112,0.23418957531265505,1
81.81818181818281,0.2500452101110397,1
64.10256410256358,0.4171703530725495,1
56.410256410255954,0.3862044937837936,0
48.71794871794831,0.3424731753056278,1
43.16239316239307,0.28585439547961755,1
37.37373737373759,0.25111569541053314,0
38.38383838383855,0.2188186964293664,1
