cci20_previous,macd_12_26_current,class
-21.93861004597612,-0.10579493543761488,1
98.46214934662865,0.12682504136861894,1
99.44153633195806,0.1905253506889153,0
109.86786369240049,0.2345323651046556,1
117.85839417655228,0.2591456587062737,1
102.54540268262848,0.2908785881535607,0
101.5148840559035,0.3080925934912955,0
100.2514032848662,0.3199307683841539,0
89.62036625169803,0.3183861695091537,0
68.31116765052944,0.2775441674219508,1
32.404516569699936,0.2411417992104248,1
17.310135879888527,0.22087050537811592,1
48.915501406250044,0.18179074091452208,0
-16.972449761541213,0.05884000098657794,1
-11.852478199791927,0.0038309321667497898,1
-30.68672425356317,-0.03149576330866921,1
-20.425177931153435,-0.019570723288950376,1
-5.560417832040456,-0.0021188470064146263,1
22.40958172723565,0.008904161459867055,0
35.295075132829474,0.010205171747799113,1
21.399168773441684,0.018729063130194845,0
12.854910300272394,0.028469605969064563,1
17.648530028721336,0.034647093511495086,0
-22.11970965669456,-0.006461932966459472,0
-44.81815314474896,-0.07566565891602295,1
-25.72284948559573,-0.06050809276126756,0
-2.3439712122770304,-0.05105932405547264,1
8.251245230768731,-0.007833523616511684,1
-21.24280038042813,-0.03882043863879403,0
-14.312606738079404,-0.022322784941934515,1
0.9751093585219838,-0.02013872107414727,1
10.273256892477988,0.0015673193133807215,1
19.401388098101425,0.016516134571872954,0
151.9226115840708,0.7297572968053885,1
108.8270309077913,0.7196259668604057,0
128.3364314514768,0.6831804288678427,0
27.99312385517817,0.17764630974522788,0
40.903421667583906,0.13550047501192353,1
-32.190404548676966,0.05700402546034411,1
-40.56706791491077,0.03904333561837348,1
51.90944694485402,0.05823667083575401,0
-8.995491459682867,0.02902046610179809,0
-16.855271087085068,-0.047556664614631934,0
7.21770126800119,-0.13178172017259726,0
25.74828855910637,-0.108985576023656,0
1.570210856888903,-0.06542863854653548,1
24.008482703539052,0.09849970845419877,1
35.7745350951466,0.15662089614417596,0
25.988900499439648,0.1805880157879756,1
49.044444732569396,0.23289430089923255,1
9.0097089461724,0.1938630133359993,0
14.074815463533866,0.160980668429346,1
2.074795549648184,0.12336692143031767,0
1.6931903945987798,0.12625613980199546,0
12.67003486075333,0.09067777347249263,1
6.090511470373088,0.07783405358983941,0
6.002632994934852,0.06203469308994159,0
2.1022616972241503,0.08024242127106618,0
10.32250636708142,0.06881273874401472,0
0.20060782566124225,0.07276303079814284,1
7.9331357560764895,0.0605666422619322,0
-10.512683350294218,-0.03411377132721327,1
1.0140571852020823,-0.003013091751000729,0
10.155883880388977,0.007005956479360975,1
8.239774257040409,0.029581846751199237,0
9.782567757734258,0.04921625113934169,0
14.788556684189846,0.03825492998095115,1
2.145695416204102,0.05172719668613013,0
9.924854323598376,0.0484992841704468,1
9.226674290765313,0.0846987068671865,0
18.167946716552493,0.07733058353642264,0
-1.5567982264922733,-0.037168028456505915,0
9.666897424865118,-0.004310280983958137,0
20.297657338070763,0.007219187602032663,0
13.134358230237774,0.002255794306421421,0
0.8352073297805495,0.006299028708184551,1
0.9410111478481138,0.010017843220509805,0
1.5732571457343036,0.02404070627056853,1
3.4680404310444994,0.04285771744895328,1
5.687527252733164,0.06943013003984788,0
11.818834156428812,0.07394393191543712,0
10.147069082510924,0.07814985831404897,1
11.967321798105953,0.07266457982714769,0
9.443652168006508,0.06406546134567748,0
12.859754283041301,0.05271949072155735,0
0.2132241625619085,0.041259209393615486,1
-4.000354626029926,-0.05937556254858122,1
3.2464791933174246,-0.041197294957640906,0
30.059927471407587,0.06274715405439224,1
53.19638857036657,0.15582042757469594,0
81.3145467002538,0.24538621995904464,0
74.3504030470735,0.2935329607160213,1
81.69973293605865,0.4436799919469081,1
72.76839284692278,0.4375541252802577,0
53.55319289403757,0.4230473103599763,0
47.95776900458728,0.4161843280544133,0
-5.7915725313419575,-0.1874557933959977,0
11.722195488176482,0.06635131947479067,1
12.39264619035711,0.07674353461939631,1
13.50377462865776,0.10421059682659006,1
25.677465313541607,0.17124704945547364,0
47.30146802286857,0.1948408172316931,1
38.023243575150225,0.252936323649692,1
61.333038218453396,0.3793532015095025,0
57.36154804477928,0.3671659246579111,0
40.61701965325139,0.3402430245924961,0
30.899287469173284,0.3106636093045836,0
23.614745532899367,0.2654168359564437,1
16.207691846396994,0.2165103130335524,1
8.223205462261372,0.16493463663729813,1
7.776476739407178,0.13543830961705794,1
2.7058180499685762,0.11386364032782124,0
10.713579423575938,0.09449580349021858,0
9.712520242697996,0.060957060129226186,1
0.6783551786306558,0.031672475444622705,0
-8.94465644412215,0.00155164240521799,0
-20.00836688860914,-0.23861531662586802,1
-3.3938866056316583,-0.13532989786270375,0
4.7521805719972035,-0.09331999406211366,0
10.300130872784028,-0.04870552330271494,0
11.893405724981433,-0.010536825017112506,1
13.609423164598494,0.02780711649523937,0
21.45268599887544,0.0540932392585205,0
12.383244020872727,-0.04817639738146795,0
22.634572329555308,0.038522479356231536,0
22.634572329555308,0.038522479356231536,1
49.93076117163393,0.1896293242305376,0
41.92757825674757,0.20410365901540214,0
34.02023926196701,0.20584891528389448,1
17.073708397702525,0.21152674575094466,1
19.24499833813184,0.2269988632152149,0
36.18590817735621,0.23257107149584044,1
29.4195555761516,0.23418957531265505,1
35.2728580864134,0.2500452101110397,1
93.41935005226318,0.4171703530725495,1
38.33324415451012,0.3862044937837936,0
38.25601746660492,0.3424731753056278,1
21.18985839706248,0.28585439547961755,1
26.090087134056763,0.25111569541053314,0
20.7488672030532,0.2188186964293664,1
