ema10_previous,ema20_current,class
242.71412565586436,242.80804232857471,1
243.10379487591626,243.02817124666146,1
243.19277496110772,243.10911759592483,0
243.33424129512343,243.18830584822425,1
243.44716267918275,243.24745301310742,1
243.52137108432208,243.32299027329418,0
243.62409828516158,243.3803219293884,0
243.6871421966221,243.43368119754837,0
243.7330759820916,243.47541036069975,0
243.74682875538662,243.4831061194764,1
243.68094518336272,243.48560563947842,1
243.60163179988075,243.56325338078815,1
243.68057527488227,243.62606399778667,0
243.61577470198813,243.6218565579633,1
243.58592895177216,243.60543272522187,1
243.52446483548383,243.57499767236592,1
243.5200166835776,243.58541488616103,1
243.5442695279754,243.60585156366957,1
243.5935897757516,243.6368412400411,0
243.65212452393232,243.63988082045898,1
243.66365295426186,243.65513026612962,0
243.69973851948325,243.668927383641,1
243.72643927452896,243.67188668043715,0
243.59084244749508,243.6073040003257,0
243.4495929163659,243.53263329922112,1
243.45028644571119,243.5390491754857,0
243.47468329362832,243.54782955549385,1
243.55561245998678,243.5846293632221,1
243.47623816563598,243.4824772213984,0
243.45672908434034,243.49515763676848,1
243.48277834173297,243.49561881421917,1
243.48026195569247,243.51805922863358,1
243.52021432738465,243.53836246072282,0
245.53321954948075,244.865743807797,1
245.50810452669404,244.9529290156389,0
245.5659307410485,245.0112754815163,0
245.12991604518257,245.25567103400329,0
245.22668104841838,245.29113600585944,1
245.2078806496128,245.30821094057927,1
245.2036240059114,245.30505059744948,1
245.4310849109149,245.3517326454736,0
246.41865419052056,246.35668006786668,0
246.1997872983417,246.28226323745014,0
245.7362154839397,245.91805783334868,0
245.83872175958703,245.91544746069675,0
245.87685030515075,245.90982252579633,1
246.11325995708577,246.04466204697792,1
246.2231095049664,246.09546641525884,0
246.29604361787418,246.11643357407087,1
246.56493715452262,246.32685978092744,1
246.50711977555991,246.3559530000833,0
246.49611484768258,246.35597803129951,1
246.4338043895158,246.34647686906655,0
243.3711712438205,243.3005158945725,0
243.42963990254498,243.3510051490398,1
243.40324521285584,243.360134634689,0
243.41424973454428,243.41386236904182,0
243.4354882885344,243.45450350009202,0
243.52246127515772,243.46588803621484,0
243.50019558876545,243.4801483739834,1
243.512694248719,243.4835267748217,0
243.39151836631362,243.41758119532898,1
243.40656829370056,243.4576868138441,0
243.4473852914805,243.46826491104267,1
243.4751334203021,243.4962859986712,0
243.52166584960904,243.53264999060036,0
243.57509585708831,243.53102823747517,1
243.5614420648904,243.561107905178,0
243.6217590248139,243.56778745378688,1
243.6262742334359,243.6053778230587,0
243.69580914285018,243.60337787964505,0
243.34542740393653,243.47725870881715,0
243.4252531685399,243.51543482358952,0
243.49903655271262,243.53450022922726,0
243.54122295794483,243.52972672332132,0
243.53372787468217,243.53641941633828,1
243.55424874696445,243.54098694023128,0
243.5899098431678,243.55048787212868,1
243.6058634087236,243.56323935261327,1
243.63145054754384,243.5887635252758,0
243.67339109580487,243.5963819356714,0
243.67540528006856,243.60773809253936,1
243.6770532490116,243.61950048044707,0
243.6812253855549,243.63014264093502,0
243.69028654845218,243.63173522259427,0
243.66043975557545,243.6373136549837,1
243.3488013138351,243.3992271261044,1
243.37911578236424,243.4058490030877,0
243.31544699070977,243.3799187624617,1
243.45403016580346,243.50593417329483,0
243.68373967573535,243.64494681463356,0
243.90804745658886,243.73470987928033,1
244.35995771947742,244.05805512794174,1
244.48232238160404,244.11651058343682,0
244.5391886620677,244.16791108290508,0
244.58006802217602,244.20340471739672,0
243.21175779073772,243.30443871360828,0
243.3753495895052,243.30165569150776,1
243.39236570386976,243.3139973557042,1
243.3965775560289,243.35671059146011,1
243.46021666806632,243.4423777568309,0
243.59348370013961,243.50976514423428,1
243.77959338601846,243.70404274295217,1
244.30608611173585,244.06405391858522,0
244.3934105803183,244.12193806068558,0
244.435380861344,244.15079849893291,0
244.41641375591598,244.179885863592,0
244.40654281174577,244.19370365394352,1
244.3831085648328,244.18567007542484,1
244.2876905629889,244.21079869360514,1
244.2660992276292,244.22316017469691,1
244.23713839633845,244.24238041160982,0
244.24009638387054,244.27226949887117,0
244.2635221719869,244.27282553840038,1
244.24350129121933,244.26737754262746,0
244.23276816722571,244.25441236386013,0
243.39169214832455,243.60600040182243,1
243.4992596959261,243.6309064056638,0
243.58341676266312,243.64105947834895,0
243.63409072635716,243.6597694012546,0
243.69655685860582,243.67520965695155,1
243.750489310581,243.7031665309972,0
243.8156214786961,243.71744926629685,0
243.0938628480981,243.0698260548477,0
243.17940070676468,243.1383383351474,0
243.17940070676468,243.1383383351474,1
243.48602225867037,243.35168511790573,0
243.54469389076928,243.3982478919212,0
243.59834555003025,243.4323400762957,1
243.60711775406742,243.45723430681159,1
243.61711881023328,243.51279239616932,0
243.71940587343246,243.5914204416193,1
243.76636016075832,243.6481860179817,1
243.8257829214331,243.71710519823483,1
244.4744783595258,244.18370312764912,1
244.5673149042939,244.3003834654829,0
244.59302423718844,244.3122491032734,1
244.55386609474056,244.3134608707981,1
244.5544923880077,244.38292331426982,0
244.53205045954988,244.39198851423717,1
