ema50_current,rsi14_previous,class
243.04244851562999,-18.500407777050388,1
243.09723482203853,22.277730058028173,1
243.12724866225426,18.323516316432432,0
243.156699094496,24.76988694583753,1
243.1810730391989,24.76988694583753,1
243.2141750962919,20.836230548135052,0
243.2414438595034,25.061974356347164,0
243.26764325945183,21.160900258450692,0
243.28766645258773,21.160900258450692,0
243.2920716897411,16.63657763603696,1
243.29630417249646,2.0195353174736543,1
243.3358460758752,6.891463635604608,1
243.36835825758973,10.70939285789956,0
243.3818952129344,-3.2624860165443152,1
243.3884166211081,5.487411210615363,1
243.39263933389682,-3.6859918027169267,1
243.40653350945578,1.4764203268832716,1
243.42564520011646,9.80194180284569,1
243.44915619207558,13.201650031964023,0
243.46144762562298,16.27345156714425,1
243.477792216164,7.283662721075642,0
243.49349584237004,11.054133230035717,1
243.50588928220586,11.054133230035717,0
243.53107009325439,-5.936793576603848,0
243.51574372563167,-17.166401136642552,1
243.52518394693396,-1.8018360413373105,0
243.53548117421505,3.879108784747871,1
243.56641740178765,9.435306228375024,1
243.5552229905087,-11.488438602341231,0
243.55697895166531,-11.488438602341231,1
243.55474448297244,6.330362858200742,1
243.5598271723899,-1.4717048687383991,1
243.5647105406536,11.475843209984506,0
244.18102591608482,15.14059670309007,1
244.24318168121968,13.221505730246008,0
244.29321601201,18.43960836214133,0
244.55473397200885,14.34111631089749,0
244.59500498737748,17.25881243782385,1
244.65700775575604,5.905346588094147,1
244.69964402460653,8.048925420453926,1
244.8391419196336,18.768620519672453,0
246.10498976297816,-0.8428364144832301,0
246.1106962145661,0.911012377284422,0
246.0194204556496,12.641082726109602,0
246.0223405013616,9.801070102429053,0
246.03074637938067,0.9916716784941996,1
246.08648833757584,14.416792227493048,1
246.10699971877625,14.416792227493048,0
246.11702277872755,14.416792227493048,1
246.21835573997515,19.221440772531565,1
246.2333196869252,1.8709722321077609,0
246.23139942716784,5.405951629219104,1
246.2274737191914,-2.5038297766230784,0
243.47562457812992,-6.150531008400961,0
243.45194484822804,-5.600105261462119,1
243.44254453094032,-5.600105261462119,0
243.4193215270121,-1.1787977486342385,0
243.4223516561689,3.306361955186631,0
243.41068678503564,6.4456307818778384,0
243.40829314679337,-2.762020923949265,1
243.40391262419402,5.9699577150342416,0
243.35169122077892,-12.486775411882064,1
243.3612556220941,6.856219078603374,0
243.3712317520857,6.856219078603374,1
243.38719265139287,6.856219078603374,0
243.41503967685944,10.721733542434123,0
243.4226666918136,14.178119011846904,1
243.4436001301281,-0.03684619839033587,0
243.45464230130239,11.691889745498088,1
243.47824336277438,3.2774596066687,0
243.48731337043762,13.264134705584324,0
243.4738747829836,-2.718588666353128,0
243.4928000608603,13.165260463896034,0
243.5033799701416,13.165260463896034,0
243.50386102766103,8.797373830786142,0
243.5082447888069,-0.6103819943709112,1
243.5130702431192,4.04546886116195,0
243.52154726678987,4.04546886116195,1
243.53038622929424,4.04546886116195,1
243.54280013444543,9.105602555029165,0
243.55141925652737,13.440854767851606,0
243.55970037382176,7.7325750963479996,1
243.56765674141843,7.7325750963479996,0
243.57468748923145,7.7325750963479996,0
243.5744529259767,7.7325750963479996,0
243.580026773318,0.05464813789346579,1
243.4807546650657,-3.859525899504817,1
243.48089577871468,4.479630263448527,0
243.4136662072789,24.075709840091942,1
243.46363079689957,14.870054547444001,0
243.52131994420768,21.847498941927253,0
243.56314125002723,24.066345659842824,1
243.72565081729766,24.99650351135679,1
243.76031268948935,20.89329138579868,0
243.7936152725756,14.265025644511836,0
243.82169030338383,14.265025644511836,0
243.47943632327932,-0.5454863517553861,0
243.4577724455459,-3.324890305382766,1
243.45673407018205,2.909462573438901,1
243.46750112130297,-0.23818501028578964,1
243.49598663110697,8.252658882880041,0
243.51489831947208,16.40549302351181,1
243.58457806898528,14.214068076582675,1
243.76641211403037,19.886834504894253,0
243.8031571362052,19.886834504894253,0
243.82939082912742,17.170004990813286,0
243.85398214441014,11.31837219125427,0
243.87736915796813,11.31837219125427,1
243.8895414750127,7.925117668432094,1
243.913461844291,7.332991651174751,1
243.9228578186069,7.332991651174751,1
243.93519328660145,7.332991651174751,0
243.95342100085227,10.673170498435098,0
243.96124994942073,13.730899528751936,1
243.96570385355844,5.357636294818363,0
243.9666751315292,5.357636294818363,0
243.7866210868114,-16.133402973734732,1
243.79681520218614,-1.2465530181078464,0
243.8000081230579,9.36253235347283,0
243.8051565838701,3.7889043781124334,0
243.81255756573015,8.74183825941924,1
243.82358988163492,8.74183825941924,0
243.82904077833697,13.303380404559007,0
243.32024394552025,-1.5354069851347134,0
243.32228789451136,8.92272293346524,0
243.32228789451136,8.92272293346524,1
243.36140400928653,18.62249972232605,0
243.3716142565921,11.949982401766976,0
243.3768889280473,11.949982401766976,1
243.38257035500945,8.08071200286345,1
243.4034753190044,8.08071200286345,0
243.4409310230653,13.165609045334008,1
243.4659233235105,15.957350925430362,1
243.49961948710109,18.526293204782466,1
243.73536917847224,32.469328302472526,1
243.8156778387047,19.36181058648505,0
243.83835249684574,19.36181058648505,1
243.85560277871136,9.53922653204694,1
243.91716470418132,18.119227408984532,0
243.93916744850443,9.22750320370183,1
