ema30_current,ema100_previous,class
242.9064445893394,243.196788730931,1
243.01850375934106,243.1984617360954,1
243.07295857572075,243.2059823509734,0
243.12591803017983,243.21960454887298,1
243.16900913273852,243.23295700028004,1
243.2222233899707,243.24344502462958,0
243.2645439303941,243.2576857613686,0
243.3041341133707,243.26904448124196,0
243.33673633013032,243.28048818799888,0
243.34586248731742,243.28941517665172,1
243.35238200813052,243.29067523904556,1
243.41296710473262,243.29510120075506,1
243.47088257466632,243.31832599968052,0
243.49089959727473,243.33423429927083,1
243.51114733119223,243.34333429981152,1
243.51638037919358,243.3461699534798,1
243.53831606654,243.3498359170736,1
243.56528816115448,243.3580095074276,1
243.59898958557525,243.36831135455623,0
243.61559564670355,243.38131913882043,1
243.6385908879724,243.38917921106997,0
243.6580847132489,243.3982440122856,1
243.6678514074358,243.40743922451642,0
243.62237725491042,243.4280617262874,0
243.5572512959214,243.4261872955911,1
243.55900035080987,243.42857866939048,0
243.56366334150684,243.43290288727312,1
243.58336603101128,243.44520989795586,1
243.5214213098341,243.4523268108566,0
243.52850875478757,243.45160054841358,1
243.52666948028502,243.4551589754741,1
243.5378520944602,243.4563568285833,1
243.54730432363658,243.4621111819273,0
244.51612064941682,243.79891034944708,1
244.59977525694646,243.82994300544357,0
244.6621027891569,243.8701414176561,0
244.9420744841278,244.06698771434986,0
244.98130926921002,244.10478228197974,1
245.03193827759642,244.1605821420248,1
245.0788894936256,244.18798273851326,1
245.24903657255302,244.29215725348308,0
246.28980765402724,245.8291511277565,0
246.26714745935985,245.8574713615745,0
246.0123613301241,245.85604198450312,0
246.00651919485588,245.86638279248183,0
245.9921113620766,245.87607307843425,1
246.06010885833803,245.9107613532351,1
246.0925246360728,245.92862768583853,0
246.10389229138343,245.94552040561916,1
246.23644310511844,246.02046517632968,1
246.25379274891387,246.04163667268475,0
246.25234010102352,246.05245192054863,1
246.24352063342891,246.0590926090496,0
243.2205418497942,244.254322216065,0
243.28089761590496,244.18481345280463,1
243.29463519680388,244.15737520939186,0
243.34373575349878,244.0854531053185,0
243.37479195175356,244.06549234972576,0
243.39964405471613,244.03414825579983,0
243.41761487483325,244.01353315183098,1
243.42393897021861,243.9979064878408,0
243.42410123658908,243.88286031894748,1
243.4509150564587,243.85491179066432,0
243.46154236593262,243.845215351992,1
243.47995350748016,243.83385144982952,0
243.50463737236697,243.82283330127632,0
243.50433818705292,243.8146333559607,1
243.5274488468061,243.8006551917408,0
243.5331384923867,243.79444397705845,1
243.56286053286743,243.78315571256888,0
243.56828340558047,243.7786513961876,0
243.48328075664506,243.62661089167355,0
243.50472318223603,243.62229653862755,0
243.51833061262766,243.61775770628597,0
243.518156918478,243.61163846582176,0
243.52343711728585,243.6013700903672,1
243.52938558412598,243.59390507115882,0
243.5382682930937,243.58436189078486,1
243.55374722686386,243.57971296384312,1
243.5746791326489,243.57682638085092,0
243.5878089799962,243.57659697999665,0
243.5990828143981,243.5737720996549,1
243.6066025265857,243.57224280565552,0
243.6136370960516,243.570433882676,0
243.61275728340317,243.5689706919833,0
243.60820259629585,243.56312693721958,1
243.44564288236637,243.45556562196705,1
243.44713194114186,243.45396621440563,0
243.37421708908798,243.42345827477791,1
243.45592857880862,243.43766415086878,0
243.54728943736094,243.4630392727289,0
243.61037443020547,243.49156240093876,1
243.85644193397408,243.57290930380054,1
243.9090599954189,243.60340637005638,0
243.9582833432222,243.62673911589187,0
243.9978793782641,243.64929991512696,0
243.45153097406842,243.51850261103328,0
243.396536989618,243.49592542280257,1
243.38667114944485,243.49600610749957,1
243.39881450583863,243.49317526037171,1
243.4349719454776,243.4978906238292,0
243.45589342126888,243.512602790038,1
243.55116065312336,243.5410269315197,1
243.84584618770188,243.6277891318433,0
243.9001567717003,243.64952012843827,0
243.93806022124718,243.669460434308,0
243.9815896951104,243.68349592644898,0
244.00980564679938,243.6978733121113,1
244.02430691472176,243.7087461509301,1
244.06860479992088,243.7275116317107,1
244.0861622437814,243.73903722122918,1
244.10601178417218,243.7509544053113,0
244.13607695205584,243.765235627629,0
244.1482724278233,243.78152416351418,1
244.15867217268269,243.79321984606514,0
244.16295827937745,243.8037541948537,0
243.76111882855287,243.73284957923732,1
243.75568251648,243.73156148672714,0
243.74845244876752,243.73551672689067,0
243.751167227999,243.73741344744647,0
243.75370686018329,243.74156271922902,1
243.7645521100725,243.74562982721366,0
243.76925497953712,243.751906508456,0
243.17870737328158,243.52681253462097,0
243.20746110117724,243.5216854810329,0
243.20746110117724,243.5216854810329,1
243.31198263316404,243.518438813644,0
243.33398923361042,243.51986470045483,0
243.34812444047932,243.52095243985409,1
243.36134769851824,243.51817896966287,1
243.4011440900029,243.51608024373226,0
243.46527694348882,243.52516221137554,1
243.5048198352981,243.5310351816962,1
243.5597594287024,243.5412513498301,1
243.93845007052784,243.65359815238145,1
244.0523019226453,243.70239291611657,0
244.0793806299824,243.72574573034674,1
244.0962428590002,243.74269551855275,1
244.1833280151173,243.7791260172029,0
244.21042289110864,243.79482958383943,1
