ema10_current,sma30_current,class
242.7479209911617,243.04666666666665,1
243.19277496110772,243.02,1
243.33424129512343,243.03333333333336,0
243.44716267918275,243.0533333333333,1
243.52137108432208,243.07333333333332,1
243.62409828516158,243.09333333333333,0
243.6871421966221,243.11,0
243.7330759820916,243.1266666666667,0
243.74682875538662,243.15,0
243.68094518336272,243.16666666666663,1
243.62421664429863,243.17666666666665,1
243.6797099783551,243.21,1
243.70511265958461,243.2633333333333,0
243.5862533612204,243.31666666666663,1
243.5521236878136,243.38333333333333,1
243.5200166835776,243.42666666666665,1
243.5442695279754,243.46,1
243.5935897757516,243.4933333333333,1
243.65212452393232,243.53333333333333,0
243.66365295426186,243.56666666666663,1
243.69973851948325,243.6033333333333,0
243.72643927452896,243.63333333333333,1
243.72445593202275,243.65666666666667,0
243.5840360620896,243.63666666666668,0
243.45028644571119,243.58666666666667,1
243.47468329362832,243.58333333333331,0
243.4946443510149,243.59000000000003,1
243.5875123366237,243.59333333333336,1
243.45672908434034,243.56333333333333,0
243.48277834173297,243.57,1
243.48026195569247,243.57,1
243.52021432738465,243.57,1
243.5585502281311,243.56666666666663,0
245.50810452669404,244.03333333333333,1
245.5659307410485,244.1,0
245.55711287366313,244.15666666666667,0
245.22668104841838,244.54666666666665,0
245.24565936352226,244.6,1
245.2036240059114,244.7,1
245.25344772369567,244.77666666666664,1
245.45208632206402,245.04333333333332,0
246.32841625520317,246.18666666666664,0
246.21236019291774,246.23666666666665,0
245.83872175958703,246.15,0
245.86239747939118,246.13333333333333,0
245.92871817021057,246.10333333333332,1
246.2231095049664,246.0966666666667,1
246.29604361787418,246.11000000000004,0
246.29393916176159,246.10333333333332,1
246.5462437742421,246.10666666666665,1
246.49611484768258,246.11666666666667,0
246.4338043895158,246.1233333333333,1
246.36181748906208,246.1266666666667,0
243.37641283585307,243.1133333333333,0
243.40324521285584,243.17333333333332,1
243.3998313758376,243.19333333333333,0
243.4354882885344,243.25666666666663,0
243.4948765202517,243.28333333333333,0
243.50019558876545,243.31666666666663,0
243.512694248719,243.33333333333331,1
243.51603380013188,243.33666666666667,0
243.36358347007842,243.43,1
243.4473852914805,243.44666666666672,0
243.4751334203021,243.45000000000007,1
243.52166584960904,243.46000000000004,0
243.57509585708831,243.4733333333334,0
243.5614420648904,243.47333333333336,1
243.6217590248139,243.48666666666668,0
243.6262742334359,243.49000000000007,1
243.69580914285018,243.51,0
243.6868606936474,243.52,0
243.4252531685399,243.50333333333333,0
243.49903655271262,243.50666666666663,0
243.54122295794483,243.51,0
243.53372787468217,243.5133333333333,0
243.55424874696445,243.51333333333332,1
243.57386234987632,243.51666666666668,0
243.6058634087236,243.51666666666668,1
243.63145054754384,243.5333333333334,1
243.67339109580487,243.55000000000007,0
243.67540528006856,243.5666666666667,0
243.6770532490116,243.58,1
243.6812253855549,243.58333333333331,0
243.69028654845218,243.58666666666664,0
243.67387081236998,243.58666666666664,0
243.6494507091071,243.57666666666668,1
243.37911578236424,243.51,1
243.4067423276598,243.50333333333327,0
243.45403016580346,243.38,1
243.68373967573535,243.41,0
243.90804745658886,243.44666666666663,0
244.03420275169705,243.47333333333333,1
244.48232238160404,243.59666666666664,1
244.5391886620677,243.63333333333333,0
244.58006802217602,243.67,0
244.54732838178035,243.70666666666665,0
243.27546065841813,243.63,0
243.39236570386976,243.54,1
243.3965775560289,243.50666666666663,1
243.46021666806632,243.48,1
243.59348370013961,243.45,0
243.66615672638144,243.42,1
243.90245075355125,243.3766666666667,1
244.3934105803183,243.55000000000007,0
244.435380861344,243.59000000000003,0
244.41641375591598,243.63,0
244.40654281174577,243.69666666666672,0
244.3831085648328,243.7433333333333,1
244.31062866381862,243.79333333333332,1
244.2660992276292,243.87,1
244.23713839633845,243.9,1
244.24009638387054,243.92,0
244.2635221719869,243.95666666666665,0
244.24350129121933,243.98333333333332,1
244.23276816722571,244.00666666666663,0
244.20298090382286,244.03333333333333,0
243.44774812135643,243.9833333333333,1
243.58341676266312,243.94666666666663,0
243.63409072635716,243.91333333333333,0
243.69655685860582,243.89,0
243.750489310581,243.86666666666665,1
243.8156214786961,243.85,0
243.850729616245,243.83666666666664,0
243.0978024922157,243.32333333333332,0
243.2223334674884,243.30666666666667,0
243.2223334674884,243.30666666666667,1
243.54469389076928,243.27999999999997,0
243.59834555003025,243.26999999999995,0
243.60711775406742,243.26,1
243.61711881023328,243.25,1
243.6911421403653,243.26666666666668,0
243.76636016075832,243.29333333333332,1
243.8257829214331,243.31,1
243.90794138184967,243.34333333333333,1
244.52553845914827,243.62,1
244.59302423718844,243.72666666666672,0
244.55386609474056,243.76333333333335,1
244.49799819973958,243.79333333333335,1
244.53205045954988,243.9,0
244.50521748676903,243.94333333333333,1
