sma10_current,sma50_previous,class
242.71,243.188,1
243.01,243.18000000000004,1
243.12000000000003,243.182,0
243.22000000000003,243.19,1
243.32,243.2,1
243.44,243.21,0
243.55,243.226,0
243.64000000000004,243.23999999999995,0
243.71,243.25399999999996,0
243.7,243.264,1
243.68,243.264,1
243.7,243.266,1
243.7,243.28,0
243.6,243.278,1
243.59,243.272,1
243.59,243.266,1
243.56,243.266,1
243.57,243.272,1
243.58,243.28400000000002,0
243.59,243.29999999999995,1
243.63,243.308,0
243.66000000000003,243.318,1
243.67,243.32799999999997,0
243.63,243.38800000000003,0
243.5,243.41000000000003,1
243.49,243.422,0
243.48,243.442,1
243.53,243.50000000000003,1
243.51,243.598,0
243.51,243.596,1
243.49,243.596,1
243.48999999999995,243.59600000000003,1
243.51,243.594,0
245.44,243.83599999999998,1
245.65,243.864,0
245.79,243.898,0
245.17,244.086,0
245.19,244.12800000000004,1
245.14,244.19600000000003,1
245.19,244.22800000000004,1
245.38,244.362,0
246.39,245.93000000000004,0
246.3,245.924,0
245.78000000000003,245.972,0
245.76,245.98999999999995,0
245.79,246.03,1
246.14,246.088,1
246.22,246.108,0
246.21000000000004,246.122,1
246.47000000000003,246.188,1
246.52000000000004,246.20999999999995,0
246.49,246.214,1
246.45,246.212,0
243.4,243.8,0
243.41000000000003,243.72,1
243.40000000000003,243.694,0
243.42,243.61,0
243.46,243.582,0
243.49,243.53000000000003,0
243.47,243.498,1
243.49,243.466,0
243.43,243.308,1
243.45,243.264,0
243.45,243.25600000000003,1
243.47,243.25800000000004,0
243.48,243.26800000000003,0
243.48,243.306,1
243.54,243.32,0
243.57,243.34,1
243.64,243.356,0
243.67,243.376,0
243.40000000000003,243.434,0
243.42,243.456,0
243.44,243.47599999999997,0
243.44,243.484,0
243.47,243.486,1
243.51,243.488,0
243.6,243.496,1
243.63,243.498,1
243.67,243.504,0
243.66,243.51,0
243.64999999999995,243.518,1
243.64999999999995,243.52599999999998,0
243.67,243.534,0
243.67,243.54000000000005,0
243.67,243.54200000000003,1
243.32,243.52,1
243.34,243.524,0
243.3,243.44,1
243.44,243.45,0
243.58,243.474,0
243.71,243.504,1
244.17,243.588,1
244.36000000000004,243.616,0
244.53000000000003,243.63,0
244.53000000000003,243.644,0
243.09,243.506,0
243.38,243.508,1
243.39,243.51799999999997,1
243.42,243.522,1
243.48,243.52599999999998,0
243.54,243.53800000000004,1
243.75,243.56600000000003,1
244.22,243.66,0
244.3,243.69,0
244.32,243.71599999999998,0
244.36000000000004,243.73799999999997,0
244.41,243.75799999999995,1
244.4,243.79,1
244.37,243.81,1
244.31,243.814,1
244.28000000000003,243.808,0
244.26,243.8,0
244.23,243.79999999999995,1
244.22,243.794,0
244.2,243.778,0
243.42,243.762,1
243.48,243.80200000000005,0
243.52000000000004,243.81600000000003,0
243.57,243.82599999999996,0
243.63,243.83,1
243.7,243.842,0
243.77000000000004,243.854,0
243.09,243.532,0
243.13,243.5,0
243.13,243.5,1
243.4,243.45,0
243.48999999999995,243.43600000000004,0
243.52,243.426,1
243.56,243.414,1
243.64,243.404,0
243.72000000000003,243.408,1
243.78000000000003,243.41599999999997,1
243.83,243.426,1
244.28,243.53800000000004,1
244.45,243.59000000000003,0
244.5,243.612,1
244.53,243.624,1
244.62,243.65000000000003,0
244.61,243.662,1
