ema50_current,rsi14_current,class
243.04244851562999,-3.07777613282434,1
243.09723482203853,18.323516316432414,1
243.12724866225426,24.76988694583753,0
243.156699094496,24.76988694583753,1
243.1810730391989,20.836230548135052,1
243.2141750962919,25.061974356347164,0
243.2414438595034,21.160900258450692,0
243.26764325945183,21.160900258450692,0
243.28766645258773,16.63657763603696,0
243.2920716897411,2.0195353174736543,1
243.29630417249646,2.0195353174736543,1
243.3358460758752,22.12965611870645,1
243.36835825758973,13.686773613094175,0
243.3818952129344,1.3427049995352152,1
243.3884166211081,-3.6859918027169267,1
243.39263933389682,1.4764203268832716,1
243.40653350945578,9.801941802845704,1
243.42564520011646,13.201650031964023,1
243.44915619207558,16.27345156714425,0
243.46144762562298,7.283662721075642,1
243.477792216164,11.054133230035717,0
243.49349584237004,11.054133230035717,1
243.50588928220586,5.935654388105847,0
243.53107009325439,1.76575572470405,0
243.51574372563167,-1.8018360413373105,1
243.52518394693396,3.879108784747871,0
243.53548117421505,3.879108784747871,1
243.56641740178765,9.435306228375024,1
243.5552229905087,-11.488438602341231,0
243.55697895166531,6.330362858200773,1
243.55474448297244,-1.4717048687384278,1
243.5598271723899,11.475843209984506,1
243.5647105406536,11.475843209984506,0
244.18102591608482,13.221505730246008,1
244.24318168121968,18.43960836214133,0
244.29321601201,14.619784268185626,0
244.55473397200885,17.25881243782385,0
244.59500498737748,10.650078584996491,1
244.65700775575604,8.048925420453926,1
244.69964402460653,12.025095026541125,1
244.8391419196336,11.466792555441446,0
246.10498976297816,-8.595708787446156,0
246.1106962145661,4.854947767465474,0
246.0194204556496,9.801070102429053,0
246.0223405013616,0.6256447028448521,0
246.03074637938067,4.065011038020131,1
246.08648833757584,14.416792227493048,1
246.10699971877625,14.416792227493048,0
246.11702277872755,7.3801490969159715,1
246.21835573997515,5.5513746497732095,1
246.2333196869252,5.405951629219104,0
246.23139942716784,-2.5038297766230784,1
246.2274737191914,-6.762942841306739,0
243.47562457812992,-0.7452288576979242,0
243.45194484822804,-5.600105261462119,1
243.44254453094032,-0.9379299938098312,0
243.4193215270121,3.306361955186631,0
243.4223516561689,10.72061193101186,0
243.41068678503564,-2.762020923949265,0
243.40829314679337,5.9699577150342416,1
243.40391262419402,1.5142577916579825,0
243.35169122077892,-6.499480834976198,1
243.3612556220941,6.856219078603374,0
243.3712317520857,6.856219078603374,1
243.38719265139287,10.721733542434123,0
243.41503967685944,14.178119011846904,0
243.4226666918136,-0.03684619839033587,1
243.4436001301281,11.691889745498088,0
243.45464230130239,3.2774596066687,1
243.47824336277438,13.264134705584324,0
243.48731337043762,1.7548280784019423,0
243.4738747829836,13.165260463896034,0
243.4928000608603,13.165260463896034,0
243.5033799701416,8.797373830786142,0
243.50386102766103,-0.6103819943709112,0
243.5082447888069,4.04546886116195,1
243.5130702431192,4.04546886116195,0
243.52154726678987,4.04546886116195,1
243.53038622929424,9.105602555029165,1
243.54280013444543,13.440854767851606,0
243.55141925652737,7.7325750963479996,0
243.55970037382176,7.7325750963479996,1
243.56765674141843,7.7325750963479996,0
243.57468748923145,7.7325750963479996,0
243.5744529259767,0.05464813789346579,0
243.580026773318,0.05464813789346579,1
243.4807546650657,4.479630263448527,1
243.48089577871468,4.479630263448527,0
243.4136662072789,14.870054547444001,1
243.46363079689957,21.847498941927253,0
243.52131994420768,24.066345659842824,0
243.56314125002723,17.700497658232212,1
243.72565081729766,20.89329138579868,1
243.76031268948935,14.265025644511836,0
243.7936152725756,14.265025644511836,0
243.82169030338383,11.702619164645784,0
243.47943632327932,1.825131487120018,0
243.4577724455459,2.909462573438901,1
243.45673407018205,-0.23818501028578964,1
243.46750112130297,8.252658882880041,1
243.49598663110697,16.40549302351181,0
243.51489831947208,11.147687979269406,1
243.58457806898528,17.631652586163014,1
243.76641211403037,19.886834504894253,0
243.8031571362052,17.170004990813286,0
243.82939082912742,11.31837219125427,0
243.85398214441014,11.31837219125427,0
243.87736915796813,7.925117668432094,1
243.8895414750127,0.6165694654325762,1
243.913461844291,7.332991651174751,1
243.9228578186069,7.332991651174751,1
243.93519328660145,10.673170498435098,0
243.95342100085227,13.73089952875192,0
243.96124994942073,5.357636294818363,1
243.96570385355844,5.357636294818363,0
243.9666751315292,0.5021345378634976,0
243.7866210868114,-1.2465530181078464,1
243.79681520218614,9.36253235347283,0
243.8000081230579,3.7889043781124334,0
243.8051565838701,8.74183825941924,0
243.81255756573015,8.74183825941924,1
243.82358988163492,13.303380404559007,0
243.82904077833697,7.3500977142805075,0
243.32024394552025,-5.6544587383857134,0
243.32228789451136,5.39683666694232,0
243.32228789451136,5.39683666694232,1
243.36140400928653,11.949982401766976,0
243.3716142565921,11.949982401766976,0
243.3768889280473,8.08071200286345,1
243.38257035500945,8.08071200286345,1
243.4034753190044,16.973085572976288,0
243.4409310230653,15.957350925430362,1
243.4659233235105,18.526293204782466,1
243.49961948710109,22.92664811164725,1
243.73536917847224,19.36181058648505,1
243.8156778387047,19.36181058648505,0
243.83835249684574,9.53922653204694,1
243.85560277871136,6.013170717632249,1
243.91716470418132,9.22750320370183,0
243.93916744850443,9.22750320370183,1
