cci20_current,wpr14_current,class
-5.2461893588155135,-22.222222222220818,1
99.64844030261105,-23.529411764705984,1
110.09598665324188,-5.8823529411760775,0
118.13748784129135,-12.499999999999332,1
102.77251972195542,-21.428571428572152,1
101.60461917177555,-7.142857142856707,0
100.3399432682205,-14.285714285713414,0
89.68626710730992,-15.384615384614374,0
68.27101198753904,-23.07692307692375,0
32.394986720875075,-46.15384615384532,1
17.376334972152776,-46.15384615384532,1
56.60882274233385,-0.0,1
46.12032989732397,-33.33333333333176,0
-21.389936685779873,-62.49999999999911,1
-22.542948732960976,-74.99999999999824,1
-20.4578161690408,-62.49999999999911,1
-5.570503072135273,-37.500000000000895,1
22.473355404484664,-24.99999999999823,1
35.34707220893523,-12.499999999999115,0
21.45386919838161,-37.500000000000895,1
12.885520981862042,-24.99999999999823,0
17.67550166287405,-24.99999999999823,1
4.125630396320813,-37.500000000000895,0
-2.0737227803129046,-66.66666666666825,0
-25.677066905842857,-55.55555555555521,1
-2.338440862321084,-44.4444444444448,0
10.547870455276616,-28.571428571430317,1
12.258992914290946,-14.285714285717187,1
-14.242332073244302,-57.14285714285656,0
0.9703462195385196,-33.333333333334906,1
10.238648264406,-50.0,1
19.323507012039247,-16.666666666669823,1
22.83960877370644,-16.666666666669823,0
109.76007684580786,-59.375000000000135,1
129.27469851050364,-53.125000000000036,0
116.8335175603984,-56.24999999999986,0
41.128358894923416,-40.909090909091375,0
5.13969696346237,-54.54545454545431,1
-40.87334261773007,-30.769230769231612,1
-17.44594112402482,-15.384615384614714,1
33.85398713794782,-29.41176470588255,0
-20.739605309821133,-93.33333333333373,0
-9.215831673515432,-73.33333333333294,0
25.89207121538188,-23.80952380952355,0
4.899010655049458,-38.095238095238216,0
10.991475998205106,-33.33333333333378,1
36.012724055309526,-14.285714285714672,1
26.147137271377325,-14.285714285714672,0
27.29378253288497,-23.80952380952355,1
29.7656349240886,-50.0,1
14.143147764342453,-50.0,0
2.0851578464506475,-66.66666666666825,1
-7.261784423761567,-81.81818181818275,0
4.780772878864045,-19.999999999998863,0
6.085607295325249,-74.99999999999824,1
7.188800424040278,-62.49999999999911,0
2.1009215482277104,-50.00000000000001,0
13.61464718202567,-25.000000000001783,0
0.20043701683465748,-62.49999999999911,0
7.924009113693473,-37.500000000000895,1
7.531457996277207,-50.00000000000001,0
-10.411599856539748,-50.0,1
10.140571851998343,-20.0000000000017,0
8.22626594311218,-20.0000000000017,1
9.765658378716743,-10.000000000002274,0
14.775753384074203,-0.0,0
2.1417909680533183,-30.000000000001133,1
9.911069303424178,-0.0,0
9.208627722924962,-20.0000000000017,1
18.145792771847308,-15.384615384614714,0
5.850694705330643,-38.461538461538964,0
9.652149004273683,-27.272727272725863,0
20.26930105213196,-27.272727272725863,0
13.115409356906445,-36.36363636363706,0
0.833927506682864,-54.54545454545431,0
0.939608246004676,-45.45454545454569,1
3.1367038261502755,-45.45454545454569,0
3.4611657206133217,-45.45454545454569,1
5.674975250800742,-36.36363636363706,1
11.796352820485128,-27.272727272725863,0
10.130429276936669,-40.000000000000576,0
11.943945899210016,-40.000000000000576,1
9.425589734790103,-57.14285714285889,0
12.83912261043683,-57.14285714285889,0
7.65208519321725,-71.42857142857258,0
-3.198362438428628,-66.66666666666825,1
3.243530777866139,-28.57142857142741,1
3.8957750319798015,-16.66666666666588,0
53.23339883118257,-30.43478260869539,1
81.26922607053814,-30.000000000000192,0
74.21045323853883,-23.333333333333908,0
63.40041732585371,-33.333333333333336,1
72.71933333719154,-19.999999999999808,1
53.48038510436458,-30.000000000000192,0
47.84670512663989,-30.000000000000192,0
33.988418858753775,-33.333333333333336,0
-0.8910111586722304,-16.666666666667194,0
12.392035230359134,-23.07692307692375,1
13.509100802101527,-44.4444444444448,1
25.668331938763128,-14.285714285717187,1
47.22420794620932,-9.09090909090862,0
42.381220758079394,-27.272727272725863,1
48.90305073382071,-7.692307692307187,1
57.30386052527028,-21.052631578947604,0
40.55640701603382,-26.31578947368413,0
30.855470731062226,-36.84210526315718,0
23.595819521913274,-41.1764705882349,0
16.19296836541758,-50.00000000000089,1
4.502136624000659,-71.42857142857113,1
7.772618861589832,-61.53846153846187,1
2.7048614745744044,-61.53846153846187,1
10.71052978113523,-69.99999999999885,0
9.698608741341415,-59.999999999999424,0
0.6776176913504856,-80.00000000000115,1
-8.931676518642751,-75.00000000000179,0
-9.510773940587145,-87.50000000000091,0
-9.49549615052686,-41.66666666666706,1
4.75144124788355,-24.999999999998817,0
10.296391239332738,-19.999999999998863,0
11.884766391672391,-9.999999999999432,0
13.592463685693614,-9.999999999999432,1
21.434841484245624,-9.09090909090862,0
19.8635981471046,-18.18181818181724,0
11.257494564432543,-39.999999999999616,0
27.25157464553147,-27.272727272725863,0
27.25157464553147,-27.272727272725863,1
41.91020903772641,-21.428571428572152,0
34.01671443472049,-21.428571428572152,0
17.0666316563346,-28.57142857142886,1
19.222055811979352,-28.57142857142886,1
29.773144487819053,-7.142857142856707,0
29.379781247449113,-27.272727272725863,1
35.21259547724794,-18.18181818181724,1
40.734461919147456,-0.0,1
53.98320106426594,-50.00000000000055,1
38.219495655535404,-50.00000000000055,0
21.17743824044208,-61.538461538461455,1
7.177210102232031,-70.83333333333387,1
20.735353093439898,-68.18181818181765,0
11.970500309451449,-68.18181818181765,1
