ema20_previous,ema200_current,class
242.80494008222905,243.17811443537647,1
242.9735719306936,243.1933459797288,1
243.02817124666146,243.2010954335464,0
243.10911759592483,243.209079250263,1
243.18830584822425,243.21583286519532,1
243.24745301310742,243.2251322735149,0
243.32299027329418,243.2328769176945,0
243.3803219293884,243.24054450073783,0
243.43368119754837,243.24714076454683,0
243.47541036069975,243.25021911142517,1
243.4831061194764,243.2534225639321,1
243.4959031496912,243.26808485911803,1
243.5896667964339,243.28197290890552,0
243.62481730125285,243.29364627052482,1
243.62870159974887,243.30128581252617,1
243.582892164194,243.307490484158,1
243.57499767236592,243.31357635472497,1
243.58541488616103,243.32044095829545,1
243.60585156366957,243.32760933844415,0
243.6368412400411,243.3325606057296,1
243.63988082045898,243.33861336749587,0
243.65513026612962,243.34476163872287,1
243.668927383641,243.34969797230028,0
243.61136159673583,243.36802615136082,0
243.5360683833497,243.36950207796414,1
243.53263329922112,243.37304147719482,0
243.5390491754857,243.37685713041512,1
243.5724850856665,243.3905189710545,1
243.496092165583,243.40151501920658,0
243.4824772213984,243.40442440981647,1
243.49515763676848,243.40646556233645,1
243.49561881421917,243.41063219057838,1
243.51805922863358,243.4152245676712,0
244.81806398135518,243.63323011555946,1
244.865743807797,243.6555426029863,0
244.9529290156389,243.6756430258617,0
245.1783164513054,243.78647319094304,0
245.25567103400329,243.80231183892272,1
245.29822466314442,243.83102294148858,1
245.30821094057927,243.8491264286509,1
245.34270306406464,243.91028934954895,0
246.39915846957436,245.18199677075197,0
246.28039620981326,245.236674674194,0
245.88114214902456,245.3294006245415,0
245.91805783334868,245.34136827730995,0
245.89144822143643,245.375140199488,1
245.98850985045692,245.4212968492035,1
246.04466204697792,245.43794817983886,0
246.09546641525884,245.4521323039492,1
246.30929454768696,245.5210302663626,1
246.33322832528802,245.54581640464676,0
246.3559530000833,245.55606335685874,1
246.35597803129951,245.56521332447159,0
243.2851107520689,244.834333234004,0
243.35144098069063,244.77997663331814,1
243.3510051490398,244.76235212388653,0
243.39164023291127,244.7143552881337,0
243.41386236904182,244.70208189744443,0
243.47282361897427,244.67238046061885,0
243.46588803621484,244.6596854409755,1
243.4801483739834,244.6461217150597,0
243.42995816325836,244.55441364795558,1
243.43941772418876,244.53071026543304,0
243.4576868138441,244.51864621974252,1
243.46826491104267,244.5076972391832,0
243.4962859986712,244.49754075668758,0
243.53264999060036,244.4845002590923,1
243.53102823747517,244.4755090079956,0
243.561107905178,244.46430570044043,1
243.56778745378688,244.4571333588858,0
243.6053778230587,244.44658010144832,0
243.43341967851242,244.33517016923562,0
243.47725870881715,244.3276647896797,0
243.51543482358952,244.31939480158763,0
243.53450022922726,244.30874984434516,0
243.52972672332132,244.2998287757349,1
243.53641941633828,244.29115220992267,0
243.5436316920596,244.2735915629912,1
243.55048787212868,244.2653924091177,1
243.56323935261327,244.25795839184812,0
243.5887635252758,244.24960332002442,0
243.5963819356714,244.2416428551354,1
243.60773809253936,244.2336058629061,0
243.61950048044707,244.22533736885697,0
243.63014264093502,244.21600038755852,0
243.63466389959882,244.19729119488719,1
243.3919082094387,244.02673608962624,1
243.3992271261044,244.01838021558385,0
243.30149203616463,243.9138514134928,1
243.3799187624617,243.9176591704376,0
243.50593417329483,243.92357482495086,0
243.64494681463356,243.92613507071147,1
243.9569343878308,243.94607357889316,1
244.05805512794174,243.94971645322295,0
244.11651058343682,243.95254440031627,0
244.16791108290508,243.95403771186488,0
243.3085189720704,243.76171689983872,0
243.2692667032982,243.7060902707865,1
243.30165569150776,243.698528254014,1
243.3139973557042,243.69464949960042,1
243.35671059146011,243.69556811899145,0
243.4423777568309,243.6946432840854,1
243.61828912021068,243.6984073436652,1
243.98626163883515,243.7259243286216,0
244.06405391858522,243.7312905349166,0
244.12193806068558,243.7346132963731,0
244.15079849893291,243.737591523634,0
244.179885863592,243.73923362002532,1
244.19370365394352,243.73855785550563,1
244.20042475824815,243.74056688508657,1
244.21079869360514,243.7415564321067,1
244.22316017469691,243.74399836560193,0
244.24238041160982,243.74694381828903,0
244.27226949887117,243.7474027053993,1
244.27282553840038,243.74785702646872,0
244.26737754262746,243.74777900989318,0
243.6010388386833,243.6785659452428,1
243.60751389556057,243.67710871712399,0
243.6309064056638,243.6769298924438,0
243.64105947834895,243.67774787198908,0
243.6597694012546,243.67886918432689,1
243.67520965695155,243.6811301001497,0
243.7031665309972,243.6817505506377,0
243.07158298150074,243.54160063129586,0
243.110795002005,243.5414856496717,0
243.110795002005,243.5414856496717,1
243.2985766221217,243.5500049294603,0
243.35168511790573,243.55243183340087,0
243.3982478919212,243.55383956416782,1
243.4323400762957,243.55554475955554,1
243.45723430681159,243.56084100623642,0
243.54907212003056,243.5690480145738,1
243.5914204416193,243.57427050970742,1
243.6481860179817,243.58158682541253,1
244.11850550148483,243.64007765481801,1
244.2441792258726,243.6628061645771,0
244.3003834654829,243.6707037612065,1
244.3122491032734,243.67737201396287,1
244.36961512845642,243.69757533526607,0
244.38292331426982,243.70627773081958,1
