sma50_current,cci20_current,class
243.18,-5.2461893588155135,1
243.182,99.64844030261105,1
243.19,110.09598665324188,0
243.2,118.13748784129135,1
243.21,102.77251972195542,1
243.226,101.60461917177555,0
243.23999999999995,100.3399432682205,0
243.25399999999996,89.68626710730992,0
243.264,68.27101198753904,0
243.264,32.394986720875075,1
243.264,17.376334972152776,1
243.278,56.60882274233385,1
243.28,46.12032989732397,0
243.276,-21.389936685779873,1
243.268,-22.542948732960976,1
243.266,-20.4578161690408,1
243.272,-5.570503072135273,1
243.28400000000002,22.473355404484664,1
243.29999999999995,35.34707220893523,0
243.308,21.45386919838161,1
243.318,12.885520981862042,0
243.32799999999997,17.67550166287405,1
243.342,4.125630396320813,0
243.4,-2.0737227803129046,0
243.422,-25.677066905842857,1
243.442,-2.338440862321084,0
243.46599999999998,10.547870455276616,1
243.52000000000004,12.258992914290946,1
243.596,-14.242332073244302,0
243.596,0.9703462195385196,1
243.59600000000003,10.238648264406,1
243.594,19.323507012039247,1
243.592,22.83960877370644,0
243.864,109.76007684580786,1
243.898,129.27469851050364,0
243.926,116.8335175603984,0
244.12800000000004,41.128358894923416,0
244.164,5.13969696346237,1
244.22800000000004,-40.87334261773007,1
244.272,-17.44594112402482,1
244.4,33.85398713794782,0
245.924,-20.739605309821133,0
245.93,-9.215831673515432,0
245.98999999999995,25.89207121538188,0
246.002,4.899010655049458,0
246.05000000000004,10.991475998205106,1
246.108,36.012724055309526,1
246.122,26.147137271377325,0
246.13,27.29378253288497,1
246.198,29.7656349240886,1
246.214,14.143147764342453,0
246.212,2.0851578464506475,1
246.21599999999998,-7.261784423761567,0
243.768,4.780772878864045,0
243.694,6.085607295325249,1
243.67,7.188800424040278,0
243.582,2.1009215482277104,0
243.55599999999998,13.61464718202567,0
243.498,0.20043701683465748,0
243.466,7.924009113693473,1
243.44000000000003,7.531457996277207,0
243.288,-10.411599856539748,1
243.25600000000003,10.140571851998343,0
243.25800000000004,8.22626594311218,1
243.26800000000003,9.765658378716743,0
243.306,14.775753384074203,0
243.32,2.1417909680533183,1
243.34,9.911069303424178,0
243.356,9.208627722924962,1
243.376,18.145792771847308,0
243.39,5.850694705330643,0
243.456,9.652149004273683,0
243.47599999999997,20.26930105213196,0
243.484,13.115409356906445,0
243.486,0.833927506682864,0
243.488,0.939608246004676,1
243.492,3.1367038261502755,0
243.498,3.4611657206133217,1
243.504,5.674975250800742,1
243.51,11.796352820485128,0
243.518,10.130429276936669,0
243.52599999999998,11.943945899210016,1
243.534,9.425589734790103,0
243.54000000000005,12.83912261043683,0
243.53600000000003,7.65208519321725,0
243.548,-3.198362438428628,1
243.524,3.243530777866139,1
243.522,3.8957750319798015,0
243.45,53.23339883118257,1
243.474,81.26922607053814,0
243.504,74.21045323853883,0
243.528,63.40041732585371,1
243.616,72.71933333719154,1
243.63,53.48038510436458,0
243.644,47.84670512663989,0
243.658,33.988418858753775,0
243.50600000000003,-0.8910111586722304,0
243.51799999999997,12.392035230359134,1
243.522,13.509100802101527,1
243.52599999999998,25.668331938763128,1
243.53800000000004,47.22420794620932,0
243.548,42.381220758079394,1
243.582,48.90305073382071,1
243.69,57.30386052527028,0
243.71599999999998,40.55640701603382,0
243.73799999999997,30.855470731062226,0
243.75799999999995,23.595819521913274,0
243.79,16.19296836541758,1
243.814,4.502136624000659,1
243.814,7.772618861589832,1
243.808,2.7048614745744044,1
243.8,10.71052978113523,0
243.79999999999995,9.698608741341415,0
243.794,0.6776176913504856,1
243.778,-8.931676518642751,0
243.76400000000004,-9.510773940587145,0
243.78600000000003,-9.49549615052686,1
243.81600000000003,4.75144124788355,0
243.82599999999996,10.296391239332738,0
243.83,11.884766391672391,0
243.842,13.592463685693614,1
243.854,21.434841484245624,0
243.862,19.8635981471046,0
243.51000000000005,11.257494564432543,0
243.484,27.25157464553147,0
243.484,27.25157464553147,1
243.43600000000004,41.91020903772641,0
243.426,34.01671443472049,0
243.414,17.0666316563346,1
243.404,19.222055811979352,1
243.406,29.773144487819053,0
243.41599999999997,29.379781247449113,1
243.426,35.21259547724794,1
243.44200000000004,40.734461919147456,1
243.56600000000003,53.98320106426594,1
243.612,38.219495655535404,0
243.624,21.17743824044208,1
243.634,7.177210102232031,1
243.662,20.735353093439898,0
243.672,11.970500309451449,1
