ema10_current,stoch_rsi_14_current,class
242.7479209911617,100.0,1
243.19277496110772,95.6193041181328,1
243.33424129512343,100.0,0
243.44716267918275,100.0,1
243.52137108432208,91.26723929384715,1
243.62409828516158,100.0,0
243.6871421966221,91.04485588976624,0
243.7330759820916,91.04485588976624,0
243.74682875538662,80.65900828262838,0
243.68094518336272,47.10473139803856,1
243.62421664429863,18.114273800187064,1
243.6797099783551,87.27427147493471,1
243.70511265958461,50.63369496578653,0
243.5862533612204,16.25870698135886,1
243.5521236878136,0.0,1
243.5200166835776,19.99722085346585,1
243.5442695279754,52.247124095496886,1
243.5935897757516,65.41630055570515,1
243.65212452393232,77.31529121644724,0
243.66365295426186,42.492268864146226,1
243.69973851948325,73.85038129375035,0
243.72643927452896,73.85038129375035,1
243.72445593202275,48.20598456844496,0
243.5840360620896,34.68016337260493,0
243.45028644571119,59.07453707633842,1
243.47468329362832,81.57748574983876,0
243.4946443510149,81.57748574983876,1
243.5875123366237,100.0,1
243.45672908434034,21.344353790494093,0
243.48277834173297,85.16067082974463,1
243.48026195569247,47.872566859533364,1
243.52021432738465,100.0,1
243.5585502281311,100.0,0
245.50810452669404,51.17347630761281,1
245.5659307410485,60.38213367781202,0
245.55711287366313,53.64109123823603,0
245.22668104841838,56.73892330768643,0
245.24565936352226,28.074346063089763,1
245.2036240059114,27.14521603864653,1
245.25344772369567,55.02432458915143,1
245.45208632206402,49.9573019241618,0
246.32841625520317,0.0,0
246.21236019291774,40.685717256242974,0
245.83872175958703,96.13692187877035,0
245.86239747939118,83.65620794864253,0
245.92871817021057,88.33454660443716,1
246.2231095049664,100.0,1
246.29604361787418,100.0,0
246.29393916176159,90.65426261383531,1
246.5462437742421,45.71769207521586,1
246.49611484768258,45.14023347990386,0
246.4338043895158,0.0,1
246.36181748906208,0.0,0
243.37641283585307,92.20395515751265,0
243.40324521285584,2.7141294901922466,1
243.3998313758376,25.70314745084002,0
243.4354882885344,46.63159785095691,0
243.4948765202517,83.19099685973963,0
243.50019558876545,16.708620916030778,0
243.512694248719,59.765692398602866,1
243.51603380013188,37.79479690772285,0
243.36358347007842,28.476996527708703,1
243.4473852914805,83.94939056617491,0
243.4751334203021,83.94939056617491,1
243.52166584960904,100.0,0
243.57509585708831,100.0,0
243.5614420648904,48.37268506164109,1
243.6217590248139,90.97026693738823,0
243.6262742334359,60.409908302721284,1
243.69580914285018,96.68050150455852,0
243.6868606936474,54.879864698513906,0
243.4252531685399,99.72813516405235,0
243.49903655271262,99.72813516405235,0
243.54122295794483,87.71818431464987,0
243.53372787468217,61.85059786979043,0
243.55424874696445,74.8558425022343,1
243.57386234987632,74.8558425022343,0
243.6058634087236,74.8558425022343,1
243.63145054754384,88.80712605132376,1
243.67339109580487,100.0,0
243.67540528006856,84.38039864214826,0
243.6770532490116,64.67527056395471,1
243.6812253855549,64.67527056395471,0
243.69028654845218,59.37525096117794,0
243.67387081236998,4.7328939332397075,0
243.6494507091071,4.7328939332397075,1
243.37911578236424,100.0,1
243.4067423276598,100.0,0
243.45403016580346,88.98375557720291,1
243.68373967573535,97.33353953636237,0
243.90804745658886,99.9887940515733,0
244.03420275169705,92.37089664886213,1
244.48232238160404,95.14327495117088,1
244.5391886620677,87.29779602613846,0
244.58006802217602,87.29779602613846,0
244.54732838178035,84.26482981448916,0
243.27546065841813,91.96335811126708,0
243.39236570386976,84.7822423933027,1
243.3965775560289,45.24559670624518,1
243.46021666806632,100.0,1
243.59348370013961,100.0,0
243.66615672638144,73.35173393948969,1
243.90245075355125,100.0,1
244.3934105803183,83.20548203416988,0
244.435380861344,73.46664913090882,0
244.41641375591598,46.5799301717969,0
244.40654281174577,46.57993017179693,0
244.3831085648328,12.782206237349241,1
244.31062866381862,0.0,1
244.2660992276292,28.03718340851975,1
244.23713839633845,28.03718340851975,1
244.24009638387054,41.98050090227376,0
244.2635221719869,54.74475354537569,0
244.24350129121933,19.791215705546048,1
244.23276816722571,24.603018275446768,0
244.20298090382286,0.0,0
243.44774812135643,89.5093114708942,1
243.58341676266312,100.0,0
243.63409072635716,91.67590488561798,0
243.69655685860582,99.07300654103969,0
243.750489310581,99.07300654103969,1
243.8156214786961,100.0,0
243.850729616245,91.60310406029741,0
243.0978024922157,89.38507814669218,0
243.2223334674884,90.51016299775259,0
243.2223334674884,90.51016299775259,1
243.54469389076928,85.75895175068598,0
243.59834555003025,84.34089184237841,0
243.60711775406742,75.26046225985358,1
243.61711881023328,75.26046225985358,1
243.6911421403653,96.12914387171419,0
243.76636016075832,89.02189991712179,1
243.8257829214331,99.60371264094181,1
243.90794138184967,100.0,1
244.52553845914827,42.05776173905254,1
244.59302423718844,42.05776173905254,0
244.55386609474056,5.437578273662547,1
244.49799819973958,0.0,1
244.53205045954988,11.125949367706623,0
244.50521748676903,11.12594936770667,1
