ema50_current,sma200_previous,class
243.04244851562999,243.0835,1
243.09723482203853,243.101,1
243.12724866225426,243.1065,0
243.156699094496,243.112,1
243.1810730391989,243.1185,1
243.2141750962919,243.1245,0
243.2414438595034,243.1325,0
243.26764325945183,243.139,0
243.28766645258773,243.1455,0
243.2920716897411,243.152,1
243.29630417249646,243.157,1
243.3358460758752,243.17,1
243.36835825758973,243.1845,0
243.3818952129344,243.2035,1
243.3884166211081,243.215,1
243.39263933389682,243.22550000000004,1
243.40653350945578,243.231,1
243.42564520011646,243.238,1
243.44915619207558,243.2445,0
243.46144762562298,243.249,1
243.477792216164,243.253,0
243.49349584237004,243.2575,1
243.50588928220586,243.2625,0
243.53107009325439,243.2855,0
243.51574372563167,243.2935,1
243.52518394693396,243.297,0
243.53548117421505,243.301,1
243.56641740178765,243.3175,1
243.5552229905087,243.3445,0
243.55697895166531,243.3475,1
243.55474448297244,243.3505,1
243.5598271723899,243.354,1
243.5647105406536,243.358,0
244.18102591608482,243.5165,1
244.24318168121968,243.5275,0
244.29321601201,243.5395,0
244.55473397200885,243.5915,0
244.59500498737748,243.5955,1
244.65700775575604,243.5995,1
244.69964402460653,243.6045,1
244.8391419196336,243.6315,0
246.10498976297816,244.579,0
246.1106962145661,244.6355,0
246.0194204556496,244.771,0
246.0223405013616,244.78800000000004,0
246.03074637938067,244.8385,1
246.08648833757584,244.89,1
246.10699971877625,244.909,0
246.11702277872755,244.928,1
246.21835573997515,245.0005,1
246.2333196869252,245.0285,0
246.23139942716784,245.0415,1
246.2274737191914,245.0535,0
243.47562457812992,245.218,0
243.45194484822804,245.1855,1
243.44254453094032,245.17050000000003,0
243.4193215270121,245.13500000000005,0
243.4223516561689,245.1265,0
243.41068678503564,245.11,0
243.40829314679337,245.10050000000004,1
243.40391262419402,245.094,0
243.35169122077892,245.0415,1
243.3612556220941,245.024,0
243.3712317520857,245.016,1
243.38719265139287,245.007,0
243.41503967685944,244.998,0
243.4226666918136,244.98800000000003,1
243.4436001301281,244.978,0
243.45464230130239,244.971,1
243.47824336277438,244.963,0
243.48731337043762,244.958,0
243.4738747829836,244.8935,0
243.4928000608603,244.8865,0
243.5033799701416,244.8795,0
243.50386102766103,244.873,0
243.5082447888069,244.865,1
243.5130702431192,244.859,0
243.52154726678987,244.8475,1
243.53038622929424,244.841,1
243.54280013444543,244.833,0
243.55141925652737,244.824,0
243.55970037382176,244.815,1
243.56765674141843,244.807,0
243.57468748923145,244.7985,0
243.5744529259767,244.789,0
243.580026773318,244.7695,1
243.4807546650657,244.5765,1
243.48089577871468,244.566,0
243.4136662072789,244.455,1
243.46363079689957,244.4475,0
243.52131994420768,244.44100000000003,0
243.56314125002723,244.435,1
243.72565081729766,244.4175,1
243.76031268948935,244.412,0
243.7936152725756,244.406,0
243.82169030338383,244.3975,0
243.47943632327932,244.1475,0
243.4577724455459,244.0465,1
243.45673407018205,244.033,1
243.46750112130297,244.0185,1
243.49598663110697,244.00600000000003,0
243.51489831947208,243.996,1
243.58457806898528,243.9705,1
243.76641211403037,243.949,0
243.8031571362052,243.9405,0
243.82939082912742,243.933,0
243.85398214441014,243.92550000000003,0
243.87736915796813,243.917,1
243.8895414750127,243.9075,1
243.913461844291,243.88550000000004,1
243.9228578186069,243.874,1
243.93519328660145,243.8625,0
243.95342100085227,243.8525,0
243.96124994942073,243.841,1
243.96570385355844,243.82800000000003,0
243.9666751315292,243.815,0
243.7866210868114,243.68,1
243.79681520218614,243.6665,0
243.8000081230579,243.661,0
243.8051565838701,243.6565,0
243.81255756573015,243.652,1
243.82358988163492,243.6485,0
243.82904077833697,243.6455,0
243.32024394552025,243.5275,0
243.32228789451136,243.5315,0
243.32228789451136,243.5315,1
243.36140400928653,243.541,0
243.3716142565921,243.5445,0
243.3768889280473,243.5475,1
243.38257035500945,243.5505,1
243.4034753190044,243.5545,0
243.4409310230653,243.5655,1
243.4659233235105,243.5685,1
243.49961948710109,243.5715,1
243.73536917847224,243.5975,1
243.8156778387047,243.609,0
243.83835249684574,243.61550000000003,1
243.85560277871136,243.6205,1
243.91716470418132,243.6315,0
243.93916744850443,243.6345,1
