sma100_current,cci20_previous,class
243.29500000000004,-21.93861004597612,1
243.296,98.46214934662865,1
243.302,99.44153633195806,0
243.308,109.86786369240049,1
243.312,117.85839417655228,1
243.31600000000003,102.54540268262848,0
243.318,101.5148840559035,0
243.32100000000003,100.2514032848662,0
243.323,89.62036625169803,0
243.32000000000005,68.31116765052944,1
243.31700000000004,32.404516569699936,1
243.31800000000004,17.310135879888527,1
243.321,48.915501406250044,0
243.318,-16.972449761541213,1
243.321,-11.852478199791927,1
243.324,-30.68672425356317,1
243.32800000000003,-20.425177931153435,1
243.33300000000003,-5.560417832040456,1
243.341,22.40958172723565,0
243.34600000000003,35.295075132829474,1
243.34900000000002,21.399168773441684,0
243.353,12.854910300272394,1
243.357,17.648530028721336,0
243.366,-22.11970965669456,0
243.372,-44.81815314474896,1
243.375,-25.72284948559573,0
243.377,-2.3439712122770304,1
243.378,8.251245230768731,1
243.38600000000002,-21.24280038042813,0
243.38800000000003,-14.312606738079404,1
243.389,0.9751093585219838,1
243.392,10.273256892477988,1
243.396,19.401388098101425,0
243.568,151.9226115840708,1
243.59099999999995,108.8270309077913,0
243.61299999999997,128.3364314514768,0
243.75,27.99312385517817,0
243.76999999999995,40.903421667583906,1
243.81399999999996,-32.190404548676966,1
243.838,-40.56706791491077,1
243.921,51.90944694485402,0
245.595,-8.995491459682867,0
245.641,-16.855271087085068,0
245.68400000000003,7.21770126800119,0
245.689,25.74828855910637,0
245.715,1.570210856888903,1
245.768,24.008482703539052,1
245.786,35.7745350951466,0
245.801,25.988900499439648,1
245.87,49.044444732569396,1
245.893,9.0097089461724,0
245.90500000000003,14.074815463533866,1
245.915,2.074795549648184,0
244.886,1.6931903945987798,0
244.799,12.67003486075333,1
244.766,6.090511470373088,0
244.67400000000006,6.002632994934852,0
244.6490000000001,2.1022616972241503,0
244.59900000000005,10.32250636708142,0
244.57500000000005,0.20060782566124225,1
244.548,7.9331357560764895,0
244.396,-10.512683350294218,1
244.365,1.0140571852020823,0
244.344,10.155883880388977,1
244.317,8.239774257040409,0
244.292,9.782567757734258,0
244.267,14.788556684189846,1
244.247,2.145695416204102,0
244.223,9.924854323598376,1
244.201,9.226674290765313,0
244.176,18.167946716552493,0
243.892,-1.5567982264922733,0
243.866,9.666897424865118,0
243.84099999999998,20.297657338070763,0
243.815,13.134358230237774,0
243.791,0.8352073297805495,1
243.769,0.9410111478481138,0
243.743,1.5732571457343036,1
243.72599999999997,3.4680404310444994,1
243.711,5.687527252733164,0
243.69400000000002,11.818834156428812,0
243.681,10.147069082510924,1
243.667,11.967321798105953,0
243.654,9.443652168006508,0
243.643,12.859754283041301,0
243.62099999999995,0.2132241625619085,1
243.406,-4.000354626029926,1
243.393,3.2464791933174246,0
243.42999999999995,30.059927471407587,1
243.44400000000002,53.19638857036657,0
243.457,81.3145467002538,0
243.47100000000003,74.3504030470735,1
243.525,81.69973293605865,1
243.543,72.76839284692278,0
243.56,53.55319289403757,0
243.571,47.95776900458728,0
243.529,-5.7915725313419575,0
243.51800000000003,11.722195488176482,1
243.51500000000004,12.39264619035711,1
243.51700000000002,13.50377462865776,1
243.52599999999998,25.677465313541607,0
243.53200000000004,47.30146802286857,1
243.552,38.023243575150225,1
243.589,61.333038218453396,0
243.59900000000002,57.36154804477928,0
243.604,40.61701965325139,0
243.611,30.899287469173284,0
243.614,23.614745532899367,1
243.618,16.207691846396994,1
243.63200000000003,8.223205462261372,1
243.641,7.776476739407178,1
243.65200000000004,2.7058180499685762,0
243.664,10.713579423575938,0
243.67500000000004,9.712520242697996,1
243.683,0.6783551786306558,0
243.69,-8.94465644412215,0
243.66600000000003,-20.00836688860914,1
243.66800000000003,-3.3938866056316583,0
243.67000000000004,4.7521805719972035,0
243.67300000000003,10.300130872784028,0
243.676,11.893405724981433,1
243.68,13.609423164598494,0
243.68400000000003,21.45268599887544,0
243.65,12.383244020872727,0
243.647,22.634572329555308,0
243.647,22.634572329555308,1
243.618,49.93076117163393,0
243.61000000000004,41.92757825674757,0
243.59600000000003,34.02023926196701,1
243.584,17.073708397702525,1
243.578,19.24499833813184,0
243.56600000000003,36.18590817735621,1
243.569,29.4195555761516,1
243.576,35.2728580864134,1
243.646,93.41935005226318,1
243.687,38.33324415451012,0
243.705,38.25601746660492,1
243.718,21.18985839706248,1
243.74400000000009,26.090087134056763,0
243.7510000000001,20.7488672030532,1
