ema20_current,rsi14_current,class
242.80804232857471,-3.07777613282434,1
243.02817124666146,18.323516316432414,1
243.10911759592483,24.76988694583753,0
243.18830584822425,24.76988694583753,1
243.24745301310742,20.836230548135052,1
243.32299027329418,25.061974356347164,0
243.3803219293884,21.160900258450692,0
243.43368119754837,21.160900258450692,0
243.47541036069975,16.63657763603696,0
243.4831061194764,2.0195353174736543,1
243.48560563947842,2.0195353174736543,1
243.56325338078815,22.12965611870645,1
243.62606399778667,13.686773613094175,0
243.6218565579633,1.3427049995352152,1
243.60543272522187,-3.6859918027169267,1
243.57499767236592,1.4764203268832716,1
243.58541488616103,9.801941802845704,1
243.60585156366957,13.201650031964023,1
243.6368412400411,16.27345156714425,0
243.63988082045898,7.283662721075642,1
243.65513026612962,11.054133230035717,0
243.668927383641,11.054133230035717,1
243.67188668043715,5.935654388105847,0
243.6073040003257,1.76575572470405,0
243.53263329922112,-1.8018360413373105,1
243.5390491754857,3.879108784747871,0
243.54782955549385,3.879108784747871,1
243.5846293632221,9.435306228375024,1
243.4824772213984,-11.488438602341231,0
243.49515763676848,6.330362858200773,1
243.49561881421917,-1.4717048687384278,1
243.51805922863358,11.475843209984506,1
243.53836246072282,11.475843209984506,0
244.865743807797,13.221505730246008,1
244.9529290156389,18.43960836214133,0
245.0112754815163,14.619784268185626,0
245.25567103400329,17.25881243782385,0
245.29113600585944,10.650078584996491,1
245.30821094057927,8.048925420453926,1
245.30505059744948,12.025095026541125,1
245.3517326454736,11.466792555441446,0
246.35668006786668,-8.595708787446156,0
246.28226323745014,4.854947767465474,0
245.91805783334868,9.801070102429053,0
245.91544746069675,0.6256447028448521,0
245.90982252579633,4.065011038020131,1
246.04466204697792,14.416792227493048,1
246.09546641525884,14.416792227493048,0
246.11643357407087,7.3801490969159715,1
246.32685978092744,5.5513746497732095,1
246.3559530000833,5.405951629219104,0
246.35597803129951,-2.5038297766230784,1
246.34647686906655,-6.762942841306739,0
243.3005158945725,-0.7452288576979242,0
243.3510051490398,-5.600105261462119,1
243.360134634689,-0.9379299938098312,0
243.41386236904182,3.306361955186631,0
243.45450350009202,10.72061193101186,0
243.46588803621484,-2.762020923949265,0
243.4801483739834,5.9699577150342416,1
243.4835267748217,1.5142577916579825,0
243.41758119532898,-6.499480834976198,1
243.4576868138441,6.856219078603374,0
243.46826491104267,6.856219078603374,1
243.4962859986712,10.721733542434123,0
243.53264999060036,14.178119011846904,0
243.53102823747517,-0.03684619839033587,1
243.561107905178,11.691889745498088,0
243.56778745378688,3.2774596066687,1
243.6053778230587,13.264134705584324,0
243.60337787964505,1.7548280784019423,0
243.47725870881715,13.165260463896034,0
243.51543482358952,13.165260463896034,0
243.53450022922726,8.797373830786142,0
243.52972672332132,-0.6103819943709112,0
243.53641941633828,4.04546886116195,1
243.54098694023128,4.04546886116195,0
243.55048787212868,4.04546886116195,1
243.56323935261327,9.105602555029165,1
243.5887635252758,13.440854767851606,0
243.5963819356714,7.7325750963479996,0
243.60773809253936,7.7325750963479996,1
243.61950048044707,7.7325750963479996,0
243.63014264093502,7.7325750963479996,0
243.63173522259427,0.05464813789346579,0
243.6373136549837,0.05464813789346579,1
243.3992271261044,4.479630263448527,1
243.4058490030877,4.479630263448527,0
243.3799187624617,14.870054547444001,1
243.50593417329483,21.847498941927253,0
243.64494681463356,24.066345659842824,0
243.73470987928033,17.700497658232212,1
244.05805512794174,20.89329138579868,1
244.11651058343682,14.265025644511836,0
244.16791108290508,14.265025644511836,0
244.20340471739672,11.702619164645784,0
243.30443871360828,1.825131487120018,0
243.30165569150776,2.909462573438901,1
243.3139973557042,-0.23818501028578964,1
243.35671059146011,8.252658882880041,1
243.4423777568309,16.40549302351181,0
243.50976514423428,11.147687979269406,1
243.70404274295217,17.631652586163014,1
244.06405391858522,19.886834504894253,0
244.12193806068558,17.170004990813286,0
244.15079849893291,11.31837219125427,0
244.179885863592,11.31837219125427,0
244.19370365394352,7.925117668432094,1
244.18567007542484,0.6165694654325762,1
244.21079869360514,7.332991651174751,1
244.22316017469691,7.332991651174751,1
244.24238041160982,10.673170498435098,0
244.27226949887117,13.73089952875192,0
244.27282553840038,5.357636294818363,1
244.26737754262746,5.357636294818363,0
244.25441236386013,0.5021345378634976,0
243.60600040182243,-1.2465530181078464,1
243.6309064056638,9.36253235347283,0
243.64105947834895,3.7889043781124334,0
243.6597694012546,8.74183825941924,0
243.67520965695155,8.74183825941924,1
243.7031665309972,13.303380404559007,0
243.71744926629685,7.3500977142805075,0
243.0698260548477,-5.6544587383857134,0
243.1383383351474,5.39683666694232,0
243.1383383351474,5.39683666694232,1
243.35168511790573,11.949982401766976,0
243.3982478919212,11.949982401766976,0
243.4323400762957,8.08071200286345,1
243.45723430681159,8.08071200286345,1
243.51279239616932,16.973085572976288,0
243.5914204416193,15.957350925430362,1
243.6481860179817,18.526293204782466,1
243.71710519823483,22.92664811164725,1
244.18370312764912,19.36181058648505,1
244.3003834654829,19.36181058648505,0
244.3122491032734,9.53922653204694,1
244.3134608707981,6.013170717632249,1
244.38292331426982,9.22750320370183,0
244.39198851423717,9.22750320370183,1
