cci20_current,macd_12_26_current,class
-5.2461893588155135,-0.10579493543761488,1
99.64844030261105,0.12682504136861894,1
110.09598665324188,0.1905253506889153,0
118.13748784129135,0.2345323651046556,1
102.77251972195542,0.2591456587062737,1
101.60461917177555,0.2908785881535607,0
100.3399432682205,0.3080925934912955,0
89.68626710730992,0.3199307683841539,0
68.27101198753904,0.3183861695091537,0
32.394986720875075,0.2775441674219508,1
17.376334972152776,0.2411417992104248,1
56.60882274233385,0.22087050537811592,1
46.12032989732397,0.18179074091452208,0
-21.389936685779873,0.05884000098657794,1
-22.542948732960976,0.0038309321667497898,1
-20.4578161690408,-0.03149576330866921,1
-5.570503072135273,-0.019570723288950376,1
22.473355404484664,-0.0021188470064146263,1
35.34707220893523,0.008904161459867055,0
21.45386919838161,0.010205171747799113,1
12.885520981862042,0.018729063130194845,0
17.67550166287405,0.028469605969064563,1
4.125630396320813,0.034647093511495086,0
-2.0737227803129046,-0.006461932966459472,0
-25.677066905842857,-0.07566565891602295,1
-2.338440862321084,-0.06050809276126756,0
10.547870455276616,-0.05105932405547264,1
12.258992914290946,-0.007833523616511684,1
-14.242332073244302,-0.03882043863879403,0
0.9703462195385196,-0.022322784941934515,1
10.238648264406,-0.02013872107414727,1
19.323507012039247,0.0015673193133807215,1
22.83960877370644,0.016516134571872954,0
109.76007684580786,0.7297572968053885,1
129.27469851050364,0.7196259668604057,0
116.8335175603984,0.6831804288678427,0
41.128358894923416,0.17764630974522788,0
5.13969696346237,0.13550047501192353,1
-40.87334261773007,0.05700402546034411,1
-17.44594112402482,0.03904333561837348,1
33.85398713794782,0.05823667083575401,0
-20.739605309821133,0.02902046610179809,0
-9.215831673515432,-0.047556664614631934,0
25.89207121538188,-0.13178172017259726,0
4.899010655049458,-0.108985576023656,0
10.991475998205106,-0.06542863854653548,1
36.012724055309526,0.09849970845419877,1
26.147137271377325,0.15662089614417596,0
27.29378253288497,0.1805880157879756,1
29.7656349240886,0.23289430089923255,1
14.143147764342453,0.1938630133359993,0
2.0851578464506475,0.160980668429346,1
-7.261784423761567,0.12336692143031767,0
4.780772878864045,0.12625613980199546,0
6.085607295325249,0.09067777347249263,1
7.188800424040278,0.07783405358983941,0
2.1009215482277104,0.06203469308994159,0
13.61464718202567,0.08024242127106618,0
0.20043701683465748,0.06881273874401472,0
7.924009113693473,0.07276303079814284,1
7.531457996277207,0.0605666422619322,0
-10.411599856539748,-0.03411377132721327,1
10.140571851998343,-0.003013091751000729,0
8.22626594311218,0.007005956479360975,1
9.765658378716743,0.029581846751199237,0
14.775753384074203,0.04921625113934169,0
2.1417909680533183,0.03825492998095115,1
9.911069303424178,0.05172719668613013,0
9.208627722924962,0.0484992841704468,1
18.145792771847308,0.0846987068671865,0
5.850694705330643,0.07733058353642264,0
9.652149004273683,-0.037168028456505915,0
20.26930105213196,-0.004310280983958137,0
13.115409356906445,0.007219187602032663,0
0.833927506682864,0.002255794306421421,0
0.939608246004676,0.006299028708184551,1
3.1367038261502755,0.010017843220509805,0
3.4611657206133217,0.02404070627056853,1
5.674975250800742,0.04285771744895328,1
11.796352820485128,0.06943013003984788,0
10.130429276936669,0.07394393191543712,0
11.943945899210016,0.07814985831404897,1
9.425589734790103,0.07266457982714769,0
12.83912261043683,0.06406546134567748,0
7.65208519321725,0.05271949072155735,0
-3.198362438428628,0.041259209393615486,1
3.243530777866139,-0.05937556254858122,1
3.8957750319798015,-0.041197294957640906,0
53.23339883118257,0.06274715405439224,1
81.26922607053814,0.15582042757469594,0
74.21045323853883,0.24538621995904464,0
63.40041732585371,0.2935329607160213,1
72.71933333719154,0.4436799919469081,1
53.48038510436458,0.4375541252802577,0
47.84670512663989,0.4230473103599763,0
33.988418858753775,0.4161843280544133,0
-0.8910111586722304,-0.1874557933959977,0
12.392035230359134,0.06635131947479067,1
13.509100802101527,0.07674353461939631,1
25.668331938763128,0.10421059682659006,1
47.22420794620932,0.17124704945547364,0
42.381220758079394,0.1948408172316931,1
48.90305073382071,0.252936323649692,1
57.30386052527028,0.3793532015095025,0
40.55640701603382,0.3671659246579111,0
30.855470731062226,0.3402430245924961,0
23.595819521913274,0.3106636093045836,0
16.19296836541758,0.2654168359564437,1
4.502136624000659,0.2165103130335524,1
7.772618861589832,0.16493463663729813,1
2.7048614745744044,0.13543830961705794,1
10.71052978113523,0.11386364032782124,0
9.698608741341415,0.09449580349021858,0
0.6776176913504856,0.060957060129226186,1
-8.931676518642751,0.031672475444622705,0
-9.510773940587145,0.00155164240521799,0
-9.49549615052686,-0.23861531662586802,1
4.75144124788355,-0.13532989786270375,0
10.296391239332738,-0.09331999406211366,0
11.884766391672391,-0.04870552330271494,0
13.592463685693614,-0.010536825017112506,1
21.434841484245624,0.02780711649523937,0
19.8635981471046,0.0540932392585205,0
11.257494564432543,-0.04817639738146795,0
27.25157464553147,0.038522479356231536,0
27.25157464553147,0.038522479356231536,1
41.91020903772641,0.1896293242305376,0
34.01671443472049,0.20410365901540214,0
17.0666316563346,0.20584891528389448,1
19.222055811979352,0.21152674575094466,1
29.773144487819053,0.2269988632152149,0
29.379781247449113,0.23257107149584044,1
35.21259547724794,0.23418957531265505,1
40.734461919147456,0.2500452101110397,1
53.98320106426594,0.4171703530725495,1
38.219495655535404,0.3862044937837936,0
21.17743824044208,0.3424731753056278,1
7.177210102232031,0.28585439547961755,1
20.735353093439898,0.25111569541053314,0
11.970500309451449,0.2188186964293664,1
