ema100_previous,adi14_current,class
243.196788730931,28.5086304682157,1
243.1984617360954,28.138500306321486,1
243.2059823509734,28.889236045258755,0
243.21960454887298,29.839196304385656,1
243.23295700028004,30.1271380224288,1
243.24344502462958,30.39451247489746,0
243.2576857613686,30.64278875218976,0
243.26904448124196,29.654132731555194,0
243.28048818799888,28.736094998108808,0
243.28941517665172,26.808864225706376,1
243.29067523904556,25.01929279418984,1
243.29510120075506,23.82751702419544,1
243.31832599968052,24.669145416417518,0
243.33423429927083,21.868108022296845,1
243.34333429981152,18.93572576097408,1
243.3461699534798,16.909175483037668,1
243.3498359170736,16.71153528419644,1
243.3580095074276,17.33874074742247,1
243.36831135455623,18.274806785425397,0
243.38131913882043,18.521745256582424,1
243.38917921106997,18.167628804815713,0
243.3982440122856,17.838806385318048,1
243.40743922451642,16.68817326665854,0
243.4280617262874,14.074892976867886,0
243.4261872955911,11.723718980900257,1
243.42857866939048,11.781263603796566,0
243.43290288727312,12.217731914307196,1
243.44520989795586,12.321318526539313,1
243.4523268108566,9.841398879857568,0
243.45160054841358,9.479940862592802,1
243.4551589754741,9.669916171077269,1
243.4563568285833,9.846321814669997,1
243.4621111819273,10.01012705514896,0
243.79891034944708,36.066683634769795,1
243.82994300544357,35.901222962108825,0
243.8701414176561,35.747580908923624,0
244.06698771434986,30.407514357618858,0
244.10478228197974,29.630795677328607,1
244.1605821420248,27.828190657430497,1
244.18798273851326,27.49926336354553,1
244.29215725348308,28.178075905958515,0
245.8291511277565,20.97154111331691,0
245.8574713615745,22.22618143909097,0
245.85604198450312,21.022582531595226,0
245.86638279248183,20.640385946514307,0
245.87607307843425,18.443075284331172,1
245.9107613532351,18.029949940459744,1
245.92862768583853,17.77453904853629,0
245.94552040561916,17.75913036032934,1
246.02046517632968,18.89200066982739,1
246.04163667268475,16.85596897350981,0
246.05245192054863,16.43903175848917,1
246.0590926090496,16.289187371129106,0
244.254322216065,26.36142655977246,0
244.18481345280463,23.5180218814308,1
244.15737520939186,22.27543432637408,0
244.0854531053185,18.921429054368936,0
244.06549234972576,18.61680868381536,0
244.03414825579983,17.202181312156945,0
244.01353315183098,16.52774150659339,1
243.9979064878408,15.901475972855765,0
243.88286031894748,16.360571372737304,1
243.85491179066432,14.799968119111641,0
243.845215351992,14.428757218865249,1
243.83385144982952,14.084061382922178,0
243.82283330127632,14.132824171475525,0
243.8146333559607,13.34574201489194,1
243.8006551917408,12.614880012350055,0
243.79444397705845,11.936222438561153,1
243.78315571256888,12.060965966298456,0
243.7786513961876,11.728211985074987,0
243.62661089167355,10.551203324066408,0
243.62229653862755,11.592449135621324,0
243.61775770628597,12.559320246350902,0
243.61163846582176,12.074671102857986,0
243.6013700903672,11.624639755328849,1
243.59390507115882,11.206753504051797,0
243.58436189078486,10.894874503855425,1
243.57971296384312,10.965592863192587,1
243.57682638085092,11.471529205555123,0
243.57659697999665,11.941327237748927,0
243.5737720996549,12.816823244868123,1
243.57224280565552,13.6297838229074,0
243.570433882676,15.187370909879636,0
243.5689706919833,16.633701776353846,0
243.56312693721958,17.047087438593024,1
243.45556562196705,13.647362654291616,1
243.45396621440563,12.703805468948413,0
243.42345827477791,19.612686809556244,1
243.43766415086878,21.5913002090508,0
243.4630392727289,23.42858408001002,0
243.49156240093876,24.812100966834027,1
243.57290930380054,29.967589134721035,1
243.60340637005638,31.34619330779241,0
243.62673911589187,32.62632575421583,0
243.64929991512696,32.74811854588482,0
243.51850261103328,19.198150644333147,0
243.49592542280257,14.166002276412605,1
243.49600610749957,13.786046332060563,1
243.49317526037171,12.916829735310724,1
243.4978906238292,13.554546592099767,0
243.512602790038,14.14671224483238,1
243.5410269315197,16.677219901394473,1
243.6277891318433,24.034625244078974,0
243.64952012843827,24.433777777973873,0
243.669460434308,24.80441941659055,0
243.68349592644898,24.33503920954046,0
243.6978733121113,23.89918616013681,1
243.7087461509301,23.085019319478427,1
243.7275116317107,22.225102817930544,1
243.73903722122918,21.386482110013713,1
243.7509544053113,21.2785551900486,0
243.765235627629,21.178337335795323,0
243.78152416351418,20.594244309146546,1
243.79321984606514,19.582386587333122,0
243.8037541948537,18.642804417077798,0
243.73284957923732,25.380583426642843,1
243.73156148672714,22.66283896773444,0
243.73551672689067,21.318524807058505,0
243.73741344744647,20.07023308643088,0
243.74156271922902,18.85586140719128,1
243.74562982721366,17.7821959635366,0
243.751906508456,16.7852209087144,0
243.52681253462097,28.047482860480557,0
243.5216854810329,25.182504638209327,0
243.5216854810329,25.182504638209327,1
243.518438813644,22.225217024745675,0
243.51986470045483,21.40025334139247,0
243.52095243985409,20.250489922857888,1
243.51817896966287,19.182852462790045,1
243.51608024373226,18.512652009814406,0
243.52516221137554,18.068313226042694,1
243.5310351816962,17.981200619141127,1
243.5412513498301,18.19813323954607,1
243.65359815238145,25.539220006270078,1
243.70239291611657,26.142946115175576,0
243.72574573034674,26.186910541257912,1
243.74269551855275,25.63961220031826,1
243.7791260172029,26.037022757697468,0
243.79482958383943,25.60473829445279,1
