ema50_previous,uosc_previous,class
243.05081734269802,21.379885046451914,1
243.0801567765349,28.3890230229244,1
243.09723482203853,25.79184034575511,0
243.12724866225426,27.410741074107047,1
243.156699094496,25.458241947805533,1
243.1810730391989,22.059716360914866,0
243.2141750962919,22.53823196687541,0
243.2414438595034,17.008123195731017,0
243.26764325945183,18.001621612297242,0
243.28766645258773,21.294207393056475,1
243.2920716897411,18.823053158624145,1
243.30490584953125,19.400939442852376,1
243.3507402272872,22.734051092864657,0
243.37771325986583,19.806918388699184,1
243.38922113110297,23.976680400614004,1
243.38825726589275,16.410981582396726,1
243.39263933389682,17.598505696236007,1
243.40653350945578,25.244667205092536,1
243.42564520011646,25.249840853002485,0
243.44915619207558,24.48608887900327,1
243.46144762562298,20.68233353947642,0
243.477792216164,23.03139518331161,1
243.49349584237004,25.313688402191204,0
243.52442472476272,26.07199817726034,0
243.51255442376754,23.841362363563217,1
243.51574372563167,31.831787260358386,0
243.52518394693396,33.67464714709917,1
243.5545785459897,25.12902520365177,1
243.56219727325947,34.5283789301762,0
243.5552229905087,38.083953960731904,1
243.55697895166531,45.29616724738735,1
243.55474448297244,38.155061019383176,1
243.5598271723899,41.79587880618865,0
244.13457566301184,16.78437534159132,1
244.18102591608482,11.016211916399515,0
244.24318168121968,10.700751923449292,0
244.49865839231296,25.46232298297667,0
244.55473397200885,25.58364296705452,1
244.6246263992505,25.773341714390234,1
244.65700775575604,20.504068649828078,1
244.8000337612191,18.12724943793112,0
246.11119101088147,26.85638496189079,0
246.1010535779913,10.411822660098213,0
246.00222037498435,27.989222883602626,0
246.0194204556496,25.024668661996568,0
246.02153319613763,18.11371851699863,1
246.06322380568764,17.01057028925865,1
246.08648833757584,18.533360537814385,0
246.10699971877625,23.974840469084764,1
246.20774843612026,30.05736330544499,1
246.2252391078703,24.4884357996983,0
246.2333196869252,21.20493225785105,1
246.23139942716784,22.597534560382535,0
243.48892970336541,33.06260287190153,0
243.46644913507347,54.05018125867856,1
243.45194484822804,40.04091994637346,0
243.4249696349054,31.2064848112204,0
243.4193215270121,29.467876039305487,0
243.4213413881039,28.43357734007535,0
243.41068678503564,31.432506261682025,1
243.40829314679337,33.68136187095412,0
243.36018757137555,34.19879062736174,1
243.3540655555481,37.75182677789487,0
243.3612556220941,35.26533304614739,1
243.3712317520857,35.51621465746649,0
243.38719265139287,35.2383180954608,0
243.41503967685944,30.00099267330749,1
243.4226666918136,33.81157340985156,0
243.4436001301281,41.478646253021104,1
243.45464230130239,35.67655987503232,0
243.47824336277438,42.090403875300176,0
243.4535383943004,19.91795366795364,0
243.4738747829836,24.090984102535906,0
243.4928000608603,23.367220712535282,0
243.5033799701416,22.030616651112343,0
243.50386102766103,20.930118181710338,1
243.5082447888069,23.598901098901,0
243.5177064639288,22.619047619047183,1
243.52154726678987,19.07207006191723,1
243.53038622929424,23.222917307625213,0
243.54280013444543,30.54741988643785,0
243.55141925652737,35.26624442880442,1
243.55970037382176,35.5825206580791,0
243.56765674141843,38.38355303274524,0
243.57468748923145,40.77758625813279,0
243.57729558812068,34.37470350558354,1
243.4786918402208,24.869169266583878,1
243.4807546650657,23.64773866535798,0
243.38654096331402,45.57283897040844,1
243.4136662072789,40.707841220730856,0
243.46363079689957,38.199920714206435,0
243.52131994420768,34.934560388860234,1
243.67285872345792,30.68327462737411,1
243.72565081729766,22.414338104076982,0
243.76031268948935,21.35090829231859,0
243.7936152725756,19.118047448054604,0
243.4785969895356,17.842639591114217,0
243.45285561946952,34.670474419431535,1
243.4577724455459,46.43433231459743,1
243.45673407018205,56.2979917565609,1
243.46750112130297,56.73128261177804,0
243.49598663110697,56.45098948670705,1
243.5502679699613,34.2869896061393,1
243.72280836140885,22.53983931420083,0
243.76641211403037,21.582156528700303,0
243.8031571362052,24.40108987600564,0
243.82939082912742,21.897842594564352,0
243.85398214441014,23.470062016355136,1
243.87736915796813,22.459849038908096,1
243.90048910839386,19.436342599255358,1
243.913461844291,21.363808605188233,1
243.9228578186069,21.907519585081612,0
243.93519328660145,22.359463608892398,0
243.95342100085227,21.19047920468336,1
243.96124994942073,22.151191698592022,0
243.96570385355844,28.53547406734099,0
243.78249283555442,26.59404670959333,1
243.7881330243901,36.42787091953472,0
243.79681520218614,36.99339763163145,0
243.8000081230579,30.552163548508094,0
243.8051565838701,27.50345713227412,1
243.81255756573015,25.68820737495389,0
243.82358988163492,25.71765347360269,0
243.3362586496526,34.00538772919588,0
243.32422517571862,33.481268901568875,0
243.32422517571862,33.481268901568875,1
243.35205431816294,23.72247823860724,0
243.36140400928653,20.766228061634067,0
243.3716142565921,21.60682454800091,1
243.3768889280473,20.9438278518816,1
243.38257035500945,22.39925482890425,0
243.41963891186245,25.296009491734647,1
243.4409310230653,27.290729283839113,1
243.4659233235105,31.71212972033501,1
243.69113701774154,27.759254094145373,1
243.77663953392852,24.262813752372452,0
243.8156778387047,23.77513642819716,1
243.83835249684574,21.334289747762075,1
243.8936252381765,17.643596875088612,0
243.91716470418132,17.408876232405245,1
