ema100_current,sma200_previous,class
243.18905225418166,243.0835,1
243.2059823509734,243.101,1
243.21960454887298,243.1065,0
243.23295700028004,243.112,1
243.24344502462958,243.1185,1
243.2576857613686,243.1245,0
243.26904448124196,243.1325,0
243.28048818799888,243.139,0
243.28941517665172,243.1455,0
243.29067523904556,243.152,1
243.29191034970887,243.157,1
243.31029924093696,243.17,1
243.3284839227556,243.1845,0
243.33751678839408,243.2035,1
243.3447663049139,243.215,1
243.3498359170736,243.22550000000004,1
243.3580095074276,243.231,1
243.36831135455623,243.238,1
243.38131913882043,243.2445,0
243.38917921106997,243.249,1
243.3982440122856,243.253,0
243.40743922451642,243.2575,1
243.41447215531707,243.2625,0
243.43239618066715,243.2855,0
243.42857866939048,243.2935,1
243.43290288727312,243.297,0
243.4368315650493,243.301,1
243.4505651585406,243.3175,1
243.45160054841358,243.3445,0
243.4551589754741,243.3475,1
243.4563568285833,243.3505,1
243.4621111819273,243.354,1
243.46806149971002,243.358,0
243.82994300544357,243.5165,1
243.8701414176561,243.5275,0
243.90527351363698,243.5395,0
244.10478228197974,243.5915,0
244.13464820015275,243.5955,1
244.18798273851326,243.5995,1
244.21942096903098,243.6045,1
244.32506238048538,243.6315,0
245.83408383388885,244.579,0
245.87057307332157,244.6355,0
245.86638279248183,244.771,0
245.87057823792648,244.78800000000004,0
245.8842262192538,244.8385,1
245.92862768583853,244.89,1
245.94552040561916,244.909,0
245.95718848396888,244.928,1
246.03293930986325,245.0005,1
246.05245192054863,245.0285,0
246.0590926090496,245.0415,1
246.06300177668945,245.0535,0
244.2284174956066,245.218,0
244.15737520939186,245.1855,1
244.13215058352168,245.17050000000003,0
244.06549234972576,245.13500000000005,0
244.05050707671853,245.1265,0
244.01353315183098,245.11,0
243.9979064878408,245.10050000000004,1
243.9796793286337,245.094,0
243.8651202898652,245.0415,1
243.845215351992,245.024,0
243.83385144982952,245.016,1
243.82283330127632,245.007,0
243.8146333559607,244.998,0
243.8006551917408,244.98800000000003,1
243.79444397705845,244.978,0
243.78315571256888,244.971,1
243.7786513961876,244.963,0
243.76736594404213,244.958,0
243.62229653862755,244.8935,0
243.61775770628597,244.8865,0
243.61163846582176,244.8795,0
243.6013700903672,244.873,0
243.59390507115882,244.865,1
243.58720769817168,244.859,0
243.57971296384312,244.8475,1
243.57682638085092,244.841,1
243.57659697999665,244.833,0
243.5737720996549,244.824,0
243.57224280565552,244.815,1
243.570433882676,244.807,0
243.5689706919833,244.7985,0
243.5661761014024,244.789,0
243.56075797658417,244.7695,1
243.45396621440563,244.5765,1
243.45084891813374,244.566,0
243.43766415086878,244.455,1
243.4630392727289,244.4475,0
243.49156240093876,244.44100000000003,0
243.51389003269833,244.435,1
243.60340637005638,244.4175,1
243.62673911589187,244.412,0
243.64929991512696,244.406,0
243.66757429566596,244.3975,0
243.51813622269586,244.1475,0
243.49600610749957,244.0465,1
243.49317526037171,244.033,1
243.4978906238292,244.0185,1
243.512602790038,244.00600000000003,0
243.52213349409507,243.996,1
243.55822548539874,243.9705,1
243.64952012843827,243.949,0
243.669460434308,243.9405,0
243.68349592644898,243.933,0
243.6978733121113,243.92550000000003,0
243.7087461509301,243.917,1
243.71575320199963,243.9075,1
243.73903722122918,243.88550000000004,1
243.7509544053113,243.874,1
243.765235627629,243.8625,0
243.78152416351418,243.8525,0
243.79321984606514,243.841,1
243.8037541948537,243.82800000000003,0
243.81178983262703,243.815,0
243.7321990925196,243.68,1
243.73551672689067,243.6665,0
243.73741344744647,243.661,0
243.74156271922902,243.6565,0
243.74562982721366,243.652,1
243.751906508456,243.6485,0
243.7560787009608,243.6455,0
243.51991036140927,243.5275,0
243.51617674725293,243.5315,0
243.51617674725293,243.5315,1
243.51986470045483,243.541,0
243.52095243985409,243.5445,0
243.51817896966287,243.5475,1
243.51608024373226,243.5505,1
243.521823142967,243.5545,0
243.5310351816962,243.5655,1
243.5412513498301,243.5685,1
243.55646526176227,243.5715,1
243.67698746346886,243.5975,1
243.72574573034674,243.609,0
243.74269551855275,243.61550000000003,1
243.7557799092213,243.6205,1
243.79482958383943,243.6315,0
243.80898254064275,243.6345,1
