ema30_current,adi14_current,class
242.9064445893394,28.5086304682157,1
243.01850375934106,28.138500306321486,1
243.07295857572075,28.889236045258755,0
243.12591803017983,29.839196304385656,1
243.16900913273852,30.1271380224288,1
243.2222233899707,30.39451247489746,0
243.2645439303941,30.64278875218976,0
243.3041341133707,29.654132731555194,0
243.33673633013032,28.736094998108808,0
243.34586248731742,26.808864225706376,1
243.35238200813052,25.01929279418984,1
243.41296710473262,23.82751702419544,1
243.47088257466632,24.669145416417518,0
243.49089959727473,21.868108022296845,1
243.51114733119223,18.93572576097408,1
243.51638037919358,16.909175483037668,1
243.53831606654,16.71153528419644,1
243.56528816115448,17.33874074742247,1
243.59898958557525,18.274806785425397,0
243.61559564670355,18.521745256582424,1
243.6385908879724,18.167628804815713,0
243.6580847132489,17.838806385318048,1
243.6678514074358,16.68817326665854,0
243.62237725491042,14.074892976867886,0
243.5572512959214,11.723718980900257,1
243.55900035080987,11.781263603796566,0
243.56366334150684,12.217731914307196,1
243.58336603101128,12.321318526539313,1
243.5214213098341,9.841398879857568,0
243.52850875478757,9.479940862592802,1
243.52666948028502,9.669916171077269,1
243.5378520944602,9.846321814669997,1
243.54730432363658,10.01012705514896,0
244.51612064941682,36.066683634769795,1
244.59977525694646,35.901222962108825,0
244.6621027891569,35.747580908923624,0
244.9420744841278,30.407514357618858,0
244.98130926921002,29.630795677328607,1
245.03193827759642,27.828190657430497,1
245.0788894936256,27.49926336354553,1
245.24903657255302,28.178075905958515,0
246.28980765402724,20.97154111331691,0
246.26714745935985,22.22618143909097,0
246.0123613301241,21.022582531595226,0
246.00651919485588,20.640385946514307,0
245.9921113620766,18.443075284331172,1
246.06010885833803,18.029949940459744,1
246.0925246360728,17.77453904853629,0
246.10389229138343,17.75913036032934,1
246.23644310511844,18.89200066982739,1
246.25379274891387,16.85596897350981,0
246.25234010102352,16.43903175848917,1
246.24352063342891,16.289187371129106,0
243.2205418497942,26.36142655977246,0
243.28089761590496,23.5180218814308,1
243.29463519680388,22.27543432637408,0
243.34373575349878,18.921429054368936,0
243.37479195175356,18.61680868381536,0
243.39964405471613,17.202181312156945,0
243.41761487483325,16.52774150659339,1
243.42393897021861,15.901475972855765,0
243.42410123658908,16.360571372737304,1
243.4509150564587,14.799968119111641,0
243.46154236593262,14.428757218865249,1
243.47995350748016,14.084061382922178,0
243.50463737236697,14.132824171475525,0
243.50433818705292,13.34574201489194,1
243.5274488468061,12.614880012350055,0
243.5331384923867,11.936222438561153,1
243.56286053286743,12.060965966298456,0
243.56828340558047,11.728211985074987,0
243.48328075664506,10.551203324066408,0
243.50472318223603,11.592449135621324,0
243.51833061262766,12.559320246350902,0
243.518156918478,12.074671102857986,0
243.52343711728585,11.624639755328849,1
243.52938558412598,11.206753504051797,0
243.5382682930937,10.894874503855425,1
243.55374722686386,10.965592863192587,1
243.5746791326489,11.471529205555123,0
243.5878089799962,11.941327237748927,0
243.5990828143981,12.816823244868123,1
243.6066025265857,13.6297838229074,0
243.6136370960516,15.187370909879636,0
243.61275728340317,16.633701776353846,0
243.60820259629585,17.047087438593024,1
243.44564288236637,13.647362654291616,1
243.44713194114186,12.703805468948413,0
243.37421708908798,19.612686809556244,1
243.45592857880862,21.5913002090508,0
243.54728943736094,23.42858408001002,0
243.61037443020547,24.812100966834027,1
243.85644193397408,29.967589134721035,1
243.9090599954189,31.34619330779241,0
243.9582833432222,32.62632575421583,0
243.9978793782641,32.74811854588482,0
243.45153097406842,19.198150644333147,0
243.396536989618,14.166002276412605,1
243.38667114944485,13.786046332060563,1
243.39881450583863,12.916829735310724,1
243.4349719454776,13.554546592099767,0
243.45589342126888,14.14671224483238,1
243.55116065312336,16.677219901394473,1
243.84584618770188,24.034625244078974,0
243.9001567717003,24.433777777973873,0
243.93806022124718,24.80441941659055,0
243.9815896951104,24.33503920954046,0
244.00980564679938,23.89918616013681,1
244.02430691472176,23.085019319478427,1
244.06860479992088,22.225102817930544,1
244.0861622437814,21.386482110013713,1
244.10601178417218,21.2785551900486,0
244.13607695205584,21.178337335795323,0
244.1482724278233,20.594244309146546,1
244.15867217268269,19.582386587333122,0
244.16295827937745,18.642804417077798,0
243.76111882855287,25.380583426642843,1
243.75568251648,22.66283896773444,0
243.74845244876752,21.318524807058505,0
243.751167227999,20.07023308643088,0
243.75370686018329,18.85586140719128,1
243.7645521100725,17.7821959635366,0
243.76925497953712,16.7852209087144,0
243.17870737328158,28.047482860480557,0
243.20746110117724,25.182504638209327,0
243.20746110117724,25.182504638209327,1
243.31198263316404,22.225217024745675,0
243.33398923361042,21.40025334139247,0
243.34812444047932,20.250489922857888,1
243.36134769851824,19.182852462790045,1
243.4011440900029,18.512652009814406,0
243.46527694348882,18.068313226042694,1
243.5048198352981,17.981200619141127,1
243.5597594287024,18.19813323954607,1
243.93845007052784,25.539220006270078,1
244.0523019226453,26.142946115175576,0
244.0793806299824,26.186910541257912,1
244.0962428590002,25.63961220031826,1
244.1833280151173,26.037022757697468,0
244.21042289110864,25.60473829445279,1
