ema10_previous,uosc_current,class
242.71412565586436,21.73981761800549,1
243.10379487591626,25.79184034575511,1
243.19277496110772,27.410741074107047,0
243.33424129512343,25.458241947805533,1
243.44716267918275,22.059716360914866,1
243.52137108432208,22.53823196687541,0
243.62409828516158,17.008123195731017,0
243.6871421966221,18.001621612297242,0
243.7330759820916,21.294207393056475,0
243.74682875538662,18.823053158624145,1
243.68094518336272,18.40018779047218,1
243.60163179988075,24.898530091291583,1
243.68057527488227,20.041599065123695,0
243.61577470198813,22.632547091945906,1
243.58592895177216,15.68505663134856,1
243.52446483548383,17.598505696236007,1
243.5200166835776,25.244667205092536,1
243.5442695279754,25.249840853002485,1
243.5935897757516,24.48608887900327,0
243.65212452393232,20.68233353947642,1
243.66365295426186,23.03139518331161,0
243.69973851948325,25.313688402191204,1
243.72643927452896,27.7983641514426,0
243.59084244749508,32.136985555576594,0
243.4495929163659,31.831787260358386,1
243.45028644571119,33.67464714709917,0
243.47468329362832,30.50520907663741,1
243.55561245998678,27.385426892815772,1
243.47623816563598,38.083953960731904,0
243.45672908434034,45.29616724738735,1
243.48277834173297,38.155061019383176,1
243.48026195569247,41.79587880618865,1
243.52021432738465,42.747729538901595,0
245.53321954948075,11.016211916399515,1
245.50810452669404,10.700751923449292,0
245.5659307410485,11.397583103340258,0
245.12991604518257,25.58364296705452,0
245.22668104841838,26.44745501293643,1
245.2078806496128,20.504068649828078,1
245.2036240059114,20.10329201522816,1
245.4310849109149,16.042671807504803,0
246.41865419052056,18.091746962714303,0
246.1997872983417,13.347815385319764,0
245.7362154839397,25.024668661996568,0
245.83872175958703,22.66507885341846,0
245.87685030515075,19.125336279995143,1
246.11325995708577,18.533360537814385,1
246.2231095049664,23.974840469084764,0
246.29604361787418,26.17734288287027,1
246.56493715452262,21.78115975099018,1
246.50711977555991,21.20493225785105,0
246.49611484768258,22.597534560382535,1
246.4338043895158,17.862198395321165,0
243.3711712438205,42.98227227399214,0
243.42963990254498,40.04091994637346,1
243.40324521285584,38.65157398992244,0
243.41424973454428,29.467876039305487,0
243.4354882885344,25.602943840185226,0
243.52246127515772,31.432506261682025,0
243.50019558876545,33.68136187095412,1
243.512694248719,33.28713458506989,0
243.39151836631362,30.263857267044934,1
243.40656829370056,35.26533304614739,0
243.4473852914805,35.51621465746649,1
243.4751334203021,35.2383180954608,0
243.52166584960904,30.00099267330749,0
243.57509585708831,33.81157340985156,1
243.5614420648904,41.478646253021104,0
243.6217590248139,35.67655987503232,1
243.6262742334359,42.090403875300176,0
243.69580914285018,44.50969795231997,0
243.34542740393653,24.090984102535906,0
243.4252531685399,23.367220712535282,0
243.49903655271262,22.030616651112343,0
243.54122295794483,20.930118181710338,0
243.53372787468217,23.598901098901,1
243.55424874696445,20.58849779661936,0
243.5899098431678,19.07207006191723,1
243.6058634087236,23.222917307625213,1
243.63145054754384,30.54741988643785,0
243.67339109580487,35.26624442880442,0
243.67540528006856,35.5825206580791,1
243.6770532490116,38.38355303274524,0
243.6812253855549,40.77758625813279,0
243.69028654845218,37.97508151814147,0
243.66043975557545,39.402789901124265,1
243.3488013138351,23.64773866535798,1
243.37911578236424,26.14139814600563,0
243.31544699070977,40.707841220730856,1
243.45403016580346,38.199920714206435,0
243.68373967573535,34.934560388860234,0
243.90804745658886,31.093998491570744,1
244.35995771947742,22.414338104076982,1
244.48232238160404,21.35090829231859,0
244.5391886620677,19.118047448054604,0
244.58006802217602,19.248889408464443,0
243.21175779073772,19.21139380253013,0
243.3753495895052,46.43433231459743,1
243.39236570386976,56.2979917565609,1
243.3965775560289,56.73128261177804,1
243.46021666806632,56.45098948670705,0
243.59348370013961,43.778893660313855,1
243.77959338601846,27.796629444037556,1
244.30608611173585,21.582156528700303,0
244.3934105803183,24.40108987600564,0
244.435380861344,21.897842594564352,0
244.41641375591598,23.470062016355136,0
244.40654281174577,22.459849038908096,1
244.3831085648328,17.539360562863887,1
244.2876905629889,21.363808605188233,1
244.2660992276292,21.907519585081612,1
244.23713839633845,22.359463608892398,0
244.24009638387054,21.19047920468336,0
244.2635221719869,22.151191698592022,1
244.24350129121933,28.53547406734099,0
244.23276816722571,26.705413759481825,0
243.39169214832455,32.89703926646609,1
243.4992596959261,36.99339763163145,0
243.58341676266312,30.552163548508094,0
243.63409072635716,27.50345713227412,0
243.69655685860582,25.68820737495389,1
243.750489310581,25.71765347360269,0
243.8156214786961,23.572125142941925,0
243.0938628480981,31.488374427887784,0
243.17940070676468,28.90510468289171,0
243.17940070676468,28.90510468289171,1
243.48602225867037,20.766228061634067,0
243.54469389076928,21.60682454800091,0
243.59834555003025,20.9438278518816,1
243.60711775406742,22.39925482890425,1
243.61711881023328,30.2793265847447,0
243.71940587343246,27.290729283839113,1
243.76636016075832,31.71212972033501,1
243.8257829214331,33.113674577969014,1
244.4744783595258,25.780138262747503,1
244.5673149042939,23.77513642819716,0
244.59302423718844,21.334289747762075,1
244.55386609474056,18.502682733675357,1
244.5544923880077,17.408876232405245,0
244.53205045954988,19.015269484327774,1
