ema20_current,macd_12_26_current,class
242.80804232857471,-0.10579493543761488,1
243.02817124666146,0.12682504136861894,1
243.10911759592483,0.1905253506889153,0
243.18830584822425,0.2345323651046556,1
243.24745301310742,0.2591456587062737,1
243.32299027329418,0.2908785881535607,0
243.3803219293884,0.3080925934912955,0
243.43368119754837,0.3199307683841539,0
243.47541036069975,0.3183861695091537,0
243.4831061194764,0.2775441674219508,1
243.48560563947842,0.2411417992104248,1
243.56325338078815,0.22087050537811592,1
243.62606399778667,0.18179074091452208,0
243.6218565579633,0.05884000098657794,1
243.60543272522187,0.0038309321667497898,1
243.57499767236592,-0.03149576330866921,1
243.58541488616103,-0.019570723288950376,1
243.60585156366957,-0.0021188470064146263,1
243.6368412400411,0.008904161459867055,0
243.63988082045898,0.010205171747799113,1
243.65513026612962,0.018729063130194845,0
243.668927383641,0.028469605969064563,1
243.67188668043715,0.034647093511495086,0
243.6073040003257,-0.006461932966459472,0
243.53263329922112,-0.07566565891602295,1
243.5390491754857,-0.06050809276126756,0
243.54782955549385,-0.05105932405547264,1
243.5846293632221,-0.007833523616511684,1
243.4824772213984,-0.03882043863879403,0
243.49515763676848,-0.022322784941934515,1
243.49561881421917,-0.02013872107414727,1
243.51805922863358,0.0015673193133807215,1
243.53836246072282,0.016516134571872954,0
244.865743807797,0.7297572968053885,1
244.9529290156389,0.7196259668604057,0
245.0112754815163,0.6831804288678427,0
245.25567103400329,0.17764630974522788,0
245.29113600585944,0.13550047501192353,1
245.30821094057927,0.05700402546034411,1
245.30505059744948,0.03904333561837348,1
245.3517326454736,0.05823667083575401,0
246.35668006786668,0.02902046610179809,0
246.28226323745014,-0.047556664614631934,0
245.91805783334868,-0.13178172017259726,0
245.91544746069675,-0.108985576023656,0
245.90982252579633,-0.06542863854653548,1
246.04466204697792,0.09849970845419877,1
246.09546641525884,0.15662089614417596,0
246.11643357407087,0.1805880157879756,1
246.32685978092744,0.23289430089923255,1
246.3559530000833,0.1938630133359993,0
246.35597803129951,0.160980668429346,1
246.34647686906655,0.12336692143031767,0
243.3005158945725,0.12625613980199546,0
243.3510051490398,0.09067777347249263,1
243.360134634689,0.07783405358983941,0
243.41386236904182,0.06203469308994159,0
243.45450350009202,0.08024242127106618,0
243.46588803621484,0.06881273874401472,0
243.4801483739834,0.07276303079814284,1
243.4835267748217,0.0605666422619322,0
243.41758119532898,-0.03411377132721327,1
243.4576868138441,-0.003013091751000729,0
243.46826491104267,0.007005956479360975,1
243.4962859986712,0.029581846751199237,0
243.53264999060036,0.04921625113934169,0
243.53102823747517,0.03825492998095115,1
243.561107905178,0.05172719668613013,0
243.56778745378688,0.0484992841704468,1
243.6053778230587,0.0846987068671865,0
243.60337787964505,0.07733058353642264,0
243.47725870881715,-0.037168028456505915,0
243.51543482358952,-0.004310280983958137,0
243.53450022922726,0.007219187602032663,0
243.52972672332132,0.002255794306421421,0
243.53641941633828,0.006299028708184551,1
243.54098694023128,0.010017843220509805,0
243.55048787212868,0.02404070627056853,1
243.56323935261327,0.04285771744895328,1
243.5887635252758,0.06943013003984788,0
243.5963819356714,0.07394393191543712,0
243.60773809253936,0.07814985831404897,1
243.61950048044707,0.07266457982714769,0
243.63014264093502,0.06406546134567748,0
243.63173522259427,0.05271949072155735,0
243.6373136549837,0.041259209393615486,1
243.3992271261044,-0.05937556254858122,1
243.4058490030877,-0.041197294957640906,0
243.3799187624617,0.06274715405439224,1
243.50593417329483,0.15582042757469594,0
243.64494681463356,0.24538621995904464,0
243.73470987928033,0.2935329607160213,1
244.05805512794174,0.4436799919469081,1
244.11651058343682,0.4375541252802577,0
244.16791108290508,0.4230473103599763,0
244.20340471739672,0.4161843280544133,0
243.30443871360828,-0.1874557933959977,0
243.30165569150776,0.06635131947479067,1
243.3139973557042,0.07674353461939631,1
243.35671059146011,0.10421059682659006,1
243.4423777568309,0.17124704945547364,0
243.50976514423428,0.1948408172316931,1
243.70404274295217,0.252936323649692,1
244.06405391858522,0.3793532015095025,0
244.12193806068558,0.3671659246579111,0
244.15079849893291,0.3402430245924961,0
244.179885863592,0.3106636093045836,0
244.19370365394352,0.2654168359564437,1
244.18567007542484,0.2165103130335524,1
244.21079869360514,0.16493463663729813,1
244.22316017469691,0.13543830961705794,1
244.24238041160982,0.11386364032782124,0
244.27226949887117,0.09449580349021858,0
244.27282553840038,0.060957060129226186,1
244.26737754262746,0.031672475444622705,0
244.25441236386013,0.00155164240521799,0
243.60600040182243,-0.23861531662586802,1
243.6309064056638,-0.13532989786270375,0
243.64105947834895,-0.09331999406211366,0
243.6597694012546,-0.04870552330271494,0
243.67520965695155,-0.010536825017112506,1
243.7031665309972,0.02780711649523937,0
243.71744926629685,0.0540932392585205,0
243.0698260548477,-0.04817639738146795,0
243.1383383351474,0.038522479356231536,0
243.1383383351474,0.038522479356231536,1
243.35168511790573,0.1896293242305376,0
243.3982478919212,0.20410365901540214,0
243.4323400762957,0.20584891528389448,1
243.45723430681159,0.21152674575094466,1
243.51279239616932,0.2269988632152149,0
243.5914204416193,0.23257107149584044,1
243.6481860179817,0.23418957531265505,1
243.71710519823483,0.2500452101110397,1
244.18370312764912,0.4171703530725495,1
244.3003834654829,0.3862044937837936,0
244.3122491032734,0.3424731753056278,1
244.3134608707981,0.28585439547961755,1
244.38292331426982,0.25111569541053314,0
244.39198851423717,0.2188186964293664,1
