ema10_current,ema20_previous,class
242.7479209911617,242.80494008222905,1
243.19277496110772,242.9735719306936,1
243.33424129512343,243.02817124666146,0
243.44716267918275,243.10911759592483,1
243.52137108432208,243.18830584822425,1
243.62409828516158,243.24745301310742,0
243.6871421966221,243.32299027329418,0
243.7330759820916,243.3803219293884,0
243.74682875538662,243.43368119754837,0
243.68094518336272,243.47541036069975,1
243.62421664429863,243.4831061194764,1
243.6797099783551,243.4959031496912,1
243.70511265958461,243.5896667964339,0
243.5862533612204,243.62481730125285,1
243.5521236878136,243.62870159974887,1
243.5200166835776,243.582892164194,1
243.5442695279754,243.57499767236592,1
243.5935897757516,243.58541488616103,1
243.65212452393232,243.60585156366957,0
243.66365295426186,243.6368412400411,1
243.69973851948325,243.63988082045898,0
243.72643927452896,243.65513026612962,1
243.72445593202275,243.668927383641,0
243.5840360620896,243.61136159673583,0
243.45028644571119,243.5360683833497,1
243.47468329362832,243.53263329922112,0
243.4946443510149,243.5390491754857,1
243.5875123366237,243.5724850856665,1
243.45672908434034,243.496092165583,0
243.48277834173297,243.4824772213984,1
243.48026195569247,243.49515763676848,1
243.52021432738465,243.49561881421917,1
243.5585502281311,243.51805922863358,0
245.50810452669404,244.81806398135518,1
245.5659307410485,244.865743807797,0
245.55711287366313,244.9529290156389,0
245.22668104841838,245.1783164513054,0
245.24565936352226,245.25567103400329,1
245.2036240059114,245.29822466314442,1
245.25344772369567,245.30821094057927,1
245.45208632206402,245.34270306406464,0
246.32841625520317,246.39915846957436,0
246.21236019291774,246.28039620981326,0
245.83872175958703,245.88114214902456,0
245.86239747939118,245.91805783334868,0
245.92871817021057,245.89144822143643,1
246.2231095049664,245.98850985045692,1
246.29604361787418,246.04466204697792,0
246.29393916176159,246.09546641525884,1
246.5462437742421,246.30929454768696,1
246.49611484768258,246.33322832528802,0
246.4338043895158,246.3559530000833,1
246.36181748906208,246.35597803129951,0
243.37641283585307,243.2851107520689,0
243.40324521285584,243.35144098069063,1
243.3998313758376,243.3510051490398,0
243.4354882885344,243.39164023291127,0
243.4948765202517,243.41386236904182,0
243.50019558876545,243.47282361897427,0
243.512694248719,243.46588803621484,1
243.51603380013188,243.4801483739834,0
243.36358347007842,243.42995816325836,1
243.4473852914805,243.43941772418876,0
243.4751334203021,243.4576868138441,1
243.52166584960904,243.46826491104267,0
243.57509585708831,243.4962859986712,0
243.5614420648904,243.53264999060036,1
243.6217590248139,243.53102823747517,0
243.6262742334359,243.561107905178,1
243.69580914285018,243.56778745378688,0
243.6868606936474,243.6053778230587,0
243.4252531685399,243.43341967851242,0
243.49903655271262,243.47725870881715,0
243.54122295794483,243.51543482358952,0
243.53372787468217,243.53450022922726,0
243.55424874696445,243.52972672332132,1
243.57386234987632,243.53641941633828,0
243.6058634087236,243.5436316920596,1
243.63145054754384,243.55048787212868,1
243.67339109580487,243.56323935261327,0
243.67540528006856,243.5887635252758,0
243.6770532490116,243.5963819356714,1
243.6812253855549,243.60773809253936,0
243.69028654845218,243.61950048044707,0
243.67387081236998,243.63014264093502,0
243.6494507091071,243.63466389959882,1
243.37911578236424,243.3919082094387,1
243.4067423276598,243.3992271261044,0
243.45403016580346,243.30149203616463,1
243.68373967573535,243.3799187624617,0
243.90804745658886,243.50593417329483,0
244.03420275169705,243.64494681463356,1
244.48232238160404,243.9569343878308,1
244.5391886620677,244.05805512794174,0
244.58006802217602,244.11651058343682,0
244.54732838178035,244.16791108290508,0
243.27546065841813,243.3085189720704,0
243.39236570386976,243.2692667032982,1
243.3965775560289,243.30165569150776,1
243.46021666806632,243.3139973557042,1
243.59348370013961,243.35671059146011,0
243.66615672638144,243.4423777568309,1
243.90245075355125,243.61828912021068,1
244.3934105803183,243.98626163883515,0
244.435380861344,244.06405391858522,0
244.41641375591598,244.12193806068558,0
244.40654281174577,244.15079849893291,0
244.3831085648328,244.179885863592,1
244.31062866381862,244.19370365394352,1
244.2660992276292,244.20042475824815,1
244.23713839633845,244.21079869360514,1
244.24009638387054,244.22316017469691,0
244.2635221719869,244.24238041160982,0
244.24350129121933,244.27226949887117,1
244.23276816722571,244.27282553840038,0
244.20298090382286,244.26737754262746,0
243.44774812135643,243.6010388386833,1
243.58341676266312,243.60751389556057,0
243.63409072635716,243.6309064056638,0
243.69655685860582,243.64105947834895,0
243.750489310581,243.6597694012546,1
243.8156214786961,243.67520965695155,0
243.850729616245,243.7031665309972,0
243.0978024922157,243.07158298150074,0
243.2223334674884,243.110795002005,0
243.2223334674884,243.110795002005,1
243.54469389076928,243.2985766221217,0
243.59834555003025,243.35168511790573,0
243.60711775406742,243.3982478919212,1
243.61711881023328,243.4323400762957,1
243.6911421403653,243.45723430681159,0
243.76636016075832,243.54907212003056,1
243.8257829214331,243.5914204416193,1
243.90794138184967,243.6481860179817,1
244.52553845914827,244.11850550148483,1
244.59302423718844,244.2441792258726,0
244.55386609474056,244.3003834654829,1
244.49799819973958,244.3122491032734,1
244.53205045954988,244.36961512845642,0
244.50521748676903,244.38292331426982,1
