sma100_previous,sma200_previous,class
243.301,243.0835,1
243.291,243.101,1
243.296,243.1065,0
243.302,243.112,1
243.308,243.1185,1
243.312,243.1245,0
243.31600000000003,243.1325,0
243.318,243.139,0
243.32100000000003,243.1455,0
243.323,243.152,1
243.32000000000005,243.157,1
243.31400000000005,243.17,1
243.31900000000005,243.1845,0
243.31800000000004,243.2035,1
243.32,243.215,1
243.322,243.22550000000004,1
243.324,243.231,1
243.32800000000003,243.238,1
243.33300000000003,243.2445,0
243.341,243.249,1
243.34600000000003,243.253,0
243.34900000000002,243.2575,1
243.353,243.2625,0
243.36300000000003,243.2855,0
243.36900000000003,243.2935,1
243.372,243.297,0
243.375,243.301,1
243.377,243.3175,1
243.38500000000008,243.3445,0
243.38600000000002,243.3475,1
243.38800000000003,243.3505,1
243.389,243.354,1
243.392,243.358,0
243.551,243.5165,1
243.568,243.5275,0
243.59099999999995,243.5395,0
243.72600000000003,243.5915,0
243.75,243.5955,1
243.792,243.5995,1
243.81399999999996,243.6045,1
243.89200000000002,243.6315,0
245.59000000000003,244.579,0
245.627,244.6355,0
245.679,244.771,0
245.68400000000003,244.78800000000004,0
245.703,244.8385,1
245.748,244.89,1
245.768,244.909,0
245.786,244.928,1
245.854,245.0005,1
245.881,245.0285,0
245.893,245.0415,1
245.90500000000003,245.0535,0
244.915,245.218,0
244.831,245.1855,1
244.799,245.17050000000003,0
244.701,245.13500000000005,0
244.67400000000006,245.1265,0
244.62500000000003,245.11,0
244.59900000000005,245.10050000000004,1
244.57500000000005,245.094,0
244.41600000000003,245.0415,1
244.38,245.024,0
244.365,245.016,1
244.344,245.007,0
244.317,244.998,0
244.292,244.98800000000003,1
244.267,244.978,0
244.247,244.971,1
244.223,244.963,0
244.201,244.958,0
243.917,244.8935,0
243.892,244.8865,0
243.866,244.8795,0
243.84099999999998,244.873,0
243.815,244.865,1
243.791,244.859,0
243.75899999999996,244.8475,1
243.743,244.841,1
243.72599999999997,244.833,0
243.711,244.824,0
243.69400000000002,244.815,1
243.681,244.807,0
243.667,244.7985,0
243.654,244.789,0
243.631,244.7695,1
243.414,244.5765,1
243.406,244.566,0
243.421,244.455,1
243.42999999999995,244.4475,0
243.44400000000002,244.44100000000003,0
243.457,244.435,1
243.505,244.4175,1
243.525,244.412,0
243.543,244.406,0
243.56,244.3975,0
243.529,244.1475,0
243.518,244.0465,1
243.51800000000003,244.033,1
243.51500000000004,244.0185,1
243.51700000000002,244.00600000000003,0
243.52599999999998,243.996,1
243.54500000000004,243.9705,1
243.581,243.949,0
243.589,243.9405,0
243.59900000000002,243.933,0
243.604,243.92550000000003,0
243.611,243.917,1
243.614,243.9075,1
243.625,243.88550000000004,1
243.63200000000003,243.874,1
243.641,243.8625,0
243.65200000000004,243.8525,0
243.664,243.841,1
243.67500000000004,243.82800000000003,0
243.683,243.815,0
243.66600000000003,243.68,1
243.66600000000003,243.6665,0
243.66800000000003,243.661,0
243.67000000000004,243.6565,0
243.67300000000003,243.652,1
243.676,243.6485,0
243.68,243.6455,0
243.64499999999995,243.5275,0
243.657,243.5315,0
243.657,243.5315,1
243.62500000000003,243.541,0
243.618,243.5445,0
243.61000000000004,243.5475,1
243.59600000000003,243.5505,1
243.584,243.5545,0
243.571,243.5655,1
243.56600000000003,243.5685,1
243.569,243.5715,1
243.63100000000003,243.5975,1
243.669,243.609,0
243.687,243.61550000000003,1
243.705,243.6205,1
243.733,243.6315,0
243.74400000000009,243.6345,1
