ema10_current,wpr14_previous,class
242.7479209911617,-54.54545454545549,1
243.19277496110772,-12.500000000000892,1
243.33424129512343,-23.529411764705984,0
243.44716267918275,-5.8823529411760775,1
243.52137108432208,-12.499999999999332,1
243.62409828516158,-21.428571428572152,0
243.6871421966221,-7.142857142856707,0
243.7330759820916,-14.285714285713414,0
243.74682875538662,-15.384615384614374,0
243.68094518336272,-23.07692307692375,1
243.62421664429863,-46.15384615384532,1
243.6797099783551,-41.66666666666706,1
243.70511265958461,-50.000000000002366,0
243.5862533612204,-74.99999999999824,1
243.5521236878136,-50.00000000000001,1
243.5200166835776,-74.99999999999824,1
243.5442695279754,-62.49999999999911,1
243.5935897757516,-37.500000000000895,1
243.65212452393232,-24.99999999999823,0
243.66365295426186,-12.499999999999115,1
243.69973851948325,-37.500000000000895,0
243.72643927452896,-24.99999999999823,1
243.72445593202275,-24.99999999999823,0
243.5840360620896,-83.33333333333412,0
243.45028644571119,-77.77777777777601,1
243.47468329362832,-55.55555555555521,0
243.4946443510149,-44.4444444444448,1
243.5875123366237,-14.285714285717187,1
243.45672908434034,-57.14285714285656,0
243.48277834173297,-57.14285714285656,1
243.48026195569247,-33.333333333334906,1
243.52021432738465,-50.0,1
243.5585502281311,-16.666666666669823,0
245.50810452669404,-57.81250000000021,1
245.5659307410485,-59.375000000000135,0
245.55711287366313,-53.125000000000036,0
245.22668104841838,-59.2592592592593,0
245.24565936352226,-40.909090909091375,1
245.2036240059114,-55.555555555556076,1
245.25344772369567,-30.769230769231612,1
245.45208632206402,-11.76470588235235,0
246.32841625520317,-80.00000000000115,0
246.21236019291774,-80.00000000000115,0
245.83872175958703,-5.5555555555552045,0
245.86239747939118,-23.80952380952355,0
245.92871817021057,-38.095238095238216,1
246.2231095049664,-14.285714285714672,1
246.29604361787418,-14.285714285714672,0
246.29393916176159,-14.285714285714672,1
246.5462437742421,-14.285714285713414,1
246.49611484768258,-58.33333333333294,0
246.4338043895158,-50.0,1
246.36181748906208,-66.66666666666825,0
243.37641283585307,-29.999999999998288,0
243.40324521285584,-54.54545454545431,1
243.3998313758376,-74.99999999999824,0
243.4354882885344,-62.49999999999911,0
243.4948765202517,-50.00000000000001,0
243.50019558876545,-37.500000000000895,0
243.512694248719,-62.49999999999911,1
243.51603380013188,-37.500000000000895,0
243.36358347007842,-60.00000000000227,1
243.4473852914805,-20.0000000000017,0
243.4751334203021,-20.0000000000017,1
243.52166584960904,-20.0000000000017,0
243.57509585708831,-10.000000000002274,0
243.5614420648904,-0.0,1
243.6217590248139,-30.000000000001133,0
243.6262742334359,-0.0,1
243.69580914285018,-20.0000000000017,0
243.6868606936474,-15.384615384614714,0
243.4252531685399,-63.63636363636294,0
243.49903655271262,-27.272727272725863,0
243.54122295794483,-27.272727272725863,0
243.53372787468217,-36.36363636363706,0
243.55424874696445,-54.54545454545431,1
243.57386234987632,-45.45454545454569,0
243.6058634087236,-45.45454545454569,1
243.63145054754384,-45.45454545454569,1
243.67339109580487,-36.36363636363706,0
243.67540528006856,-27.272727272725863,0
243.6770532490116,-40.000000000000576,1
243.6812253855549,-40.000000000000576,0
243.69028654845218,-57.14285714285889,0
243.67387081236998,-57.14285714285889,0
243.6494507091071,-66.66666666666825,1
243.37911578236424,-42.857142857141106,1
243.4067423276598,-28.57142857142741,0
243.45403016580346,-0.0,1
243.68373967573535,-30.43478260869539,0
243.90804745658886,-30.000000000000192,0
244.03420275169705,-23.333333333333908,1
244.48232238160404,-13.333333333333526,1
244.5391886620677,-19.999999999999808,0
244.58006802217602,-30.000000000000192,0
244.54732838178035,-30.000000000000192,0
243.27546065841813,-22.2222222222224,0
243.39236570386976,-33.333333333333336,1
243.3965775560289,-23.07692307692375,1
243.46021666806632,-44.4444444444448,1
243.59348370013961,-14.285714285717187,0
243.66615672638144,-9.09090909090862,1
243.90245075355125,-16.66666666666785,1
244.3934105803183,-21.052631578947604,0
244.435380861344,-21.052631578947604,0
244.41641375591598,-26.31578947368413,0
244.40654281174577,-36.84210526315718,0
244.3831085648328,-41.1764705882349,1
244.31062866381862,-50.00000000000089,1
244.2660992276292,-61.53846153846187,1
244.23713839633845,-61.53846153846187,1
244.24009638387054,-61.53846153846187,0
244.2635221719869,-69.99999999999885,0
244.24350129121933,-59.999999999999424,1
244.23276816722571,-80.00000000000115,0
244.20298090382286,-75.00000000000179,0
243.44774812135643,-66.66666666666667,1
243.58341676266312,-41.66666666666706,0
243.63409072635716,-24.999999999998817,0
243.69655685860582,-19.999999999998863,0
243.750489310581,-9.999999999999432,1
243.8156214786961,-9.999999999999432,0
243.850729616245,-9.09090909090862,0
243.0978024922157,-33.333333333333336,0
243.2223334674884,-13.333333333332574,0
243.2223334674884,-13.333333333332574,1
243.54469389076928,-7.142857142856707,0
243.59834555003025,-21.428571428572152,0
243.60711775406742,-21.428571428572152,1
243.61711881023328,-28.57142857142886,1
243.6911421403653,-28.57142857142886,0
243.76636016075832,-28.57142857142741,1
243.8257829214331,-27.272727272725863,1
243.90794138184967,-18.18181818181724,1
244.52553845914827,-30.76923076923127,1
244.59302423718844,-50.00000000000055,0
244.55386609474056,-50.00000000000055,1
244.49799819973958,-61.538461538461455,1
244.53205045954988,-50.000000000000604,0
244.50521748676903,-68.18181818181765,1
