sma30_current,sma200_previous,class
243.04666666666665,243.0835,1
243.02,243.101,1
243.03333333333336,243.1065,0
243.0533333333333,243.112,1
243.07333333333332,243.1185,1
243.09333333333333,243.1245,0
243.11,243.1325,0
243.1266666666667,243.139,0
243.15,243.1455,0
243.16666666666663,243.152,1
243.17666666666665,243.157,1
243.21,243.17,1
243.2633333333333,243.1845,0
243.31666666666663,243.2035,1
243.38333333333333,243.215,1
243.42666666666665,243.22550000000004,1
243.46,243.231,1
243.4933333333333,243.238,1
243.53333333333333,243.2445,0
243.56666666666663,243.249,1
243.6033333333333,243.253,0
243.63333333333333,243.2575,1
243.65666666666667,243.2625,0
243.63666666666668,243.2855,0
243.58666666666667,243.2935,1
243.58333333333331,243.297,0
243.59000000000003,243.301,1
243.59333333333336,243.3175,1
243.56333333333333,243.3445,0
243.57,243.3475,1
243.57,243.3505,1
243.57,243.354,1
243.56666666666663,243.358,0
244.03333333333333,243.5165,1
244.1,243.5275,0
244.15666666666667,243.5395,0
244.54666666666665,243.5915,0
244.6,243.5955,1
244.7,243.5995,1
244.77666666666664,243.6045,1
245.04333333333332,243.6315,0
246.18666666666664,244.579,0
246.23666666666665,244.6355,0
246.15,244.771,0
246.13333333333333,244.78800000000004,0
246.10333333333332,244.8385,1
246.0966666666667,244.89,1
246.11000000000004,244.909,0
246.10333333333332,244.928,1
246.10666666666665,245.0005,1
246.11666666666667,245.0285,0
246.1233333333333,245.0415,1
246.1266666666667,245.0535,0
243.1133333333333,245.218,0
243.17333333333332,245.1855,1
243.19333333333333,245.17050000000003,0
243.25666666666663,245.13500000000005,0
243.28333333333333,245.1265,0
243.31666666666663,245.11,0
243.33333333333331,245.10050000000004,1
243.33666666666667,245.094,0
243.43,245.0415,1
243.44666666666672,245.024,0
243.45000000000007,245.016,1
243.46000000000004,245.007,0
243.4733333333334,244.998,0
243.47333333333336,244.98800000000003,1
243.48666666666668,244.978,0
243.49000000000007,244.971,1
243.51,244.963,0
243.52,244.958,0
243.50333333333333,244.8935,0
243.50666666666663,244.8865,0
243.51,244.8795,0
243.5133333333333,244.873,0
243.51333333333332,244.865,1
243.51666666666668,244.859,0
243.51666666666668,244.8475,1
243.5333333333334,244.841,1
243.55000000000007,244.833,0
243.5666666666667,244.824,0
243.58,244.815,1
243.58333333333331,244.807,0
243.58666666666664,244.7985,0
243.58666666666664,244.789,0
243.57666666666668,244.7695,1
243.51,244.5765,1
243.50333333333327,244.566,0
243.38,244.455,1
243.41,244.4475,0
243.44666666666663,244.44100000000003,0
243.47333333333333,244.435,1
243.59666666666664,244.4175,1
243.63333333333333,244.412,0
243.67,244.406,0
243.70666666666665,244.3975,0
243.63,244.1475,0
243.54,244.0465,1
243.50666666666663,244.033,1
243.48,244.0185,1
243.45,244.00600000000003,0
243.42,243.996,1
243.3766666666667,243.9705,1
243.55000000000007,243.949,0
243.59000000000003,243.9405,0
243.63,243.933,0
243.69666666666672,243.92550000000003,0
243.7433333333333,243.917,1
243.79333333333332,243.9075,1
243.87,243.88550000000004,1
243.9,243.874,1
243.92,243.8625,0
243.95666666666665,243.8525,0
243.98333333333332,243.841,1
244.00666666666663,243.82800000000003,0
244.03333333333333,243.815,0
243.9833333333333,243.68,1
243.94666666666663,243.6665,0
243.91333333333333,243.661,0
243.89,243.6565,0
243.86666666666665,243.652,1
243.85,243.6485,0
243.83666666666664,243.6455,0
243.32333333333332,243.5275,0
243.30666666666667,243.5315,0
243.30666666666667,243.5315,1
243.27999999999997,243.541,0
243.26999999999995,243.5445,0
243.26,243.5475,1
243.25,243.5505,1
243.26666666666668,243.5545,0
243.29333333333332,243.5655,1
243.31,243.5685,1
243.34333333333333,243.5715,1
243.62,243.5975,1
243.72666666666672,243.609,0
243.76333333333335,243.61550000000003,1
243.79333333333335,243.6205,1
243.9,243.6315,0
243.94333333333333,243.6345,1
