ema100_previous,macd_12_26_previous,class
243.196788730931,-0.1337023578838057,1
243.1984617360954,0.0718227186549143,1
243.2059823509734,0.12682504136861894,0
243.21960454887298,0.1905253506889153,1
243.23295700028004,0.2345323651046556,1
243.24344502462958,0.2591456587062737,0
243.2576857613686,0.2908785881535607,0
243.26904448124196,0.3080925934912955,0
243.28048818799888,0.3199307683841539,0
243.28941517665172,0.3183861695091537,1
243.29067523904556,0.2775441674219508,1
243.29510120075506,0.20710927546488733,1
243.31832599968052,0.20165745529271814,0
243.33423429927083,0.0928637293278598,1
243.34333429981152,0.03902717971513425,1
243.3461699534798,-0.024329775267545983,1
243.3498359170736,-0.03149576330866921,1
243.3580095074276,-0.019570723288950376,1
243.36831135455623,-0.0021188470064146263,0
243.38131913882043,0.008904161459867055,1
243.38917921106997,0.010205171747799113,0
243.3982440122856,0.018729063130194845,1
243.40743922451642,0.028469605969064563,0
243.4280617262874,-0.004725512820897393,0
243.4261872955911,-0.07827023907455555,1
243.42857866939048,-0.07566565891602295,0
243.43290288727312,-0.06050809276126756,1
243.44520989795586,-0.02326748620757257,1
243.4523268108566,-0.03668713125549061,0
243.45160054841358,-0.03882043863879403,1
243.4551589754741,-0.022322784941934515,1
243.4563568285833,-0.02013872107414727,1
243.4621111819273,0.0015673193133807215,0
243.79891034944708,0.7797795650313049,1
243.82994300544357,0.7297572968053885,0
243.8701414176561,0.7196259668604057,0
244.06698771434986,0.19342405207081012,0
244.10478228197974,0.17764630974522788,1
244.1605821420248,0.08959585952706561,1
244.18798273851326,0.05700402546034411,1
244.29215725348308,0.0634161183641595,0
245.8291511277565,0.08094530992821093,0
245.8574713615745,-0.055702065088922836,0
245.85604198450312,-0.1979721459049415,0
245.86638279248183,-0.13178172017259726,0
245.87607307843425,-0.0909764807263116,1
245.9107613532351,0.03354662755606341,1
245.92862768583853,0.09849970845419877,0
245.94552040561916,0.15662089614417596,1
246.02046517632968,0.2551660048045505,1
246.04163667268475,0.20836379929249915,0
246.05245192054863,0.1938630133359993,1
246.0590926090496,0.160980668429346,0
244.254322216065,0.12465988930847514,0
244.18481345280463,0.11920721728205308,1
244.15737520939186,0.09067777347249263,0
244.0854531053185,0.0621082347476829,0
244.06549234972576,0.06203469308994159,0
244.03414825579983,0.08435726888487237,0
244.01353315183098,0.06881273874401472,1
243.9979064878408,0.07276303079814284,0
243.88286031894748,-0.02625713168032462,1
243.85491179066432,-0.014632209954299926,0
243.845215351992,-0.003013091751000729,1
243.83385144982952,0.007005956479360975,0
243.82283330127632,0.029581846751199237,0
243.8146333559607,0.04921625113934169,1
243.8006551917408,0.03825492998095115,0
243.79444397705845,0.05172719668613013,1
243.78315571256888,0.0484992841704468,0
243.7786513961876,0.0846987068671865,0
243.62661089167355,-0.07438483060266776,0
243.62229653862755,-0.037168028456505915,0
243.61775770628597,-0.004310280983958137,0
243.61163846582176,0.007219187602032663,0
243.6013700903672,0.002255794306421421,1
243.59390507115882,0.006299028708184551,0
243.58436189078486,0.016092245237274483,1
243.57971296384312,0.02404070627056853,1
243.57682638085092,0.04285771744895328,0
243.57659697999665,0.06943013003984788,0
243.5737720996549,0.07394393191543712,1
243.57224280565552,0.07814985831404897,0
243.570433882676,0.07266457982714769,0
243.5689706919833,0.06406546134567748,0
243.56312693721958,0.045882300482332994,1
243.45556562196705,-0.07842963261808222,1
243.45396621440563,-0.05937556254858122,0
243.42345827477791,0.0005869406725196312,1
243.43766415086878,0.06274715405439224,0
243.4630392727289,0.15582042757469594,0
243.49156240093876,0.24538621995904464,1
243.57290930380054,0.4097479303741807,1
243.60340637005638,0.4436799919469081,0
243.62673911589187,0.4375541252802577,0
243.64929991512696,0.4230473103599763,0
243.51850261103328,-0.2480501683870955,0
243.49592542280257,0.03650554513575344,1
243.49600610749957,0.06635131947479067,1
243.49317526037171,0.07674353461939631,1
243.4978906238292,0.10421059682659006,0
243.512602790038,0.17124704945547364,1
243.5410269315197,0.21491705052076784,1
243.6277891318433,0.3659322977125328,0
243.64952012843827,0.3793532015095025,0
243.669460434308,0.3671659246579111,0
243.68349592644898,0.3402430245924961,0
243.6978733121113,0.3106636093045836,1
243.7087461509301,0.2654168359564437,1
243.7275116317107,0.19395503921435875,1
243.73903722122918,0.16493463663729813,1
243.7509544053113,0.13543830961705794,0
243.765235627629,0.11386364032782124,0
243.78152416351418,0.09449580349021858,1
243.79321984606514,0.060957060129226186,0
243.8037541948537,0.031672475444622705,0
243.73284957923732,-0.28207550303474704,1
243.73156148672714,-0.19376704971193706,0
243.73551672689067,-0.13532989786270375,0
243.73741344744647,-0.09331999406211366,0
243.74156271922902,-0.04870552330271494,1
243.74562982721366,-0.010536825017112506,0
243.751906508456,0.02780711649523937,0
243.52681253462097,-0.07599369002784329,0
243.5216854810329,0.00473563387691911,0
243.5216854810329,0.00473563387691911,1
243.518438813644,0.1705511231326966,0
243.51986470045483,0.1896293242305376,0
243.52095243985409,0.20410365901540214,1
243.51817896966287,0.20584891528389448,1
243.51608024373226,0.21152674575094466,0
243.52516221137554,0.22721605576617776,1
243.5310351816962,0.23257107149584044,1
243.5412513498301,0.23418957531265505,1
243.65359815238145,0.4247405747289577,1
243.70239291611657,0.39997542284586973,0
243.72574573034674,0.3862044937837936,1
243.74269551855275,0.3424731753056278,1
243.7791260172029,0.28278152386968713,0
243.79482958383943,0.25111569541053314,1
