ema30_current,stoch_rsi_14_previous,class
242.9064445893394,83.93754063278692,1
243.01850375934106,100.0,1
243.07295857572075,95.6193041181328,0
243.12591803017983,100.0,1
243.16900913273852,100.0,1
243.2222233899707,91.26723929384715,0
243.2645439303941,100.0,0
243.3041341133707,91.04485588976624,0
243.33673633013032,91.04485588976627,0
243.34586248731742,80.65900828262838,1
243.35238200813052,47.10473139803854,1
243.41296710473262,21.14328396361089,1
243.47088257466632,37.71240329969313,0
243.49089959727473,0.0,1
243.51114733119223,30.89166434935492,1
243.51638037919358,0.0,1
243.53831606654,19.99722085346585,1
243.56528816115448,52.247124095496886,1
243.59898958557525,65.41630055570515,0
243.61559564670355,77.31529121644729,1
243.6385908879724,42.492268864146226,0
243.6580847132489,73.85038129375035,1
243.6678514074358,73.85038129375035,0
243.62237725491042,0.0,0
243.5572512959214,24.28660159413655,1
243.55900035080987,59.07453707633842,0
243.56366334150684,81.57748574983876,1
243.58336603101128,100.0,1
243.5214213098341,43.946570765172176,0
243.52850875478757,21.344353790494136,1
243.52666948028502,85.1606708297445,1
243.5378520944602,47.872566859533435,1
243.54730432363658,100.0,0
244.51612064941682,70.48002307213666,1
244.59977525694646,51.17347630761283,0
244.6621027891569,60.38213367781202,0
244.9420744841278,35.33658083910636,0
244.98130926921002,56.738923307686385,1
245.03193827759642,9.551159609367305,1
245.0788894936256,27.14521603864653,1
245.24903657255302,100.0,0
246.28980765402724,0.0,0
246.26714745935985,28.756051257656274,0
246.0123613301241,100.0,0
246.00651919485588,96.13692187877035,0
245.9921113620766,84.15408982058239,1
246.06010885833803,100.0,1
246.0925246360728,100.0,0
246.10389229138343,100.0,1
246.23644310511844,100.0,1
246.25379274891387,31.103224557005788,0
246.25234010102352,45.14023347990386,1
246.24352063342891,0.0,0
243.2205418497942,78.71121629459716,0
243.28089761590496,2.7141294901922466,1
243.29463519680388,2.7141294901922466,0
243.34373575349878,24.515437246073876,0
243.37479195175356,46.63159785095691,0
243.39964405471613,62.11121912149045,0
243.41761487483325,16.70862091603072,1
243.42393897021861,59.7656923986028,0
243.42410123658908,3.608995139268009,1
243.4509150564587,83.94939056617491,0
243.46154236593262,83.94939056617491,1
243.47995350748016,83.94939056617491,0
243.50463737236697,100.0,0
243.50433818705292,100.0,1
243.5274488468061,48.37268506164109,0
243.5331384923867,90.97026693738823,1
243.56286053286743,60.409908302721284,0
243.56828340558047,96.68050150455852,0
243.48328075664506,54.67971582219765,0
243.50472318223603,99.72813516405235,0
243.51833061262766,99.72813516405235,0
243.518156918478,87.71818431464987,0
243.52343711728585,61.85059786979043,1
243.52938558412598,74.8558425022343,0
243.5382682930937,74.8558425022343,1
243.55374722686386,74.8558425022343,1
243.5746791326489,88.80712605132376,0
243.5878089799962,100.0,0
243.5990828143981,84.38039864214826,1
243.6066025265857,64.67527056395471,0
243.6136370960516,64.67527056395471,0
243.61275728340317,59.37525096117794,0
243.60820259629585,4.7328939332397075,1
243.44564288236637,91.20842341977463,1
243.44713194114186,100.0,0
243.37421708908798,100.0,1
243.45592857880862,88.98375557720291,0
243.54728943736094,97.33353953636237,0
243.61037443020547,99.9887940515733,1
243.85644193397408,100.0,1
243.9090599954189,95.14327495117088,0
243.9582833432222,87.29779602613846,0
243.9978793782641,87.29779602613846,0
243.45153097406842,87.31825139682074,0
243.396536989618,73.55320541789546,1
243.38667114944485,84.7822423933027,1
243.39881450583863,45.24559670624518,1
243.4349719454776,100.0,0
243.45589342126888,100.0,1
243.55116065312336,88.89314561000013,1
243.84584618770188,83.20548203416988,0
243.9001567717003,83.20548203416988,0
243.93806022124718,73.46664913090882,0
243.9815896951104,46.57993017179693,0
244.00980564679938,46.57993017179693,1
244.02430691472176,12.782206237349241,1
244.06860479992088,28.03718340851975,1
244.0861622437814,28.03718340851975,1
244.10601178417218,28.03718340851975,0
244.13607695205584,41.98050090227376,0
244.1482724278233,54.74475354537572,1
244.15867217268269,19.791215705546048,0
244.16295827937745,24.603018275446768,0
243.76111882855287,65.86169952882888,1
243.75568251648,96.99007430814251,0
243.74845244876752,100.0,0
243.751167227999,91.67590488561798,0
243.75370686018329,99.07300654103969,1
243.7645521100725,99.07300654103969,0
243.76925497953712,100.0,0
243.17870737328158,95.0612461296213,0
243.20746110117724,100.0,0
243.20746110117724,100.0,1
243.31198263316404,100.0,0
243.33398923361042,85.75895175068598,0
243.34812444047932,84.34089184237841,1
243.36134769851824,75.26046225985358,1
243.4011440900029,75.26046225985358,0
243.46527694348882,77.52234619578424,1
243.5048198352981,89.02189991712179,1
243.5597594287024,99.60371264094181,1
243.93845007052784,90.92470966997251,1
244.0523019226453,42.05776173905254,0
244.0793806299824,42.05776173905257,1
244.0962428590002,5.4375782736624965,1
244.1833280151173,41.903373211795305,0
244.21042289110864,11.12594936770667,1
