ema50_current,cci20_previous,class
243.04244851562999,-21.93861004597612,1
243.09723482203853,98.46214934662865,1
243.12724866225426,99.44153633195806,0
243.156699094496,109.86786369240049,1
243.1810730391989,117.85839417655228,1
243.2141750962919,102.54540268262848,0
243.2414438595034,101.5148840559035,0
243.26764325945183,100.2514032848662,0
243.28766645258773,89.62036625169803,0
243.2920716897411,68.31116765052944,1
243.29630417249646,32.404516569699936,1
243.3358460758752,17.310135879888527,1
243.36835825758973,48.915501406250044,0
243.3818952129344,-16.972449761541213,1
243.3884166211081,-11.852478199791927,1
243.39263933389682,-30.68672425356317,1
243.40653350945578,-20.425177931153435,1
243.42564520011646,-5.560417832040456,1
243.44915619207558,22.40958172723565,0
243.46144762562298,35.295075132829474,1
243.477792216164,21.399168773441684,0
243.49349584237004,12.854910300272394,1
243.50588928220586,17.648530028721336,0
243.53107009325439,-22.11970965669456,0
243.51574372563167,-44.81815314474896,1
243.52518394693396,-25.72284948559573,0
243.53548117421505,-2.3439712122770304,1
243.56641740178765,8.251245230768731,1
243.5552229905087,-21.24280038042813,0
243.55697895166531,-14.312606738079404,1
243.55474448297244,0.9751093585219838,1
243.5598271723899,10.273256892477988,1
243.5647105406536,19.401388098101425,0
244.18102591608482,151.9226115840708,1
244.24318168121968,108.8270309077913,0
244.29321601201,128.3364314514768,0
244.55473397200885,27.99312385517817,0
244.59500498737748,40.903421667583906,1
244.65700775575604,-32.190404548676966,1
244.69964402460653,-40.56706791491077,1
244.8391419196336,51.90944694485402,0
246.10498976297816,-8.995491459682867,0
246.1106962145661,-16.855271087085068,0
246.0194204556496,7.21770126800119,0
246.0223405013616,25.74828855910637,0
246.03074637938067,1.570210856888903,1
246.08648833757584,24.008482703539052,1
246.10699971877625,35.7745350951466,0
246.11702277872755,25.988900499439648,1
246.21835573997515,49.044444732569396,1
246.2333196869252,9.0097089461724,0
246.23139942716784,14.074815463533866,1
246.2274737191914,2.074795549648184,0
243.47562457812992,1.6931903945987798,0
243.45194484822804,12.67003486075333,1
243.44254453094032,6.090511470373088,0
243.4193215270121,6.002632994934852,0
243.4223516561689,2.1022616972241503,0
243.41068678503564,10.32250636708142,0
243.40829314679337,0.20060782566124225,1
243.40391262419402,7.9331357560764895,0
243.35169122077892,-10.512683350294218,1
243.3612556220941,1.0140571852020823,0
243.3712317520857,10.155883880388977,1
243.38719265139287,8.239774257040409,0
243.41503967685944,9.782567757734258,0
243.4226666918136,14.788556684189846,1
243.4436001301281,2.145695416204102,0
243.45464230130239,9.924854323598376,1
243.47824336277438,9.226674290765313,0
243.48731337043762,18.167946716552493,0
243.4738747829836,-1.5567982264922733,0
243.4928000608603,9.666897424865118,0
243.5033799701416,20.297657338070763,0
243.50386102766103,13.134358230237774,0
243.5082447888069,0.8352073297805495,1
243.5130702431192,0.9410111478481138,0
243.52154726678987,1.5732571457343036,1
243.53038622929424,3.4680404310444994,1
243.54280013444543,5.687527252733164,0
243.55141925652737,11.818834156428812,0
243.55970037382176,10.147069082510924,1
243.56765674141843,11.967321798105953,0
243.57468748923145,9.443652168006508,0
243.5744529259767,12.859754283041301,0
243.580026773318,0.2132241625619085,1
243.4807546650657,-4.000354626029926,1
243.48089577871468,3.2464791933174246,0
243.4136662072789,30.059927471407587,1
243.46363079689957,53.19638857036657,0
243.52131994420768,81.3145467002538,0
243.56314125002723,74.3504030470735,1
243.72565081729766,81.69973293605865,1
243.76031268948935,72.76839284692278,0
243.7936152725756,53.55319289403757,0
243.82169030338383,47.95776900458728,0
243.47943632327932,-5.7915725313419575,0
243.4577724455459,11.722195488176482,1
243.45673407018205,12.39264619035711,1
243.46750112130297,13.50377462865776,1
243.49598663110697,25.677465313541607,0
243.51489831947208,47.30146802286857,1
243.58457806898528,38.023243575150225,1
243.76641211403037,61.333038218453396,0
243.8031571362052,57.36154804477928,0
243.82939082912742,40.61701965325139,0
243.85398214441014,30.899287469173284,0
243.87736915796813,23.614745532899367,1
243.8895414750127,16.207691846396994,1
243.913461844291,8.223205462261372,1
243.9228578186069,7.776476739407178,1
243.93519328660145,2.7058180499685762,0
243.95342100085227,10.713579423575938,0
243.96124994942073,9.712520242697996,1
243.96570385355844,0.6783551786306558,0
243.9666751315292,-8.94465644412215,0
243.7866210868114,-20.00836688860914,1
243.79681520218614,-3.3938866056316583,0
243.8000081230579,4.7521805719972035,0
243.8051565838701,10.300130872784028,0
243.81255756573015,11.893405724981433,1
243.82358988163492,13.609423164598494,0
243.82904077833697,21.45268599887544,0
243.32024394552025,12.383244020872727,0
243.32228789451136,22.634572329555308,0
243.32228789451136,22.634572329555308,1
243.36140400928653,49.93076117163393,0
243.3716142565921,41.92757825674757,0
243.3768889280473,34.02023926196701,1
243.38257035500945,17.073708397702525,1
243.4034753190044,19.24499833813184,0
243.4409310230653,36.18590817735621,1
243.4659233235105,29.4195555761516,1
243.49961948710109,35.2728580864134,1
243.73536917847224,93.41935005226318,1
243.8156778387047,38.33324415451012,0
243.83835249684574,38.25601746660492,1
243.85560277871136,21.18985839706248,1
243.91716470418132,26.090087134056763,0
243.93916744850443,20.7488672030532,1
