ema20_current,uosc_previous,class
242.80804232857471,21.379885046451914,1
243.02817124666146,28.3890230229244,1
243.10911759592483,25.79184034575511,0
243.18830584822425,27.410741074107047,1
243.24745301310742,25.458241947805533,1
243.32299027329418,22.059716360914866,0
243.3803219293884,22.53823196687541,0
243.43368119754837,17.008123195731017,0
243.47541036069975,18.001621612297242,0
243.4831061194764,21.294207393056475,1
243.48560563947842,18.823053158624145,1
243.56325338078815,19.400939442852376,1
243.62606399778667,22.734051092864657,0
243.6218565579633,19.806918388699184,1
243.60543272522187,23.976680400614004,1
243.57499767236592,16.410981582396726,1
243.58541488616103,17.598505696236007,1
243.60585156366957,25.244667205092536,1
243.6368412400411,25.249840853002485,0
243.63988082045898,24.48608887900327,1
243.65513026612962,20.68233353947642,0
243.668927383641,23.03139518331161,1
243.67188668043715,25.313688402191204,0
243.6073040003257,26.07199817726034,0
243.53263329922112,23.841362363563217,1
243.5390491754857,31.831787260358386,0
243.54782955549385,33.67464714709917,1
243.5846293632221,25.12902520365177,1
243.4824772213984,34.5283789301762,0
243.49515763676848,38.083953960731904,1
243.49561881421917,45.29616724738735,1
243.51805922863358,38.155061019383176,1
243.53836246072282,41.79587880618865,0
244.865743807797,16.78437534159132,1
244.9529290156389,11.016211916399515,0
245.0112754815163,10.700751923449292,0
245.25567103400329,25.46232298297667,0
245.29113600585944,25.58364296705452,1
245.30821094057927,25.773341714390234,1
245.30505059744948,20.504068649828078,1
245.3517326454736,18.12724943793112,0
246.35668006786668,26.85638496189079,0
246.28226323745014,10.411822660098213,0
245.91805783334868,27.989222883602626,0
245.91544746069675,25.024668661996568,0
245.90982252579633,18.11371851699863,1
246.04466204697792,17.01057028925865,1
246.09546641525884,18.533360537814385,0
246.11643357407087,23.974840469084764,1
246.32685978092744,30.05736330544499,1
246.3559530000833,24.4884357996983,0
246.35597803129951,21.20493225785105,1
246.34647686906655,22.597534560382535,0
243.3005158945725,33.06260287190153,0
243.3510051490398,54.05018125867856,1
243.360134634689,40.04091994637346,0
243.41386236904182,31.2064848112204,0
243.45450350009202,29.467876039305487,0
243.46588803621484,28.43357734007535,0
243.4801483739834,31.432506261682025,1
243.4835267748217,33.68136187095412,0
243.41758119532898,34.19879062736174,1
243.4576868138441,37.75182677789487,0
243.46826491104267,35.26533304614739,1
243.4962859986712,35.51621465746649,0
243.53264999060036,35.2383180954608,0
243.53102823747517,30.00099267330749,1
243.561107905178,33.81157340985156,0
243.56778745378688,41.478646253021104,1
243.6053778230587,35.67655987503232,0
243.60337787964505,42.090403875300176,0
243.47725870881715,19.91795366795364,0
243.51543482358952,24.090984102535906,0
243.53450022922726,23.367220712535282,0
243.52972672332132,22.030616651112343,0
243.53641941633828,20.930118181710338,1
243.54098694023128,23.598901098901,0
243.55048787212868,22.619047619047183,1
243.56323935261327,19.07207006191723,1
243.5887635252758,23.222917307625213,0
243.5963819356714,30.54741988643785,0
243.60773809253936,35.26624442880442,1
243.61950048044707,35.5825206580791,0
243.63014264093502,38.38355303274524,0
243.63173522259427,40.77758625813279,0
243.6373136549837,34.37470350558354,1
243.3992271261044,24.869169266583878,1
243.4058490030877,23.64773866535798,0
243.3799187624617,45.57283897040844,1
243.50593417329483,40.707841220730856,0
243.64494681463356,38.199920714206435,0
243.73470987928033,34.934560388860234,1
244.05805512794174,30.68327462737411,1
244.11651058343682,22.414338104076982,0
244.16791108290508,21.35090829231859,0
244.20340471739672,19.118047448054604,0
243.30443871360828,17.842639591114217,0
243.30165569150776,34.670474419431535,1
243.3139973557042,46.43433231459743,1
243.35671059146011,56.2979917565609,1
243.4423777568309,56.73128261177804,0
243.50976514423428,56.45098948670705,1
243.70404274295217,34.2869896061393,1
244.06405391858522,22.53983931420083,0
244.12193806068558,21.582156528700303,0
244.15079849893291,24.40108987600564,0
244.179885863592,21.897842594564352,0
244.19370365394352,23.470062016355136,1
244.18567007542484,22.459849038908096,1
244.21079869360514,19.436342599255358,1
244.22316017469691,21.363808605188233,1
244.24238041160982,21.907519585081612,0
244.27226949887117,22.359463608892398,0
244.27282553840038,21.19047920468336,1
244.26737754262746,22.151191698592022,0
244.25441236386013,28.53547406734099,0
243.60600040182243,26.59404670959333,1
243.6309064056638,36.42787091953472,0
243.64105947834895,36.99339763163145,0
243.6597694012546,30.552163548508094,0
243.67520965695155,27.50345713227412,1
243.7031665309972,25.68820737495389,0
243.71744926629685,25.71765347360269,0
243.0698260548477,34.00538772919588,0
243.1383383351474,33.481268901568875,0
243.1383383351474,33.481268901568875,1
243.35168511790573,23.72247823860724,0
243.3982478919212,20.766228061634067,0
243.4323400762957,21.60682454800091,1
243.45723430681159,20.9438278518816,1
243.51279239616932,22.39925482890425,0
243.5914204416193,25.296009491734647,1
243.6481860179817,27.290729283839113,1
243.71710519823483,31.71212972033501,1
244.18370312764912,27.759254094145373,1
244.3003834654829,24.262813752372452,0
244.3122491032734,23.77513642819716,1
244.3134608707981,21.334289747762075,1
244.38292331426982,17.643596875088612,0
244.39198851423717,17.408876232405245,1
