mom10_current,stoch_rsi_14_current,class
0.30000000000001137,100.0,1
0.8000000000000114,95.6193041181328,1
1.0,100.0,0
1.1000000000000227,100.0,1
1.0,91.26723929384715,1
1.200000000000017,100.0,0
0.9000000000000057,91.04485588976624,0
0.8000000000000114,91.04485588976624,0
0.19999999999998866,80.65900828262838,0
-0.19999999999998866,47.10473139803856,1
-0.09999999999999433,18.114273800187064,1
0.19999999999998866,87.27427147493471,1
-0.09999999999999433,50.63369496578653,0
-0.19999999999998866,16.25870698135886,1
0.0,0.0,1
-0.5,19.99722085346585,1
0.0,52.247124095496886,1
0.0,65.41630055570515,1
0.30000000000001137,77.31529121644724,0
0.2999999999999829,42.492268864146226,1
0.30000000000001137,73.85038129375035,0
0.20000000000001705,73.85038129375035,1
0.2999999999999829,48.20598456844496,0
-0.09999999999999433,34.68016337260493,0
-0.19999999999998866,59.07453707633842,1
-0.09999999999999433,81.57748574983876,0
0.09999999999999433,81.57748574983876,1
0.19999999999998866,100.0,1
-0.19999999999998866,21.344353790494093,0
-0.09999999999999433,85.16067082974463,1
-0.19999999999998866,47.872566859533364,1
0.19999999999998866,100.0,1
0.09999999999999433,100.0,0
1.6999999999999886,51.17347630761281,1
1.5999999999999943,60.38213367781202,0
-0.8999999999999773,53.64109123823603,0
0.5,56.73892330768643,0
-0.19999999999998866,28.074346063089763,1
0.2999999999999829,27.14521603864653,1
0.5999999999999943,55.02432458915143,1
0.5,49.9573019241618,0
-0.30000000000001137,0.0,0
-0.3999999999999773,40.685717256242974,0
0.10000000000002274,96.13692187877035,0
-0.09999999999999433,83.65620794864253,0
0.7999999999999828,88.33454660443716,1
0.8000000000000114,100.0,1
0.09999999999999433,100.0,0
0.0,90.65426261383531,1
0.30000000000001137,45.71769207521586,1
-0.09999999999999433,45.14023347990386,0
-0.30000000000001137,0.0,1
-0.4000000000000057,0.0,0
-0.09999999999999433,92.20395515751265,0
-0.19999999999998866,2.7141294901922466,1
0.0,25.70314745084002,0
0.19999999999998866,46.63159785095691,0
0.3999999999999773,83.19099685973963,0
-0.4000000000000057,16.708620916030778,0
0.2999999999999829,59.765692398602866,1
0.19999999999998866,37.79479690772285,0
-0.2999999999999829,28.476996527708703,1
0.0,83.94939056617491,0
0.09999999999999433,83.94939056617491,1
0.0,100.0,0
0.30000000000001137,100.0,0
0.30000000000001137,48.37268506164109,1
0.5,90.97026693738823,0
0.4000000000000057,60.409908302721284,1
0.5999999999999943,96.68050150455852,0
0.0,54.879864698513906,0
0.20000000000001705,99.72813516405235,0
0.30000000000001137,99.72813516405235,0
0.19999999999998866,87.71818431464987,0
0.19999999999998866,61.85059786979043,0
0.4000000000000057,74.8558425022343,1
0.4000000000000057,74.8558425022343,0
0.19999999999998866,74.8558425022343,1
0.2999999999999829,88.80712605132376,1
0.0,100.0,0
-0.10000000000002274,84.38039864214826,0
0.0,64.67527056395471,1
0.19999999999998866,64.67527056395471,0
0.09999999999999433,59.37525096117794,0
0.0,4.7328939332397075,0
0.0,4.7328939332397075,1
0.19999999999998866,100.0,1
0.30000000000001137,100.0,0
0.9000000000000057,88.98375557720291,1
1.1999999999999886,97.33353953636237,0
1.5999999999999943,99.9887940515733,0
1.200000000000017,92.37089664886213,1
2.200000000000017,95.14327495117088,1
1.6999999999999886,87.29779602613846,0
0.09999999999999433,87.29779602613846,0
0.4000000000000057,84.26482981448916,0
1.1999999999999886,91.96335811126708,0
0.19999999999998866,84.7822423933027,1
0.0,45.24559670624518,1
0.19999999999998866,100.0,1
0.7999999999999828,100.0,0
0.5,73.35173393948969,1
0.8000000000000114,100.0,1
0.9000000000000057,83.20548203416988,0
0.4000000000000057,73.46664913090882,0
0.4000000000000057,46.5799301717969,0
0.6000000000000227,46.57993017179693,0
0.09999999999999433,12.782206237349241,1
-0.30000000000001137,0.0,1
-0.6000000000000227,28.03718340851975,1
-0.4000000000000057,28.03718340851975,1
-0.2999999999999829,41.98050090227376,0
-0.09999999999999433,54.74475354537569,0
-0.10000000000002274,19.791215705546048,1
-0.10000000000002274,24.603018275446768,0
-0.09999999999999433,0.0,0
0.19999999999998866,89.5093114708942,1
0.5,100.0,0
0.4000000000000057,91.67590488561798,0
0.5999999999999943,99.07300654103969,0
0.5999999999999943,99.07300654103969,1
0.8000000000000114,100.0,0
0.5,91.60310406029741,0
-0.09999999999999433,89.38507814669218,0
0.5999999999999943,90.51016299775259,0
0.5999999999999943,90.51016299775259,1
0.8999999999999773,85.75895175068598,0
0.3999999999999773,84.34089184237841,0
0.4000000000000057,75.26046225985358,1
0.5,75.26046225985358,1
0.4000000000000057,96.12914387171419,0
0.5,89.02189991712179,1
0.30000000000001137,99.60371264094181,1
0.2999999999999829,100.0,1
1.0,42.05776173905254,1
0.7999999999999828,42.05776173905254,0
0.4000000000000057,5.437578273662547,1
0.19999999999998866,0.0,1
-0.09999999999999433,11.125949367706623,0
-0.7999999999999828,11.12594936770667,1
