mom10_current,uosc_previous,class
0.30000000000001137,21.379885046451914,1
0.8000000000000114,28.3890230229244,1
1.0,25.79184034575511,0
1.1000000000000227,27.410741074107047,1
1.0,25.458241947805533,1
1.200000000000017,22.059716360914866,0
0.9000000000000057,22.53823196687541,0
0.8000000000000114,17.008123195731017,0
0.19999999999998866,18.001621612297242,0
-0.19999999999998866,21.294207393056475,1
-0.09999999999999433,18.823053158624145,1
0.19999999999998866,19.400939442852376,1
-0.09999999999999433,22.734051092864657,0
-0.19999999999998866,19.806918388699184,1
0.0,23.976680400614004,1
-0.5,16.410981582396726,1
0.0,17.598505696236007,1
0.0,25.244667205092536,1
0.30000000000001137,25.249840853002485,0
0.2999999999999829,24.48608887900327,1
0.30000000000001137,20.68233353947642,0
0.20000000000001705,23.03139518331161,1
0.2999999999999829,25.313688402191204,0
-0.09999999999999433,26.07199817726034,0
-0.19999999999998866,23.841362363563217,1
-0.09999999999999433,31.831787260358386,0
0.09999999999999433,33.67464714709917,1
0.19999999999998866,25.12902520365177,1
-0.19999999999998866,34.5283789301762,0
-0.09999999999999433,38.083953960731904,1
-0.19999999999998866,45.29616724738735,1
0.19999999999998866,38.155061019383176,1
0.09999999999999433,41.79587880618865,0
1.6999999999999886,16.78437534159132,1
1.5999999999999943,11.016211916399515,0
-0.8999999999999773,10.700751923449292,0
0.5,25.46232298297667,0
-0.19999999999998866,25.58364296705452,1
0.2999999999999829,25.773341714390234,1
0.5999999999999943,20.504068649828078,1
0.5,18.12724943793112,0
-0.30000000000001137,26.85638496189079,0
-0.3999999999999773,10.411822660098213,0
0.10000000000002274,27.989222883602626,0
-0.09999999999999433,25.024668661996568,0
0.7999999999999828,18.11371851699863,1
0.8000000000000114,17.01057028925865,1
0.09999999999999433,18.533360537814385,0
0.0,23.974840469084764,1
0.30000000000001137,30.05736330544499,1
-0.09999999999999433,24.4884357996983,0
-0.30000000000001137,21.20493225785105,1
-0.4000000000000057,22.597534560382535,0
-0.09999999999999433,33.06260287190153,0
-0.19999999999998866,54.05018125867856,1
0.0,40.04091994637346,0
0.19999999999998866,31.2064848112204,0
0.3999999999999773,29.467876039305487,0
-0.4000000000000057,28.43357734007535,0
0.2999999999999829,31.432506261682025,1
0.19999999999998866,33.68136187095412,0
-0.2999999999999829,34.19879062736174,1
0.0,37.75182677789487,0
0.09999999999999433,35.26533304614739,1
0.0,35.51621465746649,0
0.30000000000001137,35.2383180954608,0
0.30000000000001137,30.00099267330749,1
0.5,33.81157340985156,0
0.4000000000000057,41.478646253021104,1
0.5999999999999943,35.67655987503232,0
0.0,42.090403875300176,0
0.20000000000001705,19.91795366795364,0
0.30000000000001137,24.090984102535906,0
0.19999999999998866,23.367220712535282,0
0.19999999999998866,22.030616651112343,0
0.4000000000000057,20.930118181710338,1
0.4000000000000057,23.598901098901,0
0.19999999999998866,22.619047619047183,1
0.2999999999999829,19.07207006191723,1
0.0,23.222917307625213,0
-0.10000000000002274,30.54741988643785,0
0.0,35.26624442880442,1
0.19999999999998866,35.5825206580791,0
0.09999999999999433,38.38355303274524,0
0.0,40.77758625813279,0
0.0,34.37470350558354,1
0.19999999999998866,24.869169266583878,1
0.30000000000001137,23.64773866535798,0
0.9000000000000057,45.57283897040844,1
1.1999999999999886,40.707841220730856,0
1.5999999999999943,38.199920714206435,0
1.200000000000017,34.934560388860234,1
2.200000000000017,30.68327462737411,1
1.6999999999999886,22.414338104076982,0
0.09999999999999433,21.35090829231859,0
0.4000000000000057,19.118047448054604,0
1.1999999999999886,17.842639591114217,0
0.19999999999998866,34.670474419431535,1
0.0,46.43433231459743,1
0.19999999999998866,56.2979917565609,1
0.7999999999999828,56.73128261177804,0
0.5,56.45098948670705,1
0.8000000000000114,34.2869896061393,1
0.9000000000000057,22.53983931420083,0
0.4000000000000057,21.582156528700303,0
0.4000000000000057,24.40108987600564,0
0.6000000000000227,21.897842594564352,0
0.09999999999999433,23.470062016355136,1
-0.30000000000001137,22.459849038908096,1
-0.6000000000000227,19.436342599255358,1
-0.4000000000000057,21.363808605188233,1
-0.2999999999999829,21.907519585081612,0
-0.09999999999999433,22.359463608892398,0
-0.10000000000002274,21.19047920468336,1
-0.10000000000002274,22.151191698592022,0
-0.09999999999999433,28.53547406734099,0
0.19999999999998866,26.59404670959333,1
0.5,36.42787091953472,0
0.4000000000000057,36.99339763163145,0
0.5999999999999943,30.552163548508094,0
0.5999999999999943,27.50345713227412,1
0.8000000000000114,25.68820737495389,0
0.5,25.71765347360269,0
-0.09999999999999433,34.00538772919588,0
0.5999999999999943,33.481268901568875,0
0.5999999999999943,33.481268901568875,1
0.8999999999999773,23.72247823860724,0
0.3999999999999773,20.766228061634067,0
0.4000000000000057,21.60682454800091,1
0.5,20.9438278518816,1
0.4000000000000057,22.39925482890425,0
0.5,25.296009491734647,1
0.30000000000001137,27.290729283839113,1
0.2999999999999829,31.71212972033501,1
1.0,27.759254094145373,1
0.7999999999999828,24.262813752372452,0
0.4000000000000057,23.77513642819716,1
0.19999999999998866,21.334289747762075,1
-0.09999999999999433,17.643596875088612,0
-0.7999999999999828,17.408876232405245,1
