ema10_previous,rsi14_previous,class
242.71412565586436,-18.500407777050388,1
243.10379487591626,22.277730058028173,1
243.19277496110772,18.323516316432432,0
243.33424129512343,24.76988694583753,1
243.44716267918275,24.76988694583753,1
243.52137108432208,20.836230548135052,0
243.62409828516158,25.061974356347164,0
243.6871421966221,21.160900258450692,0
243.7330759820916,21.160900258450692,0
243.74682875538662,16.63657763603696,1
243.68094518336272,2.0195353174736543,1
243.60163179988075,6.891463635604608,1
243.68057527488227,10.70939285789956,0
243.61577470198813,-3.2624860165443152,1
243.58592895177216,5.487411210615363,1
243.52446483548383,-3.6859918027169267,1
243.5200166835776,1.4764203268832716,1
243.5442695279754,9.80194180284569,1
243.5935897757516,13.201650031964023,0
243.65212452393232,16.27345156714425,1
243.66365295426186,7.283662721075642,0
243.69973851948325,11.054133230035717,1
243.72643927452896,11.054133230035717,0
243.59084244749508,-5.936793576603848,0
243.4495929163659,-17.166401136642552,1
243.45028644571119,-1.8018360413373105,0
243.47468329362832,3.879108784747871,1
243.55561245998678,9.435306228375024,1
243.47623816563598,-11.488438602341231,0
243.45672908434034,-11.488438602341231,1
243.48277834173297,6.330362858200742,1
243.48026195569247,-1.4717048687383991,1
243.52021432738465,11.475843209984506,0
245.53321954948075,15.14059670309007,1
245.50810452669404,13.221505730246008,0
245.5659307410485,18.43960836214133,0
245.12991604518257,14.34111631089749,0
245.22668104841838,17.25881243782385,1
245.2078806496128,5.905346588094147,1
245.2036240059114,8.048925420453926,1
245.4310849109149,18.768620519672453,0
246.41865419052056,-0.8428364144832301,0
246.1997872983417,0.911012377284422,0
245.7362154839397,12.641082726109602,0
245.83872175958703,9.801070102429053,0
245.87685030515075,0.9916716784941996,1
246.11325995708577,14.416792227493048,1
246.2231095049664,14.416792227493048,0
246.29604361787418,14.416792227493048,1
246.56493715452262,19.221440772531565,1
246.50711977555991,1.8709722321077609,0
246.49611484768258,5.405951629219104,1
246.4338043895158,-2.5038297766230784,0
243.3711712438205,-6.150531008400961,0
243.42963990254498,-5.600105261462119,1
243.40324521285584,-5.600105261462119,0
243.41424973454428,-1.1787977486342385,0
243.4354882885344,3.306361955186631,0
243.52246127515772,6.4456307818778384,0
243.50019558876545,-2.762020923949265,1
243.512694248719,5.9699577150342416,0
243.39151836631362,-12.486775411882064,1
243.40656829370056,6.856219078603374,0
243.4473852914805,6.856219078603374,1
243.4751334203021,6.856219078603374,0
243.52166584960904,10.721733542434123,0
243.57509585708831,14.178119011846904,1
243.5614420648904,-0.03684619839033587,0
243.6217590248139,11.691889745498088,1
243.6262742334359,3.2774596066687,0
243.69580914285018,13.264134705584324,0
243.34542740393653,-2.718588666353128,0
243.4252531685399,13.165260463896034,0
243.49903655271262,13.165260463896034,0
243.54122295794483,8.797373830786142,0
243.53372787468217,-0.6103819943709112,1
243.55424874696445,4.04546886116195,0
243.5899098431678,4.04546886116195,1
243.6058634087236,4.04546886116195,1
243.63145054754384,9.105602555029165,0
243.67339109580487,13.440854767851606,0
243.67540528006856,7.7325750963479996,1
243.6770532490116,7.7325750963479996,0
243.6812253855549,7.7325750963479996,0
243.69028654845218,7.7325750963479996,0
243.66043975557545,0.05464813789346579,1
243.3488013138351,-3.859525899504817,1
243.37911578236424,4.479630263448527,0
243.31544699070977,24.075709840091942,1
243.45403016580346,14.870054547444001,0
243.68373967573535,21.847498941927253,0
243.90804745658886,24.066345659842824,1
244.35995771947742,24.99650351135679,1
244.48232238160404,20.89329138579868,0
244.5391886620677,14.265025644511836,0
244.58006802217602,14.265025644511836,0
243.21175779073772,-0.5454863517553861,0
243.3753495895052,-3.324890305382766,1
243.39236570386976,2.909462573438901,1
243.3965775560289,-0.23818501028578964,1
243.46021666806632,8.252658882880041,0
243.59348370013961,16.40549302351181,1
243.77959338601846,14.214068076582675,1
244.30608611173585,19.886834504894253,0
244.3934105803183,19.886834504894253,0
244.435380861344,17.170004990813286,0
244.41641375591598,11.31837219125427,0
244.40654281174577,11.31837219125427,1
244.3831085648328,7.925117668432094,1
244.2876905629889,7.332991651174751,1
244.2660992276292,7.332991651174751,1
244.23713839633845,7.332991651174751,0
244.24009638387054,10.673170498435098,0
244.2635221719869,13.730899528751936,1
244.24350129121933,5.357636294818363,0
244.23276816722571,5.357636294818363,0
243.39169214832455,-16.133402973734732,1
243.4992596959261,-1.2465530181078464,0
243.58341676266312,9.36253235347283,0
243.63409072635716,3.7889043781124334,0
243.69655685860582,8.74183825941924,1
243.750489310581,8.74183825941924,0
243.8156214786961,13.303380404559007,0
243.0938628480981,-1.5354069851347134,0
243.17940070676468,8.92272293346524,0
243.17940070676468,8.92272293346524,1
243.48602225867037,18.62249972232605,0
243.54469389076928,11.949982401766976,0
243.59834555003025,11.949982401766976,1
243.60711775406742,8.08071200286345,1
243.61711881023328,8.08071200286345,0
243.71940587343246,13.165609045334008,1
243.76636016075832,15.957350925430362,1
243.8257829214331,18.526293204782466,1
244.4744783595258,32.469328302472526,1
244.5673149042939,19.36181058648505,0
244.59302423718844,19.36181058648505,1
244.55386609474056,9.53922653204694,1
244.5544923880077,18.119227408984532,0
244.53205045954988,9.22750320370183,1
