macd_12_26_current,stoch_rsi_14_current,class
-0.10579493543761488,100.0,1
0.12682504136861894,95.6193041181328,1
0.1905253506889153,100.0,0
0.2345323651046556,100.0,1
0.2591456587062737,91.26723929384715,1
0.2908785881535607,100.0,0
0.3080925934912955,91.04485588976624,0
0.3199307683841539,91.04485588976624,0
0.3183861695091537,80.65900828262838,0
0.2775441674219508,47.10473139803856,1
0.2411417992104248,18.114273800187064,1
0.22087050537811592,87.27427147493471,1
0.18179074091452208,50.63369496578653,0
0.05884000098657794,16.25870698135886,1
0.0038309321667497898,0.0,1
-0.03149576330866921,19.99722085346585,1
-0.019570723288950376,52.247124095496886,1
-0.0021188470064146263,65.41630055570515,1
0.008904161459867055,77.31529121644724,0
0.010205171747799113,42.492268864146226,1
0.018729063130194845,73.85038129375035,0
0.028469605969064563,73.85038129375035,1
0.034647093511495086,48.20598456844496,0
-0.006461932966459472,34.68016337260493,0
-0.07566565891602295,59.07453707633842,1
-0.06050809276126756,81.57748574983876,0
-0.05105932405547264,81.57748574983876,1
-0.007833523616511684,100.0,1
-0.03882043863879403,21.344353790494093,0
-0.022322784941934515,85.16067082974463,1
-0.02013872107414727,47.872566859533364,1
0.0015673193133807215,100.0,1
0.016516134571872954,100.0,0
0.7297572968053885,51.17347630761281,1
0.7196259668604057,60.38213367781202,0
0.6831804288678427,53.64109123823603,0
0.17764630974522788,56.73892330768643,0
0.13550047501192353,28.074346063089763,1
0.05700402546034411,27.14521603864653,1
0.03904333561837348,55.02432458915143,1
0.05823667083575401,49.9573019241618,0
0.02902046610179809,0.0,0
-0.047556664614631934,40.685717256242974,0
-0.13178172017259726,96.13692187877035,0
-0.108985576023656,83.65620794864253,0
-0.06542863854653548,88.33454660443716,1
0.09849970845419877,100.0,1
0.15662089614417596,100.0,0
0.1805880157879756,90.65426261383531,1
0.23289430089923255,45.71769207521586,1
0.1938630133359993,45.14023347990386,0
0.160980668429346,0.0,1
0.12336692143031767,0.0,0
0.12625613980199546,92.20395515751265,0
0.09067777347249263,2.7141294901922466,1
0.07783405358983941,25.70314745084002,0
0.06203469308994159,46.63159785095691,0
0.08024242127106618,83.19099685973963,0
0.06881273874401472,16.708620916030778,0
0.07276303079814284,59.765692398602866,1
0.0605666422619322,37.79479690772285,0
-0.03411377132721327,28.476996527708703,1
-0.003013091751000729,83.94939056617491,0
0.007005956479360975,83.94939056617491,1
0.029581846751199237,100.0,0
0.04921625113934169,100.0,0
0.03825492998095115,48.37268506164109,1
0.05172719668613013,90.97026693738823,0
0.0484992841704468,60.409908302721284,1
0.0846987068671865,96.68050150455852,0
0.07733058353642264,54.879864698513906,0
-0.037168028456505915,99.72813516405235,0
-0.004310280983958137,99.72813516405235,0
0.007219187602032663,87.71818431464987,0
0.002255794306421421,61.85059786979043,0
0.006299028708184551,74.8558425022343,1
0.010017843220509805,74.8558425022343,0
0.02404070627056853,74.8558425022343,1
0.04285771744895328,88.80712605132376,1
0.06943013003984788,100.0,0
0.07394393191543712,84.38039864214826,0
0.07814985831404897,64.67527056395471,1
0.07266457982714769,64.67527056395471,0
0.06406546134567748,59.37525096117794,0
0.05271949072155735,4.7328939332397075,0
0.041259209393615486,4.7328939332397075,1
-0.05937556254858122,100.0,1
-0.041197294957640906,100.0,0
0.06274715405439224,88.98375557720291,1
0.15582042757469594,97.33353953636237,0
0.24538621995904464,99.9887940515733,0
0.2935329607160213,92.37089664886213,1
0.4436799919469081,95.14327495117088,1
0.4375541252802577,87.29779602613846,0
0.4230473103599763,87.29779602613846,0
0.4161843280544133,84.26482981448916,0
-0.1874557933959977,91.96335811126708,0
0.06635131947479067,84.7822423933027,1
0.07674353461939631,45.24559670624518,1
0.10421059682659006,100.0,1
0.17124704945547364,100.0,0
0.1948408172316931,73.35173393948969,1
0.252936323649692,100.0,1
0.3793532015095025,83.20548203416988,0
0.3671659246579111,73.46664913090882,0
0.3402430245924961,46.5799301717969,0
0.3106636093045836,46.57993017179693,0
0.2654168359564437,12.782206237349241,1
0.2165103130335524,0.0,1
0.16493463663729813,28.03718340851975,1
0.13543830961705794,28.03718340851975,1
0.11386364032782124,41.98050090227376,0
0.09449580349021858,54.74475354537569,0
0.060957060129226186,19.791215705546048,1
0.031672475444622705,24.603018275446768,0
0.00155164240521799,0.0,0
-0.23861531662586802,89.5093114708942,1
-0.13532989786270375,100.0,0
-0.09331999406211366,91.67590488561798,0
-0.04870552330271494,99.07300654103969,0
-0.010536825017112506,99.07300654103969,1
0.02780711649523937,100.0,0
0.0540932392585205,91.60310406029741,0
-0.04817639738146795,89.38507814669218,0
0.038522479356231536,90.51016299775259,0
0.038522479356231536,90.51016299775259,1
0.1896293242305376,85.75895175068598,0
0.20410365901540214,84.34089184237841,0
0.20584891528389448,75.26046225985358,1
0.21152674575094466,75.26046225985358,1
0.2269988632152149,96.12914387171419,0
0.23257107149584044,89.02189991712179,1
0.23418957531265505,99.60371264094181,1
0.2500452101110397,100.0,1
0.4171703530725495,42.05776173905254,1
0.3862044937837936,42.05776173905254,0
0.3424731753056278,5.437578273662547,1
0.28585439547961755,0.0,1
0.25111569541053314,11.125949367706623,0
0.2188186964293664,11.12594936770667,1
