sma30_previous,uosc_previous,class
243.07,21.379885046451914,1
243.02,28.3890230229244,1
243.02,25.79184034575511,0
243.03333333333336,27.410741074107047,1
243.0533333333333,25.458241947805533,1
243.07333333333332,22.059716360914866,0
243.09333333333333,22.53823196687541,0
243.11,17.008123195731017,0
243.1266666666667,18.001621612297242,0
243.15,21.294207393056475,1
243.16666666666663,18.823053158624145,1
243.18666666666664,19.400939442852376,1
243.23666666666665,22.734051092864657,0
243.29666666666668,19.806918388699184,1
243.35,23.976680400614004,1
243.40666666666667,16.410981582396726,1
243.42666666666665,17.598505696236007,1
243.46,25.244667205092536,1
243.4933333333333,25.249840853002485,0
243.53333333333333,24.48608887900327,1
243.56666666666663,20.68233353947642,0
243.6033333333333,23.03139518331161,1
243.63333333333333,25.313688402191204,0
243.64,26.07199817726034,0
243.59666666666664,23.841362363563217,1
243.58666666666667,31.831787260358386,0
243.58333333333331,33.67464714709917,1
243.60333333333335,25.12902520365177,1
243.56333333333333,34.5283789301762,0
243.56333333333333,38.083953960731904,1
243.57,45.29616724738735,1
243.57,38.155061019383176,1
243.57,41.79587880618865,0
243.98666666666665,16.78437534159132,1
244.03333333333333,11.016211916399515,0
244.1,10.700751923449292,0
244.4766666666666,25.46232298297667,0
244.54666666666665,25.58364296705452,1
244.64666666666665,25.773341714390234,1
244.7,20.504068649828078,1
244.9533333333333,18.12724943793112,0
246.16666666666663,26.85638496189079,0
246.22,10.411822660098213,0
246.15,27.989222883602626,0
246.15,25.024668661996568,0
246.1133333333333,18.11371851699863,1
246.09000000000003,17.01057028925865,1
246.0966666666667,18.533360537814385,0
246.11000000000004,23.974840469084764,1
246.10666666666668,30.05736330544499,1
246.11,24.4884357996983,0
246.11666666666667,21.20493225785105,1
246.1233333333333,22.597534560382535,0
243.13333333333333,33.06260287190153,0
243.1266666666667,54.05018125867856,1
243.17333333333332,40.04091994637346,0
243.23666666666665,31.2064848112204,0
243.25666666666663,29.467876039305487,0
243.30666666666667,28.43357734007535,0
243.31666666666663,31.432506261682025,1
243.33333333333331,33.68136187095412,0
243.41333333333333,34.19879062736174,1
243.44000000000003,37.75182677789487,0
243.44666666666672,35.26533304614739,1
243.45000000000007,35.51621465746649,0
243.46000000000004,35.2383180954608,0
243.4733333333334,30.00099267330749,1
243.47333333333336,33.81157340985156,0
243.48666666666668,41.478646253021104,1
243.49000000000007,35.67655987503232,0
243.51,42.090403875300176,0
243.4933333333333,19.91795366795364,0
243.50333333333333,24.090984102535906,0
243.50666666666663,23.367220712535282,0
243.51,22.030616651112343,0
243.5133333333333,20.930118181710338,1
243.51333333333332,23.598901098901,0
243.51333333333335,22.619047619047183,1
243.51666666666668,19.07207006191723,1
243.5333333333334,23.222917307625213,0
243.55000000000007,30.54741988643785,0
243.5666666666667,35.26624442880442,1
243.58,35.5825206580791,0
243.58333333333331,38.38355303274524,0
243.58666666666664,40.77758625813279,0
243.58333333333331,34.37470350558354,1
243.52,24.869169266583878,1
243.51,23.64773866535798,0
243.37,45.57283897040844,1
243.38,40.707841220730856,0
243.41,38.199920714206435,0
243.44666666666663,34.934560388860234,1
243.5533333333333,30.68327462737411,1
243.59666666666664,22.414338104076982,0
243.63333333333333,21.35090829231859,0
243.67,19.118047448054604,0
243.61999999999995,17.842639591114217,0
243.58,34.670474419431535,1
243.54,46.43433231459743,1
243.50666666666663,56.2979917565609,1
243.48,56.73128261177804,0
243.45,56.45098948670705,1
243.38,34.2869896061393,1
243.50333333333336,22.53983931420083,0
243.55000000000007,21.582156528700303,0
243.59000000000003,24.40108987600564,0
243.63,21.897842594564352,0
243.69666666666672,23.470062016355136,1
243.7433333333333,22.459849038908096,1
243.83666666666664,19.436342599255358,1
243.87,21.363808605188233,1
243.9,21.907519585081612,0
243.92,22.359463608892398,0
243.95666666666665,21.19047920468336,1
243.98333333333332,22.151191698592022,0
244.00666666666663,28.53547406734099,0
243.9966666666666,26.59404670959333,1
243.9633333333333,36.42787091953472,0
243.94666666666663,36.99339763163145,0
243.91333333333333,30.552163548508094,0
243.89,27.50345713227412,1
243.86666666666665,25.68820737495389,0
243.85,25.71765347360269,0
243.33666666666667,34.00538772919588,0
243.31666666666663,33.481268901568875,0
243.31666666666663,33.481268901568875,1
243.2866666666666,23.72247823860724,0
243.27999999999997,20.766228061634067,0
243.26999999999995,21.60682454800091,1
243.26,20.9438278518816,1
243.25,22.39925482890425,0
243.27666666666667,25.296009491734647,1
243.29333333333332,27.290729283839113,1
243.31,31.71212972033501,1
243.5533333333333,27.759254094145373,1
243.67333333333332,24.262813752372452,0
243.72666666666672,23.77513642819716,1
243.76333333333335,21.334289747762075,1
243.85666666666668,17.643596875088612,0
243.9,17.408876232405245,1
