ema20_current,sma50_previous,class
242.80804232857471,243.188,1
243.02817124666146,243.18000000000004,1
243.10911759592483,243.182,0
243.18830584822425,243.19,1
243.24745301310742,243.2,1
243.32299027329418,243.21,0
243.3803219293884,243.226,0
243.43368119754837,243.23999999999995,0
243.47541036069975,243.25399999999996,0
243.4831061194764,243.264,1
243.48560563947842,243.264,1
243.56325338078815,243.266,1
243.62606399778667,243.28,0
243.6218565579633,243.278,1
243.60543272522187,243.272,1
243.57499767236592,243.266,1
243.58541488616103,243.266,1
243.60585156366957,243.272,1
243.6368412400411,243.28400000000002,0
243.63988082045898,243.29999999999995,1
243.65513026612962,243.308,0
243.668927383641,243.318,1
243.67188668043715,243.32799999999997,0
243.6073040003257,243.38800000000003,0
243.53263329922112,243.41000000000003,1
243.5390491754857,243.422,0
243.54782955549385,243.442,1
243.5846293632221,243.50000000000003,1
243.4824772213984,243.598,0
243.49515763676848,243.596,1
243.49561881421917,243.596,1
243.51805922863358,243.59600000000003,1
243.53836246072282,243.594,0
244.865743807797,243.83599999999998,1
244.9529290156389,243.864,0
245.0112754815163,243.898,0
245.25567103400329,244.086,0
245.29113600585944,244.12800000000004,1
245.30821094057927,244.19600000000003,1
245.30505059744948,244.22800000000004,1
245.3517326454736,244.362,0
246.35668006786668,245.93000000000004,0
246.28226323745014,245.924,0
245.91805783334868,245.972,0
245.91544746069675,245.98999999999995,0
245.90982252579633,246.03,1
246.04466204697792,246.088,1
246.09546641525884,246.108,0
246.11643357407087,246.122,1
246.32685978092744,246.188,1
246.3559530000833,246.20999999999995,0
246.35597803129951,246.214,1
246.34647686906655,246.212,0
243.3005158945725,243.8,0
243.3510051490398,243.72,1
243.360134634689,243.694,0
243.41386236904182,243.61,0
243.45450350009202,243.582,0
243.46588803621484,243.53000000000003,0
243.4801483739834,243.498,1
243.4835267748217,243.466,0
243.41758119532898,243.308,1
243.4576868138441,243.264,0
243.46826491104267,243.25600000000003,1
243.4962859986712,243.25800000000004,0
243.53264999060036,243.26800000000003,0
243.53102823747517,243.306,1
243.561107905178,243.32,0
243.56778745378688,243.34,1
243.6053778230587,243.356,0
243.60337787964505,243.376,0
243.47725870881715,243.434,0
243.51543482358952,243.456,0
243.53450022922726,243.47599999999997,0
243.52972672332132,243.484,0
243.53641941633828,243.486,1
243.54098694023128,243.488,0
243.55048787212868,243.496,1
243.56323935261327,243.498,1
243.5887635252758,243.504,0
243.5963819356714,243.51,0
243.60773809253936,243.518,1
243.61950048044707,243.52599999999998,0
243.63014264093502,243.534,0
243.63173522259427,243.54000000000005,0
243.6373136549837,243.54200000000003,1
243.3992271261044,243.52,1
243.4058490030877,243.524,0
243.3799187624617,243.44,1
243.50593417329483,243.45,0
243.64494681463356,243.474,0
243.73470987928033,243.504,1
244.05805512794174,243.588,1
244.11651058343682,243.616,0
244.16791108290508,243.63,0
244.20340471739672,243.644,0
243.30443871360828,243.506,0
243.30165569150776,243.508,1
243.3139973557042,243.51799999999997,1
243.35671059146011,243.522,1
243.4423777568309,243.52599999999998,0
243.50976514423428,243.53800000000004,1
243.70404274295217,243.56600000000003,1
244.06405391858522,243.66,0
244.12193806068558,243.69,0
244.15079849893291,243.71599999999998,0
244.179885863592,243.73799999999997,0
244.19370365394352,243.75799999999995,1
244.18567007542484,243.79,1
244.21079869360514,243.81,1
244.22316017469691,243.814,1
244.24238041160982,243.808,0
244.27226949887117,243.8,0
244.27282553840038,243.79999999999995,1
244.26737754262746,243.794,0
244.25441236386013,243.778,0
243.60600040182243,243.762,1
243.6309064056638,243.80200000000005,0
243.64105947834895,243.81600000000003,0
243.6597694012546,243.82599999999996,0
243.67520965695155,243.83,1
243.7031665309972,243.842,0
243.71744926629685,243.854,0
243.0698260548477,243.532,0
243.1383383351474,243.5,0
243.1383383351474,243.5,1
243.35168511790573,243.45,0
243.3982478919212,243.43600000000004,0
243.4323400762957,243.426,1
243.45723430681159,243.414,1
243.51279239616932,243.404,0
243.5914204416193,243.408,1
243.6481860179817,243.41599999999997,1
243.71710519823483,243.426,1
244.18370312764912,243.53800000000004,1
244.3003834654829,243.59000000000003,0
244.3122491032734,243.612,1
244.3134608707981,243.624,1
244.38292331426982,243.65000000000003,0
244.39198851423717,243.662,1
