ema10_previous,stochk_14_current,class
242.71412565586436,55.55555555555623,1
243.10379487591626,75.04713423831045,1
243.19277496110772,80.02450980392116,0
243.33424129512343,82.10784313725487,1
243.44716267918275,85.60924369747927,1
243.52137108432208,86.30952380952391,0
243.62409828516158,88.09523809523813,0
243.6871421966221,87.91208791208794,0
243.7330759820916,89.92673992674055,0
243.74682875538662,84.61538461538484,1
243.68094518336272,74.35897435897455,1
243.60163179988075,58.13908313908306,1
243.68057527488227,68.18181818181891,0
243.61577470198813,47.222222222223365,1
243.58592895177216,37.50000000000088,1
243.52446483548383,37.50000000000088,1
243.5200166835776,33.333333333334515,1
243.5442695279754,45.83333333333361,1
243.5935897757516,62.500000000000284,0
243.65212452393232,75.00000000000058,1
243.66365295426186,75.00000000000058,0
243.69973851948325,70.83333333333421,1
243.72643927452896,70.83333333333421,0
243.59084244749508,16.6666666666659,0
243.4495929163659,31.48148148148163,1
243.45028644571119,29.62962962962989,0
243.47468329362832,49.735449735449656,1
243.55561245998678,85.71428571428288,1
243.47623816563598,33.333333333334735,0
243.45672908434034,34.92063492063627,1
243.48277834173297,42.06349206349282,1
243.48026195569247,44.44444444444502,1
243.52021432738465,61.111111111110056,0
245.53321954948075,47.91666666666654,1
245.50810452669404,44.27083333333314,0
245.5659307410485,43.74999999999983,0
245.12991604518257,32.555018786902735,0
245.22668104841838,45.005611672278064,1
245.2078806496128,59.44055944055873,1
245.2036240059114,62.820512820511986,1
245.4310849109149,81.1463046757168,0
246.41865419052056,26.666666666666387,0
246.1997872983417,8.88888888888836,0
245.7362154839397,54.761904761904546,0
245.83872175958703,70.89947089947083,0
245.87685030515075,61.904761904761756,1
246.11325995708577,73.01587301587256,1
246.2231095049664,79.36507936507894,0
246.29604361787418,85.71428571428531,1
246.56493715452262,82.664995822891,1
246.50711977555991,58.333333333333705,0
246.49611484768258,49.99999999999997,1
246.4338043895158,42.42424242424193,0
243.3711712438205,66.66666666666761,0
243.42963990254498,62.247474747475366,1
243.40324521285584,51.13636363636466,0
243.41424973454428,45.83333333333361,0
243.4354882885344,45.83333333333361,0
243.52246127515772,54.166666666666366,0
243.50019558876545,50.0,1
243.512694248719,54.166666666666366,0
243.39151836631362,46.6666666666659,1
243.40656829370056,56.66666666666533,0
243.4473852914805,66.66666666666477,1
243.4751334203021,79.99999999999828,0
243.52166584960904,83.33333333333142,0
243.57509585708831,86.66666666666458,1
243.5614420648904,83.33333333333144,0
243.6217590248139,86.66666666666553,1
243.6262742334359,79.74358974358908,0
243.69580914285018,84.61538461538456,0
243.34542740393653,36.3636363636362,0
243.4252531685399,54.54545454545517,0
243.49903655271262,66.66666666666752,0
243.54122295794483,75.757575757577,0
243.53372787468217,63.63636363636465,1
243.55424874696445,54.54545454545517,0
243.5899098431678,51.51515151515144,1
243.6058634087236,48.48484848484856,1
243.63145054754384,48.48484848484856,0
243.67339109580487,56.666666666667226,0
243.67540528006856,61.515151515151814,1
243.6770532490116,57.61904761904742,0
243.6812253855549,43.80952380952266,0
243.69028654845218,38.095238095236546,0
243.66043975557545,36.507936507934886,1
243.3488013138351,66.66666666666802,1
243.37911578236424,76.19047619047716,0
243.31544699070977,42.31884057970973,1
243.45403016580346,51.7632850241545,0
243.68373967573535,71.20772946859908,0
243.90804745658886,68.88888888888879,1
244.35995771947742,72.22222222222223,1
244.48232238160404,77.7777777777778,0
244.5391886620677,79.99999999999993,0
244.58006802217602,75.55555555555544,0
243.21175779073772,71.75925925925921,0
243.3753495895052,68.68945868945805,1
243.39236570386976,66.83760683760579,1
243.3965775560289,54.456654456653865,1
243.46021666806632,54.68975468975446,0
243.59348370013961,62.77056277056304,1
243.77959338601846,69.1142191142188,1
244.30608611173585,77.1929824561402,0
244.3934105803183,78.94736842105239,0
244.435380861344,75.43859649122804,0
244.41641375591598,68.73065015479894,0
244.40654281174577,62.919246646027176,1
244.3831085648328,50.26260504201707,1
244.2876905629889,34.98168498168489,1
244.2660992276292,35.89743589743573,1
244.23713839633845,32.30769230769172,0
244.24009638387054,32.82051282051253,0
244.2635221719869,36.66666666666652,1
244.24350129121933,38.33333333333298,0
244.23276816722571,29.166666666665826,0
243.39169214832455,20.00000000000044,1
243.4992596959261,47.22222222222239,0
243.58341676266312,62.777777777778084,0
243.63409072635716,76.1111111111116,0
243.69655685860582,83.33333333333431,1
243.750489310581,83.93939393939486,0
243.8156214786961,87.272727272728,0
243.0938628480981,62.35294117647146,0
243.17940070676468,69.49494949494998,0
243.17940070676468,69.49494949494998,1
243.48602225867037,80.21978021978012,0
243.54469389076928,85.71428571428595,0
243.59834555003025,85.71428571428595,1
243.60711775406742,76.19047619047636,1
243.61711881023328,71.42857142857117,0
243.71940587343246,76.6233766233772,1
243.76636016075832,80.08658008658112,1
243.8257829214331,81.81818181818281,1
244.4744783595258,64.10256410256358,1
244.5673149042939,56.410256410255954,0
244.59302423718844,48.71794871794831,1
244.55386609474056,43.16239316239307,1
244.5544923880077,37.37373737373759,0
244.53205045954988,38.38383838383855,1
