ema50_previous,ema100_previous,class
243.05081734269802,243.196788730931,1
243.0801567765349,243.1984617360954,1
243.09723482203853,243.2059823509734,0
243.12724866225426,243.21960454887298,1
243.156699094496,243.23295700028004,1
243.1810730391989,243.24344502462958,0
243.2141750962919,243.2576857613686,0
243.2414438595034,243.26904448124196,0
243.26764325945183,243.28048818799888,0
243.28766645258773,243.28941517665172,1
243.2920716897411,243.29067523904556,1
243.30490584953125,243.29510120075506,1
243.3507402272872,243.31832599968052,0
243.37771325986583,243.33423429927083,1
243.38922113110297,243.34333429981152,1
243.38825726589275,243.3461699534798,1
243.39263933389682,243.3498359170736,1
243.40653350945578,243.3580095074276,1
243.42564520011646,243.36831135455623,0
243.44915619207558,243.38131913882043,1
243.46144762562298,243.38917921106997,0
243.477792216164,243.3982440122856,1
243.49349584237004,243.40743922451642,0
243.52442472476272,243.4280617262874,0
243.51255442376754,243.4261872955911,1
243.51574372563167,243.42857866939048,0
243.52518394693396,243.43290288727312,1
243.5545785459897,243.44520989795586,1
243.56219727325947,243.4523268108566,0
243.5552229905087,243.45160054841358,1
243.55697895166531,243.4551589754741,1
243.55474448297244,243.4563568285833,1
243.5598271723899,243.4621111819273,0
244.13457566301184,243.79891034944708,1
244.18102591608482,243.82994300544357,0
244.24318168121968,243.8701414176561,0
244.49865839231296,244.06698771434986,0
244.55473397200885,244.10478228197974,1
244.6246263992505,244.1605821420248,1
244.65700775575604,244.18798273851326,1
244.8000337612191,244.29215725348308,0
246.11119101088147,245.8291511277565,0
246.1010535779913,245.8574713615745,0
246.00222037498435,245.85604198450312,0
246.0194204556496,245.86638279248183,0
246.02153319613763,245.87607307843425,1
246.06322380568764,245.9107613532351,1
246.08648833757584,245.92862768583853,0
246.10699971877625,245.94552040561916,1
246.20774843612026,246.02046517632968,1
246.2252391078703,246.04163667268475,0
246.2333196869252,246.05245192054863,1
246.23139942716784,246.0590926090496,0
243.48892970336541,244.254322216065,0
243.46644913507347,244.18481345280463,1
243.45194484822804,244.15737520939186,0
243.4249696349054,244.0854531053185,0
243.4193215270121,244.06549234972576,0
243.4213413881039,244.03414825579983,0
243.41068678503564,244.01353315183098,1
243.40829314679337,243.9979064878408,0
243.36018757137555,243.88286031894748,1
243.3540655555481,243.85491179066432,0
243.3612556220941,243.845215351992,1
243.3712317520857,243.83385144982952,0
243.38719265139287,243.82283330127632,0
243.41503967685944,243.8146333559607,1
243.4226666918136,243.8006551917408,0
243.4436001301281,243.79444397705845,1
243.45464230130239,243.78315571256888,0
243.47824336277438,243.7786513961876,0
243.4535383943004,243.62661089167355,0
243.4738747829836,243.62229653862755,0
243.4928000608603,243.61775770628597,0
243.5033799701416,243.61163846582176,0
243.50386102766103,243.6013700903672,1
243.5082447888069,243.59390507115882,0
243.5177064639288,243.58436189078486,1
243.52154726678987,243.57971296384312,1
243.53038622929424,243.57682638085092,0
243.54280013444543,243.57659697999665,0
243.55141925652737,243.5737720996549,1
243.55970037382176,243.57224280565552,0
243.56765674141843,243.570433882676,0
243.57468748923145,243.5689706919833,0
243.57729558812068,243.56312693721958,1
243.4786918402208,243.45556562196705,1
243.4807546650657,243.45396621440563,0
243.38654096331402,243.42345827477791,1
243.4136662072789,243.43766415086878,0
243.46363079689957,243.4630392727289,0
243.52131994420768,243.49156240093876,1
243.67285872345792,243.57290930380054,1
243.72565081729766,243.60340637005638,0
243.76031268948935,243.62673911589187,0
243.7936152725756,243.64929991512696,0
243.4785969895356,243.51850261103328,0
243.45285561946952,243.49592542280257,1
243.4577724455459,243.49600610749957,1
243.45673407018205,243.49317526037171,1
243.46750112130297,243.4978906238292,0
243.49598663110697,243.512602790038,1
243.5502679699613,243.5410269315197,1
243.72280836140885,243.6277891318433,0
243.76641211403037,243.64952012843827,0
243.8031571362052,243.669460434308,0
243.82939082912742,243.68349592644898,0
243.85398214441014,243.6978733121113,1
243.87736915796813,243.7087461509301,1
243.90048910839386,243.7275116317107,1
243.913461844291,243.73903722122918,1
243.9228578186069,243.7509544053113,0
243.93519328660145,243.765235627629,0
243.95342100085227,243.78152416351418,1
243.96124994942073,243.79321984606514,0
243.96570385355844,243.8037541948537,0
243.78249283555442,243.73284957923732,1
243.7881330243901,243.73156148672714,0
243.79681520218614,243.73551672689067,0
243.8000081230579,243.73741344744647,0
243.8051565838701,243.74156271922902,1
243.81255756573015,243.74562982721366,0
243.82358988163492,243.751906508456,0
243.3362586496526,243.52681253462097,0
243.32422517571862,243.5216854810329,0
243.32422517571862,243.5216854810329,1
243.35205431816294,243.518438813644,0
243.36140400928653,243.51986470045483,0
243.3716142565921,243.52095243985409,1
243.3768889280473,243.51817896966287,1
243.38257035500945,243.51608024373226,0
243.41963891186245,243.52516221137554,1
243.4409310230653,243.5310351816962,1
243.4659233235105,243.5412513498301,1
243.69113701774154,243.65359815238145,1
243.77663953392852,243.70239291611657,0
243.8156778387047,243.72574573034674,1
243.83835249684574,243.74269551855275,1
243.8936252381765,243.7791260172029,0
243.91716470418132,243.79482958383943,1
